"CommonName_English","ScientificName","Phylum","Class","Order","Family","assessment_id","assessment_date","red_list_category_code","red_list_category_version","criteria_Listed","criteria_V3.1","focalCountryPresence","focalCountryOrigin","NumberOfCountriesExtant","PopulationTrend","ContDec_Population","ContDec_Area","ContDec_Location","ContDec_EOO","ContDec_AOO","ContDec_Subpopulation","AreaRestricted","AOO","EOO","PopulationSize","LocationNumber","Risk","Endemic","Decline","Restriction","Priority1_PS","Priority1_Rank","Priority2_PS","Priority2_Rank"
"Aldabra Flying-fox","Pteropus aldabrensis","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE",22079192,2019-07-24,"EN","3.1","B1ab(i,ii,iii)+2ab(i,ii,iii); D","B1ab(i,ii,iii)+2ab(i,ii,iii); D","Extant","Native",1,"Stable","No","Yes","No","Yes","Yes","No","Yes","100-156","374","200-250","1-4",2,10,1,8,160,145,160,NA
"Seychelles House Snake","Boaedon geometricus","CHORDATA","REPTILIA","SQUAMATA","LAMPROPHIIDAE",271868812,2025-01-24,"EN","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Decreasing",NA,"Yes",NA,NA,"Unknown",NA,NA,"276","2795",NA,"5",2,10,2,4,160,145,80,NA
NA,"Idioctis intertidalis","ARTHROPODA","ARACHNIDA","ARANEAE","BARYCHELIDAE",2442716,2012-11-01,"CR","3.1","B2ab(iii)","B2ab(iii)","Possibly Extinct","Native",3,"Unknown",NA,"Yes","Unknown","Unknown","Unknown",NA,"Yes","3","50000",NA,"1",4,3.33333333333333,1,9,120,155,120,NA
NA,"Larinia dasia","ARTHROPODA","ARACHNIDA","ARANEAE","ARANEIDAE",2442744,2012-12-01,"EN","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown","Unknown","Yes","No","Unknown","Unknown",NA,"Yes","100","100",NA,"1",2,10,1,6,120,155,120,NA
NA,"Prasonica anarillea","ARTHROPODA","ARACHNIDA","ARANEAE","ARANEIDAE",2442751,2012-04-07,"EN","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown","Unknown","Yes","No","No","Unknown",NA,"Yes","100","100",NA,"1",2,10,1,6,120,155,120,NA
NA,"Prasonicella marsa","ARTHROPODA","ARACHNIDA","ARANEAE","ARANEIDAE",2442758,2012-12-01,"EN","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown","Unknown","Yes","No","No","Unknown",NA,"Yes","100","100",NA,"1",2,10,1,6,120,155,120,NA
NA,"Microbianor golovatchi","ARTHROPODA","ARACHNIDA","ARANEAE","SALTICIDAE",2443185,2012-11-01,"EN","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown","Unknown","Yes",NA,NA,NA,NA,"Yes","10","100",NA,"1",2,10,1,6,120,155,120,NA
NA,"Argyrodes chionus","ARTHROPODA","ARACHNIDA","ARANEAE","THERIDIIDAE",2458714,2012-11-01,"EN","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown","Unknown","Yes",NA,NA,NA,NA,"Yes","50","150",NA,"1",2,10,1,6,120,155,120,NA
NA,"Dipoena hasra","ARTHROPODA","ARACHNIDA","ARANEAE","THERIDIIDAE",2458749,2012-11-01,"EN","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown","Unknown","Yes",NA,NA,NA,NA,"Yes","50","150",NA,"1",2,10,1,6,120,155,120,NA
NA,"Dipoena pristea","ARTHROPODA","ARACHNIDA","ARANEAE","THERIDIIDAE",2458756,2012-11-01,"EN","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown","Unknown","Yes",NA,NA,NA,NA,"Yes","50","150",NA,"1",2,10,1,6,120,155,120,NA
NA,"Euryopis helcra","ARTHROPODA","ARACHNIDA","ARANEAE","THERIDIIDAE",2458763,2012-11-01,"EN","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown","Unknown","Yes",NA,NA,NA,NA,"Yes","50","150",NA,"1",2,10,1,6,120,155,120,NA
NA,"Theridion cloxum","ARTHROPODA","ARACHNIDA","ARANEAE","THERIDIIDAE",2458840,2012-11-01,"EN","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown","Unknown","Yes",NA,NA,NA,NA,"Yes","50","150",NA,"1",2,10,1,6,120,155,120,NA
NA,"Theridion mehlum","ARTHROPODA","ARACHNIDA","ARANEAE","THERIDIIDAE",2458847,2012-11-01,"EN","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown","Unknown","Yes",NA,NA,NA,NA,"Yes","50","150",NA,"1",2,10,1,6,120,155,120,NA
NA,"Theridion nagorum","ARTHROPODA","ARACHNIDA","ARANEAE","THERIDIIDAE",2458854,2012-11-01,"EN","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown","Unknown","Yes",NA,NA,NA,NA,"Yes","50","150",NA,"1",2,10,1,6,120,155,120,NA
NA,"Theridion palanum","ARTHROPODA","ARACHNIDA","ARANEAE","THERIDIIDAE",2458861,2012-11-01,"EN","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown","Unknown","Yes",NA,NA,NA,NA,"Yes","50","150",NA,"1",2,10,1,6,120,155,120,NA
NA,"Miriamrothschildia aldabrensis","ARTHROPODA","INSECTA","BLATTODEA","BLATTELLIDAE",2594335,2007-10-27,"EN","3.1","B1ab(i,ii)+2ab(i,ii)","B1ab(i,ii)+2ab(i,ii)","Extant","Native",1,"Unknown",NA,NA,NA,"Yes","Yes",NA,"No","154","154",NA,"1",2,10,1,6,120,155,120,NA
NA,"Ectatoderus nigriceps","ARTHROPODA","INSECTA","ORTHOPTERA","MOGOPLISTIDAE",2597601,2007-10-27,"EN","3.1","B1ab(i,ii)+2ab(i,ii)","B1ab(i,ii)+2ab(i,ii)","Extant","Native",1,"Unknown",NA,NA,NA,"Yes","Yes",NA,"Yes","154","154",NA,"1",2,10,1,6,120,155,120,NA
NA,"Procytettix thalassanax","ARTHROPODA","INSECTA","ORTHOPTERA","TETRIGIDAE",2600233,2007-10-27,"EN","3.1","B1ab(i,ii)+2ab(i,ii)","B1ab(i,ii)+2ab(i,ii)","Extant","Native",1,"Unknown",NA,NA,NA,"Yes","Yes",NA,"Yes","200","200",NA,"1",2,10,1,6,120,155,120,NA
NA,"Hederorkis seychellensis","TRACHEOPHYTA","LILIOPSIDA","ASPARAGALES","ORCHIDACEAE",8857229,2007-09-21,"EN","3.1","B1ab(i,iii,v)+2ab(i,iii,v)","B1ab(i,iii,v)+2ab(i,iii,v)","Extant","Native",1,"Unknown","Yes",NA,NA,"Yes",NA,NA,NA,"10","1000",NA,NA,2,10,2,3,120,155,60,NA
"Seychelles Islander","Allolestes maclachlanii","ARTHROPODA","INSECTA","ODONATA","ARGIOLESTIDAE",119049509,2018-06-14,"EN","3.1","B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)","B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)","Extant","Native",1,"Unknown",NA,"Yes","Yes","Yes","Yes",NA,NA,"30","212",NA,"10",2,10,2,3,120,155,60,NA
"Aldabra Fody","Foudia aldabrana","CHORDATA","AVES","PASSERIFORMES","PLOCEIDAE",180471815,2020-07-30,"EN","3.1","B1ab(iii)","B1ab(iii)","Extant","Native",1,"Increasing","No","Yes","Unknown","Unknown","Unknown","Unknown","Yes",NA,"390","2000-6000","1",2,10,1,6,120,155,120,NA
"Cooper's Black Caecilian","Praslinia cooperi","CHORDATA","AMPHIBIA","GYMNOPHIONA","INDOTYPHLIDAE",271537238,2025-01-21,"EN","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"32","134.78",NA,"1",2,10,1,6,120,155,120,NA
"Stejneger's Caecilian","Hypogeophis alternans","CHORDATA","AMPHIBIA","GYMNOPHIONA","INDOTYPHLIDAE",271552880,2025-01-21,"EN","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"72","2344.28",NA,"1",2,10,1,6,120,155,120,NA
"Indian Ocean Caecilian","Hypogeophis larvatus","CHORDATA","AMPHIBIA","GYMNOPHIONA","INDOTYPHLIDAE",271552992,2025-05-21,"EN","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"104","2143.13",NA,"1",2,10,1,6,120,155,120,NA
"Seychelles Caecilian","Hypogeophis sechellensis","CHORDATA","AMPHIBIA","GYMNOPHIONA","INDOTYPHLIDAE",271553107,2025-05-21,"EN","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"64","1151.54",NA,"1",2,10,1,6,120,155,120,NA
"Sharp-nosed Caecilian","Hypogeophis rostratus","CHORDATA","AMPHIBIA","GYMNOPHIONA","INDOTYPHLIDAE",271553489,2025-05-21,"EN","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"184","2942.87",NA,"1",2,10,1,6,120,155,120,NA
"Vesey-Fitzgerald's Burrowing Skink","Janetaescincus veseyfitzgeraldi","CHORDATA","REPTILIA","SQUAMATA","SCINCIDAE",271868169,2025-01-24,"EN","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,"268","2930",NA,"7",2,10,2,3,120,155,60,NA
"Ikzora Blan","Ixora pudica","TRACHEOPHYTA","MAGNOLIOPSIDA","GENTIANALES","RUBIACEAE",283273811,2025-06-19,"VU","3.1","B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v); C2a(i); D1","B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v); C2a(i); D1","Extant","Native",1,"Decreasing","Yes","Yes",NA,"Yes","Yes","Yes",NA,"96","1087","550-700","8",1,10,2,6,120,155,60,NA
NA,"Lionneta mahensis","ARTHROPODA","ARACHNIDA","ARANEAE","OONOPIDAE",2442905,2012-12-01,"EN","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown","Unknown","Yes",NA,NA,NA,NA,"Yes","15","300",NA,"2",2,10,1,5,100,181,100,NA
NA,"Lionneta orophila","ARTHROPODA","ARACHNIDA","ARANEAE","OONOPIDAE",2442912,2012-12-01,"EN","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown","Unknown","Yes",NA,NA,NA,NA,"Yes","50","600",NA,"2",2,10,1,5,100,181,100,NA
NA,"Lionneta savyi","ARTHROPODA","ARACHNIDA","ARANEAE","OONOPIDAE",2442926,2012-12-01,"EN","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,"Yes","50","300",NA,"2",2,10,1,5,100,181,100,NA
NA,"Patri david","ARTHROPODA","ARACHNIDA","ARANEAE","OONOPIDAE",2443003,2012-12-01,"EN","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown","Unknown","Yes",NA,NA,NA,NA,"Yes","50","300",NA,"2",2,10,1,5,100,181,100,NA
NA,"Cenemus mikehilli","ARTHROPODA","ARACHNIDA","ARANEAE","PHOLCIDAE",2443073,2012-12-01,"EN","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,"Yes","20","100",NA,"2",2,10,1,5,100,181,100,NA
NA,"Nanume naneum","ARTHROPODA","ARACHNIDA","ARANEAE","THERIDIIDAE",2458777,2012-11-01,"EN","3.1","B2ab(iii)","B2ab(iii)","Extant","Native",1,"Unknown","Unknown","Yes",NA,NA,NA,NA,"Yes","50","8000",NA,"2",2,10,1,5,100,181,100,NA
NA,"Phycosoma menustya","ARTHROPODA","ARACHNIDA","ARANEAE","THERIDIIDAE",2458784,2012-11-01,"EN","3.1","B2ab(iii)","B2ab(iii)","Extant","Native",1,"Unknown","Unknown","Yes",NA,NA,NA,NA,"Yes","50","8000",NA,"2",2,10,1,5,100,181,100,NA
NA,"Robertia braueri","ARTHROPODA","ARACHNIDA","ARANEAE","THERIDIIDAE",2458812,2012-11-01,"EN","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown","Unknown","Yes",NA,NA,NA,NA,"Yes","50","300",NA,"2",2,10,1,5,100,181,100,NA
NA,"Firmicus insularis","ARTHROPODA","ARACHNIDA","ARANEAE","THOMISIDAE",2458889,2012-11-01,"EN","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown","Unknown","Yes",NA,NA,NA,NA,"Yes","50","800",NA,"2",2,10,1,5,100,181,100,NA
NA,"Compsaditha seychellensis","ARTHROPODA","ARACHNIDA","PSEUDOSCORPIONES","TRIDENCHTHONIIDAE",2458917,2012-12-01,"EN","3.1","B2ab(iii)","B2ab(iii)","Extant","Native",1,"Unknown","Unknown","Yes",NA,NA,NA,NA,"Unknown","100","6000",NA,"2",2,10,1,5,100,181,100,NA
NA,"Ideoblothrus seychellesensis","ARTHROPODA","ARACHNIDA","PSEUDOSCORPIONES","SYARINIDAE",2458924,2012-12-01,"EN","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown","Unknown","Yes",NA,NA,NA,NA,"Unknown","10","500",NA,"2",2,10,1,5,100,181,100,NA
NA,"Seychellesia patellifera","ARTHROPODA","INSECTA","ORTHOPTERA","GRYLLIDAE",2594723,2007-10-27,"EN","3.1","B1ab(i,ii,iii)+2ab(i,ii,iii)","B1ab(i,ii,iii)+2ab(i,ii,iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,"Yes","Yes",NA,NA,"170","300",NA,"2",2,10,1,5,100,181,100,NA
"Gerlach's cockroach","Nocticola gerlachi","ARTHROPODA","INSECTA","BLATTODEA","NOCTICOLIDAE",2595807,2007-10-27,"EN","3.1","B1ab(i,ii)+2ab(i,ii)","B1ab(i,ii)+2ab(i,ii)","Extant","Native",1,"Unknown",NA,NA,NA,"Yes","Yes",NA,"Yes","10","800",NA,"2",2,10,1,5,100,181,100,NA
NA,"Ectatoderus aldabrae","ARTHROPODA","INSECTA","ORTHOPTERA","MOGOPLISTIDAE",2596028,2007-10-27,"EN","3.1","B1ab(i,ii)+2ab(i,ii)","B1ab(i,ii)+2ab(i,ii)","Extant","Native",1,"Unknown",NA,NA,NA,"Yes","Yes",NA,NA,"250","1500",NA,"2",2,10,1,5,100,181,100,NA
NA,"Phaeogryllus fuscus","ARTHROPODA","INSECTA","ORTHOPTERA","GRYLLIDAE",2596266,2007-10-27,"EN","3.1","B1ab(i,ii,iii)+2ab(i,ii,iii)","B1ab(i,ii,iii)+2ab(i,ii,iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,"Yes","Yes",NA,NA,"86","300",NA,"2",2,10,1,5,100,181,100,NA
NA,"Amphinotus pupulus","ARTHROPODA","INSECTA","ORTHOPTERA","TETRIGIDAE",2597211,2007-10-27,"EN","3.1","B1ab(i,ii,iii)+2ab(i,ii,iii)","B1ab(i,ii,iii)+2ab(i,ii,iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,"Yes","Yes",NA,NA,"10","300",NA,"2",2,10,1,5,100,181,100,NA
NA,"Ornebius stenus","ARTHROPODA","INSECTA","ORTHOPTERA","MOGOPLISTIDAE",2597482,2007-10-27,"EN","3.1","B1ab(i,ii)+2ab(i,ii)","B1ab(i,ii)+2ab(i,ii)","Extant","Native",1,"Unknown",NA,NA,"No","Yes","Yes",NA,NA,"15","500",NA,"2",2,10,1,5,100,181,100,NA
NA,"Amphinotus nymphula","ARTHROPODA","INSECTA","ORTHOPTERA","TETRIGIDAE",2597845,2007-10-27,"EN","3.1","B1ab(i,ii,iii)+2ab(i,ii,iii)","B1ab(i,ii,iii)+2ab(i,ii,iii)","Extant","Native",1,"Unknown",NA,"Yes","Unknown","Yes","Yes",NA,NA,"10","300",NA,"2",2,10,1,5,100,181,100,NA
NA,"Ectatoderus squamiger","ARTHROPODA","INSECTA","ORTHOPTERA","MOGOPLISTIDAE",2599718,2007-10-27,"EN","3.1","B1ab(i,ii)+2ab(i,ii)","B1ab(i,ii)+2ab(i,ii)","Extant","Native",1,"Unknown",NA,NA,NA,"Yes","Yes",NA,NA,"200","1500",NA,"2",2,10,1,5,100,181,100,NA
"Seychelles Palm Cricket","Metioche bolivari","ARTHROPODA","INSECTA","ORTHOPTERA","TRIGONIDIIDAE",2599837,2007-10-27,"EN","3.1","B1ab(i,ii,iii)+2ab(i,ii,iii)","B1ab(i,ii,iii)+2ab(i,ii,iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,"Yes","Yes",NA,NA,"20","300",NA,"2",2,10,1,5,100,181,100,NA
NA,"Zarceus major","ARTHROPODA","INSECTA","ORTHOPTERA","TRIGONIDIIDAE",2600488,2007-10-27,"EN","3.1","B1ab(i,ii,iii)+2ab(i,ii,iii)","B1ab(i,ii,iii)+2ab(i,ii,iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,"Yes","Yes",NA,NA,"180","800",NA,"2",2,10,1,5,100,181,100,NA
NA,"Pternoscirtus aldabrae","ARTHROPODA","INSECTA","ORTHOPTERA","ACRIDIDAE",2600609,2007-10-27,"EN","3.1","B1ab(i,ii,iii)+2ab(i,ii,iii)","B1ab(i,ii,iii)+2ab(i,ii,iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,"Yes","Yes",NA,"Yes","167","2000",NA,"2",2,10,1,5,100,181,100,NA
NA,"Orthoxiphus nigrifrons","ARTHROPODA","INSECTA","ORTHOPTERA","GRYLLIDAE",2601620,2007-10-27,"EN","3.1","B1ab(i,ii,iii)+2ab(i,ii,iii)","B1ab(i,ii,iii)+2ab(i,ii,iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,"Yes","Yes",NA,NA,"173","300",NA,"2",2,10,1,5,100,181,100,NA
NA,"Scottiola salticiformis","ARTHROPODA","INSECTA","ORTHOPTERA","TRIGONIDIIDAE",2601909,2007-10-27,"EN","3.1","B1ab(i,ii,iii)+2ab(i,ii,iii)","B1ab(i,ii,iii)+2ab(i,ii,iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,"Yes","Yes",NA,NA,"172","300",NA,"2",2,10,1,5,100,181,100,NA
NA,"Miriamrothschildia mahensis","ARTHROPODA","INSECTA","BLATTODEA","BLATTELLIDAE",2602294,2007-10-25,"EN","3.1","B1ab(i,ii)+2ab(i,ii)","B1ab(i,ii)+2ab(i,ii)","Possibly Extinct","Native",1,"Unknown",NA,NA,NA,"Yes","Yes",NA,"No","42","300",NA,"2",2,10,1,5,100,181,100,NA
"Brauer's giant mite","Sternothyrus braueri","ARTHROPODA","ARACHNIDA","HOLOTHYROIDAE","HOLOTHYRIDAE",2706730,2012-12-01,"EN","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown","Unknown","Yes","No","No","No",NA,"Yes","50","300",NA,"2",2,10,1,5,100,181,100,NA
NA,"Spiromanes braueri","ARTHROPODA","DIPLOPODA","SPIROBOLIDA","PACHYBOLIDAE",2706800,2012-11-01,"EN","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown","Unknown","Yes",NA,NA,NA,NA,"Yes","20","300",NA,"2",2,10,1,5,100,181,100,NA
"Bwa Dir Blan","Canthium carinatum","TRACHEOPHYTA","MAGNOLIOPSIDA","GENTIANALES","RUBIACEAE",8649419,2007-02-01,"VU","3.1","A2ac; D2","A2ac; D2","Extant","Native",1,"Stable",NA,NA,NA,NA,NA,NA,NA,"109","109","2000-2500","4",1,10,2,5,100,181,50,NA
NA,"Elaphoglossum hornei","TRACHEOPHYTA","POLYPODIOPSIDA","POLYPODIALES","DRYOPTERIDACEAE",9115012,2007-09-21,"EN","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown",NA,NA,NA,NA,NA,NA,NA,"20","1000",NA,"2",2,10,1,5,100,181,100,NA
"Seychelles long-legged centipede","Seychellonema gerlachi","ARTHROPODA","CHILOPODA","SCUTIGEROMORPHA","SCUTIGERIDAE",15280805,2012-12-01,"EN","3.1","B1ab(iii)c(iv)+2ab(iii)c(iv)","B1ab(iii)c(iv)+2ab(iii)c(iv)","Extant","Native",1,"Unknown","Unknown","Yes",NA,NA,NA,NA,"Yes","15","300",NA,"2",2,10,1,5,100,181,100,NA
NA,"Biantes albimanus","ARTHROPODA","ARACHNIDA","OPILIONES","BIANTIDAE",21512957,2012-12-01,"EN","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown","Unknown","Yes",NA,NA,NA,NA,"Yes","10","500",NA,"2",2,10,1,5,100,181,100,NA
NA,"Biantes minimus","ARTHROPODA","ARACHNIDA","OPILIONES","BIANTIDAE",21513475,2012-12-01,"EN","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown","Unknown","Yes",NA,NA,NA,NA,"No","80","100",NA,"2",2,10,1,5,100,181,100,NA
NA,"Mitraceras pulchra","ARTHROPODA","ARACHNIDA","OPILIONES","SAMOIDAE",21579811,2012-12-01,"EN","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown","Unknown","Yes",NA,NA,NA,NA,"Yes","10","300",NA,"2",2,10,1,5,100,181,100,NA
NA,"Samoa sechellana","ARTHROPODA","ARACHNIDA","OPILIONES","SAMOIDAE",21579856,2012-12-01,"EN","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown","Unknown","Yes",NA,NA,NA,NA,"Yes","10","500",NA,"2",2,10,1,5,100,181,100,NA
NA,"Nesowithius seychellesensis","ARTHROPODA","ARACHNIDA","PSEUDOSCORPIONES","WITHIIDAE",2458980,2012-12-01,"VU","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown","Unknown","Yes",NA,NA,NA,NA,"Unknown","38","38",NA,"1-15",1,10,1,9,90,215,90,NA
NA,"Pachnodus praslinus","MOLLUSCA","GASTROPODA","STYLOMMATOPHORA","CERASTIDAE",6451541,2006-01-11,"VU","3.1","B1ab(iii)+2ab(iii); D2","B1ab(iii)+2ab(iii); D2","Extant","Native",1,"Stable","No","Yes","No","No","No","No","Yes","7","7","7000","6",1,10,1,9,90,215,90,NA
NA,"Pachnodus lionneti","MOLLUSCA","GASTROPODA","STYLOMMATOPHORA","CERASTIDAE",6453790,2006-01-11,"VU","3.1","B1ab(iii)+2ab(iii); D2","B1ab(iii)+2ab(iii); D2","Extant","Native",1,"Stable","No","Yes","No","No","No",NA,"Yes","17","17","89700","10",1,10,1,9,90,215,90,NA
NA,"Priodiscus serratus","MOLLUSCA","GASTROPODA","STYLOMMATOPHORA","STREPTAXIDAE",6460392,2006-01-11,"VU","3.1","B1ab(iii)+2ab(iii); D2","B1ab(iii)+2ab(iii); D2","Extant","Native",1,"Stable","No","Yes","No","No","No",NA,"Yes","14","14","1000000","10",1,10,1,9,90,215,90,NA
NA,"Priodiscus costatus","MOLLUSCA","GASTROPODA","STYLOMMATOPHORA","STREPTAXIDAE",6460575,2006-01-11,"VU","3.1","B1ab(iii)+2ab(iii); D2","B1ab(iii)+2ab(iii); D2","Extant","Native",1,"Stable","No","Yes","No","No","No",NA,"Yes","8","600","8000","10",1,10,1,9,90,215,90,NA
NA,"Silhouettia silhouettae","MOLLUSCA","GASTROPODA","STYLOMMATOPHORA","STREPTAXIDAE",6460773,2006-01-11,"VU","3.1","B1ab(iii)+2ab(iii); D2","B1ab(iii)+2ab(iii); D2","Extant","Native",1,"Stable","No","Yes","No","No","No",NA,"Yes","18","18","1700000","10",1,10,1,9,90,215,90,NA
NA,"Nesokaliella subturritula","MOLLUSCA","GASTROPODA","STYLOMMATOPHORA","GASTRODONTIDAE",6461341,2006-01-11,"VU","3.1","B1ab(iii)+2ab(iii); D2","B1ab(iii)+2ab(iii); D2","Extant","Native",1,"Stable","No","Yes","No","No","No",NA,"Yes","8","8","8000","10",1,10,1,9,90,215,90,NA
NA,"Nesokaliella intermedia","MOLLUSCA","GASTROPODA","STYLOMMATOPHORA","GASTRODONTIDAE",6461549,2006-01-11,"VU","3.1","B1ab(iii)+2ab(iii); D2","B1ab(iii)+2ab(iii); D2","Extant","Native",1,"Stable","No","Yes","No","No","No",NA,"Yes","3","3","44000","10",1,10,1,9,90,215,90,NA
NA,"Nesokaliella minuta","MOLLUSCA","GASTROPODA","STYLOMMATOPHORA","GASTRODONTIDAE",6461745,2006-01-11,"VU","3.1","B1ab(iii)+2ab(iii); D2","B1ab(iii)+2ab(iii); D2","Extant","Native",1,"Stable","No","Yes","No","No","No",NA,"Yes","5","5","500000","10",1,10,1,9,90,215,90,NA
"Bwa kafoul trwa fey","Allophylus sechellensis","TRACHEOPHYTA","MAGNOLIOPSIDA","SAPINDALES","SAPINDACEAE",8644727,2007-02-01,"VU","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown",NA,NA,NA,NA,NA,NA,NA,"80-100","80-100",NA,"6-10",1,10,1,9,90,215,90,NA
NA,"Sason sechellanum","ARTHROPODA","ARACHNIDA","ARANEAE","BARYCHELIDAE",2442709,2012-11-01,"EN","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,"No","No",NA,NA,"50","600",NA,"3",2,10,1,4,80,225,80,NA
NA,"Clubiona mahensis","ARTHROPODA","ARACHNIDA","ARANEAE","CLUBIONIDAE",2442772,2012-12-01,"EN","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown",NA,"Yes","No","No","No","No","Yes","20","400",NA,"3",2,10,1,4,80,225,80,NA
NA,"Clubiona nigrimaculosa","ARTHROPODA","ARACHNIDA","ARANEAE","CLUBIONIDAE",2442779,2012-12-01,"EN","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown","Unknown","Yes","No","No","No","No","Yes","25","500",NA,"3",2,10,1,4,80,225,80,NA
NA,"Gamasomorpha mornensis","ARTHROPODA","ARACHNIDA","ARANEAE","OONOPIDAE",2442877,2012-12-01,"EN","3.1","B2ab(iii)","B2ab(iii)","Extant","Native",1,"Unknown","Unknown","Yes",NA,NA,NA,NA,"No","100","6000",NA,"5",2,10,1,4,80,225,80,NA
NA,"Lionneta praslinensis","ARTHROPODA","ARACHNIDA","ARANEAE","OONOPIDAE",2442919,2012-12-01,"EN","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown","Unknown","Yes",NA,NA,NA,NA,"No","50","600",NA,"3",2,10,1,4,80,225,80,NA
