"","CommonName_English","ScientificName","Phylum","Class","Order","Family","assessment_id","assessment_date","red_list_category_code","red_list_category_version","criteria_Listed","criteria_V3.1","NumberOfCountriesExtant","PopulationTrend","ContDec_Population","ContDec_Area","ContDec_Location","ContDec_EOO","ContDec_AOO","ContDec_Subpopulation","AreaRestricted","AOO","EOO","PopulationSize","LocationNumber","Risk","Endemic","Decline","Restriction","Priority1_PS","Priority1_Rank","Priority2_PS","Priority2_Rank"
"463","Uluguru Slender Grasshopper","Acanthoxia aculeus","ARTHROPODA","INSECTA","ORTHOPTERA","ACRIDIDAE",19680830,2012-09-18,"EN","3.1","B1ab(iii)","B1ab(iii)",1,"Unknown","Unknown","Yes","Unknown","Unknown","Unknown",NA,"Yes",NA,"125",NA,"2",2,10,1,7,140,447,140,NA
"464","Nguru Forest Edge Grasshopper","Afrophlaeoba nguru","ARTHROPODA","INSECTA","ORTHOPTERA","ACRIDIDAE",19680865,2012-12-14,"EN","3.1","B1ab(iii)","B1ab(iii)",1,"Unknown",NA,"Yes","Unknown","Unknown","Unknown",NA,"Yes",NA,"150",NA,"2",2,10,1,7,140,447,140,NA
"465","Uvinza Grasshopper","Hadrolecocatantops uvinza","ARTHROPODA","INSECTA","ORTHOPTERA","ACRIDIDAE",19680975,2013-10-21,"EN","3.1","B1ab(iii)","B1ab(iii)",1,"Unknown",NA,"Yes","Unknown","Unknown","Unknown",NA,"Yes",NA,"2650",NA,"2",2,10,1,7,140,447,140,NA
"466","Jipe Tilapia","Oreochromis jipe","CHORDATA","ACTINOPTERYGII","CICHLIFORMES","CICHLIDAE",47204252,2022-06-23,"EN","3.1","B1ab(i,ii,iii)","B1ab(i,ii,iii)",2,"Decreasing","Unknown","Yes",NA,"Yes","Yes",NA,"Yes","3392","3829",NA,"1",2,5,2,7,140,447,70,NA
"467",NA,"Euphorbia pseudonudicaule","TRACHEOPHYTA","MAGNOLIOPSIDA","MALPIGHIALES","EUPHORBIACEAE",47348621,2013-03-22,"EN","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)",1,"Unknown",NA,"Yes",NA,NA,NA,NA,"Yes","19.9","0-5000",NA,"2",2,10,1,7,140,447,140,NA
"468",NA,"Anisosepalum lewallei","TRACHEOPHYTA","MAGNOLIOPSIDA","LAMIALES","ACANTHACEAE",48154145,2014-01-06,"EN","3.1","B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)","B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)",2,"Decreasing",NA,"Yes","Yes","Yes","Yes",NA,"Yes","49.928","388.698",NA,"2",2,5,2,7,140,447,70,NA
"469",NA,"Barleria aristata","TRACHEOPHYTA","MAGNOLIOPSIDA","LAMIALES","ACANTHACEAE",48154225,2014-01-06,"EN","3.1","B2ab(iii)","B2ab(iii)",1,"Unknown",NA,"Yes","Unknown","Unknown","Unknown",NA,"Yes","149.784","10269.5",NA,"5",2,10,1,7,140,447,140,NA
"470",NA,"Barleria lukei","TRACHEOPHYTA","MAGNOLIOPSIDA","LAMIALES","ACANTHACEAE",48154281,2014-01-06,"EN","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)",2,"Decreasing",NA,"Yes","Unknown","Unknown","Unknown",NA,"Yes","79.8848","2470.2",NA,"5",2,5,2,7,140,447,70,NA
"471",NA,"Barleria penelopeana","TRACHEOPHYTA","MAGNOLIOPSIDA","LAMIALES","ACANTHACEAE",48154325,2014-01-07,"EN","3.1","B2ab(iii)","B2ab(iii)",1,"Unknown",NA,"Yes","Unknown","Unknown","Unknown",NA,"Yes","49.928","8144.41",NA,"5",2,10,1,7,140,447,140,NA
"472",NA,"Blepharis ilicifolia","TRACHEOPHYTA","MAGNOLIOPSIDA","LAMIALES","ACANTHACEAE",48154409,2014-01-07,"EN","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)",1,"Unknown",NA,"Yes","Unknown","Unknown","Unknown",NA,"Yes","29.9568","175.457",NA,"3",2,10,1,7,140,447,140,NA
