"","CommonName_English","ScientificName","Phylum","Class","Order","Family","assessment_id","assessment_date","red_list_category_code","red_list_category_version","criteria_Listed","criteria_V3.1","focalCountryPresence","focalCountryOrigin","NumberOfCountriesExtant","PopulationTrend","ContDec_Population","ContDec_Area","ContDec_Location","ContDec_EOO","ContDec_AOO","ContDec_Subpopulation","AreaRestricted","AOO","EOO","PopulationSize","LocationNumber","Risk","Endemic","Decline","Restriction","Priority1_PS","Priority1_Rank","Priority2_PS","Priority2_Rank"
"40",NA,"Conophytum buysianum","TRACHEOPHYTA","MAGNOLIOPSIDA","CARYOPHYLLALES","AIZOACEAE",202872542,2021-11-16,"CR","3.1","A3d","A3d","Extant","Native",1,"Unknown","Unknown","Yes",NA,NA,NA,NA,"Yes","24","61","2500-6000","2",4,10,10,9,3600,5,400,NA
"41",NA,"Conophytum bolusiae","TRACHEOPHYTA","MAGNOLIOPSIDA","CARYOPHYLLALES","AIZOACEAE",202872547,2021-11-16,"CR","3.1","A4cd","A4cd","Extant","Native",1,"Decreasing","Yes","Yes","No",NA,NA,NA,"Yes","32","62","22000-35000","2",4,10,10,9,3600,5,400,NA
"42",NA,"Conophytum concavum","TRACHEOPHYTA","MAGNOLIOPSIDA","CARYOPHYLLALES","AIZOACEAE",203338550,2021-11-17,"CR","3.1","A4d; B1ab(v)","A4d; B1ab(v)","Extant","Native",1,"Decreasing","Yes","No","No",NA,NA,"No","Yes","44","67","300-2500","1",4,10,10,9,3600,5,400,NA
"43","Blyde River Cycad","Encephalartos cupidus","TRACHEOPHYTA","CYCADOPSIDA","CYCADALES","ZAMIACEAE",243425210,2020-05-07,"CR","3.1","A2acd+4acd; B1ab(ii,iii,v); C1+2a(i,ii)","A2acd+4acd; B1ab(ii,iii,v); C1+2a(i,ii)","Extant","Native",1,"Decreasing","Yes","Yes",NA,NA,"Yes",NA,"Yes","36","20","50","1",4,10,10,9,3600,5,400,NA
"44",NA,"Astridia citrina","TRACHEOPHYTA","MAGNOLIOPSIDA","CARYOPHYLLALES","AIZOACEAE",244571450,2022-09-15,"CR","3.1","A2ace+4ace; B1ab(i,ii,iii,iv,v)","A2ace+4ace; B1ab(i,ii,iii,iv,v)","Extant","Native",1,"Decreasing","Yes","Yes","No","Yes","Yes","Yes","Yes","24","24",NA,"1",4,10,10,9,3600,5,400,NA
"45",NA,"Astridia vanheerdei","TRACHEOPHYTA","MAGNOLIOPSIDA","CARYOPHYLLALES","AIZOACEAE",255770666,2022-06-03,"CR","3.1","A4ace","A4ace","Extant","Native",1,"Decreasing","Yes","Yes",NA,NA,NA,"No","Yes","12","25","10000-13000","2",4,10,10,9,3600,5,400,NA
"46",NA,"Anacampseros perplexa","TRACHEOPHYTA","MAGNOLIOPSIDA","CARYOPHYLLALES","ANACAMPSEROTACEAE",255770676,2022-08-09,"CR","3.1","A2ae+4ace; B1ab(ii,iii,v)+2ab(ii,iii,v)","A2ae+4ace; B1ab(ii,iii,v)+2ab(ii,iii,v)","Extant","Native",1,"Decreasing","Yes","Yes",NA,NA,"Yes","No","Yes","4","4",NA,"1",4,10,10,9,3600,5,400,NA
"47",NA,"Cheiridopsis verrucosa","TRACHEOPHYTA","MAGNOLIOPSIDA","CARYOPHYLLALES","AIZOACEAE",255773143,2024-09-05,"CR","3.1","A2acde+3bce+4ace; B1ab(iii,iv,v)","A2acde+3bce+4ace; B1ab(iii,iv,v)","Extant","Native",1,"Decreasing","Yes","Yes",NA,NA,NA,"Yes","Yes","36","38",NA,"1-2",4,10,10,9,3600,5,400,NA
"48",NA,"Macledium pretoriense","TRACHEOPHYTA","MAGNOLIOPSIDA","ASTERALES","ASTERACEAE",10252624,2003-04-30,"CR","3.1","B1ab(iii,iv,v)+2ab(iii,iv,v); C1+2a(i,ii); D","B1ab(iii,iv,v)+2ab(iii,iv,v); C1+2a(i,ii); D","Possibly Extinct","Native",1,"Decreasing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,10,8,10,3200,48,400,NA
"49","Venda Cycad","Encephalartos hirsutus","TRACHEOPHYTA","CYCADOPSIDA","CYCADALES","ZAMIACEAE",51056445,2020-04-24,"CR","3.1","A2ad; B2ab(v); C1+2a(i,ii); D","A2ad; B2ab(v); C1+2a(i,ii); D","Possibly Extinct","Native",1,"Decreasing","Yes",NA,NA,NA,NA,NA,"Yes","0",NA,"0-10","0",4,10,8,10,3200,48,400,NA
"50","Brenton Blue","Orachrysops niobe","ARTHROPODA","INSECTA","LEPIDOPTERA","LYCAENIDAE",168307396,2018-02-20,"CR","3.1","A2ac; B1ab(iii,v)+2ab(iii,v); C1+2a(i,ii); D","A2ac; B1ab(iii,v)+2ab(iii,v); C1+2a(i,ii); D","Extant","Native",1,"Decreasing","Yes","Yes",NA,NA,NA,NA,NA,"4","4","1-49","1",4,10,8,10,3200,48,400,NA
"51","Kraaifontein Spiderhead","Serruria furcellata","TRACHEOPHYTA","MAGNOLIOPSIDA","PROTEALES","PROTEACEAE",185558823,2020-06-04,"CR","3.1","A2ac; B1ab(iii)+2ab(iii); C1+2a(i,ii); D","A2ac; B1ab(iii)+2ab(iii); C1+2a(i,ii); D","Extant","Native",1,"Decreasing","Yes","Yes",NA,NA,NA,NA,"Yes","4","4","1-3","1",4,10,8,10,3200,48,400,NA
