"CommonName_English","ScientificName","Phylum","Class","Order","Family","assessment_id","assessment_date","red_list_category_code","red_list_category_version","criteria_Listed","criteria_V3.1","focalCountryPresence","focalCountryOrigin","NumberOfCountriesExtant","PopulationTrend","ContDec_Population","ContDec_Area","ContDec_Location","ContDec_EOO","ContDec_AOO","ContDec_Subpopulation","AreaRestricted","AOO","EOO","PopulationSize","LocationNumber","Risk","Endemic","Decline","Restriction","Priority1_PS","Priority1_Rank","Priority2_PS","Priority2_Rank"
NA,"Storckiella vitiensis","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE",99516585,"2023-09-04","VU",3.1,"D1","D1","Extant","Native",1,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,"250-1000",NA,1,10,0.5,6,30,255,60,NA
NA,"Excoecaria acuminata","TRACHEOPHYTA","MAGNOLIOPSIDA","MALPIGHIALES","EUPHORBIACEAE",99752087,"2016-07-27","VU",3.1,"B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"24","6490",NA,"6",1,10,1,3,30,255,30,NA
NA,"Papilio natewa","ARTHROPODA","INSECTA","LEPIDOPTERA","PAPILIONIDAE",151579117,"2019-05-29","VU",3.1,"B1ab(iii)","B1ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,NA,"100-800",NA,"5-10",1,10,1,3,30,255,30,NA
NA,"Cryptocarya turrilliana","TRACHEOPHYTA","MAGNOLIOPSIDA","LAURALES","LAURACEAE",170055732,"2023-09-22","VU",3.1,"B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"24","2697",NA,"6",1,10,1,3,30,255,30,NA
NA,"Omphalotropis longula","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","ASSIMINEIDAE",176820987,"2011-08-18","VU",3.1,"B2ab(ii,iii)","B2ab(ii,iii)","Extant","Native",1,"Unknown",NA,"Yes","No","No","Yes",NA,"No","73",NA,NA,"6",1,10,1,3,30,255,30,NA
NA,"Hemicordulia tuiwawai","ARTHROPODA","INSECTA","ODONATA","CORDULIIDAE",177959164,"2020-08-27","VU",3.1,"D2","D2","Extant","Native",1,"Unknown",NA,NA,NA,NA,NA,NA,"Yes",NA,"283",NA,"1",1,10,0.5,6,30,255,60,NA
"Bouchet's Punk-rock Snail","Alviniconcha boucheti","MOLLUSCA","GASTROPODA","HYPSOGASTROPODA","PROVANNIDAE",145380584,"2019-04-10","EN",3.1,"B2ab(iii)","B2ab(iii)","Extant","Native",3,"Unknown",NA,"Yes",NA,NA,NA,NA,"Yes","20","295717.761",NA,"3",2,3.33333333333333,1,4,26.6666666666667,270,26.6666666666667,NA
"Kojima's Punk-rock Snail","Alviniconcha kojimai","MOLLUSCA","GASTROPODA","HYPSOGASTROPODA","PROVANNIDAE",145380589,"2019-04-10","EN",3.1,"B2ab(iii)","B2ab(iii)","Extant","Native",3,"Unknown",NA,"Yes",NA,NA,NA,NA,"Yes","20","363411.728",NA,"4",2,3.33333333333333,1,4,26.6666666666667,270,26.6666666666667,NA
"Warty-foot Snail","Ifremeria nautilei","MOLLUSCA","GASTROPODA","HYPSOGASTROPODA","PROVANNIDAE",145380604,"2019-04-10","EN",3.1,"B2ab(iii)","B2ab(iii)","Extant","Native",3,"Unknown",NA,"Yes",NA,NA,NA,NA,"Yes","32","432503.356",NA,"4",2,3.33333333333333,1,4,26.6666666666667,270,26.6666666666667,NA
NA,"Microcharopa mimula","MOLLUSCA","GASTROPODA","STYLOMMATOPHORA","CHAROPIDAE",2386064,"2011-08-22","VU",3.1,"B2ab(ii,iii)","B2ab(ii,iii)","Extant","Native",1,"Unknown",NA,"Yes","No","No","Yes",NA,"No","1420","45187-200000",NA,"7",1,10,1,2,20,273,20,NA
NA,"Palaina subregularis","MOLLUSCA","GASTROPODA","ARCHITAENIOGLOSSA","DIPLOMMATINIDAE",2388162,"2011-07-29","VU",3.1,"B1ab(ii,iii)","B1ab(ii,iii)","Extant","Native",1,"Unknown",NA,"Yes","No","No","Yes",NA,"No","3958","5336",NA,"10",1,10,1,2,20,273,20,NA
"Viti Forest Gecko","Lepidodactylus manni","CHORDATA","REPTILIA","SQUAMATA","GEKKONIDAE",2462315,"2011-09-13","VU",3.1,"B1ab(iii)","B1ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,NA,"10900",NA,"9",1,10,1,2,20,273,20,NA
NA,"Cyphosperma trichospadix","TRACHEOPHYTA","LILIOPSIDA","ARECALES","ARECACEAE",2870090,"2017-03-21","VU",3.1,"D2","D2","Extant","Native",1,"Unknown",NA,NA,NA,NA,NA,NA,"Yes",NA,"267",NA,"2-3",1,10,0.5,4,20,273,40,NA
NA,"Cyrtandra coleoides","TRACHEOPHYTA","MAGNOLIOPSIDA","LAMIALES","GESNERIACEAE",99515193,"2023-09-04","VU",3.1,"B2ab(iii)","B2ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"500-2000",NA,NA,"6",1,10,1,2,20,273,20,NA
"Fijian Kauri Pine","Agathis macrophylla","TRACHEOPHYTA","PINOPSIDA","PINALES","ARAUCARIACEAE",99515615,"2022-05-01","VU",3.1,"B2ab(ii,iii,v)","B2ab(ii,iii,v)","Extant","Native",3,"Unknown","Yes","Yes","No","No","Yes","Unknown","No","136-500","811728",NA,"6-10",1,3.33333333333333,2,3,20,273,10,NA
NA,"Hedstromia latifolia","TRACHEOPHYTA","MAGNOLIOPSIDA","GENTIANALES","RUBIACEAE",158600361,"2023-09-04","VU",3.1,"B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"500-2000","5000-20000",NA,"6",1,10,1,2,20,273,20,NA
NA,"Ixora nandarivatensis","TRACHEOPHYTA","MAGNOLIOPSIDA","GENTIANALES","RUBIACEAE",158600381,"2023-09-04","VU",3.1,"B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"500-2000","5000-20000",NA,"7",1,10,1,2,20,273,20,NA
NA,"Lagivala vivus","MOLLUSCA","GASTROPODA","STYLOMMATOPHORA","CHAROPIDAE",176534683,"2011-07-24","VU",3.1,"B1ab(ii,iii)","B1ab(ii,iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,"No","Yes",NA,"No","3958","5800",NA,"6",1,10,1,2,20,273,20,NA
NA,"Ixora calcicola","TRACHEOPHYTA","MAGNOLIOPSIDA","GENTIANALES","RUBIACEAE",197649201,"2021-07-16","EN",3.1,"B2ab(iii)","B2ab(iii)","Extant","Native",4,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"20-2000","136768",NA,"5",2,2.5,1,4,20,273,20,NA
NA,"Macaranga caesariata","TRACHEOPHYTA","MAGNOLIOPSIDA","MALPIGHIALES","EUPHORBIACEAE",241275268,"2023-09-04","VU",3.1,"B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"500-2000","5000-20000",NA,"6",1,10,1,2,20,273,20,NA
NA,"Psychotria macrocalyx","TRACHEOPHYTA","MAGNOLIOPSIDA","GENTIANALES","RUBIACEAE",241275758,"2023-09-04","VU",3.1,"B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"500-2000","5000-20000",NA,"6",1,10,1,2,20,273,20,NA
NA,"Melicope robusta","TRACHEOPHYTA","MAGNOLIOPSIDA","SAPINDALES","RUTACEAE",241276660,"2023-09-04","VU",3.1,"B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"500-2000","5000-20000",NA,"6",1,10,1,2,20,273,20,NA
"Polynesian Storm-petrel","Nesofregetta fuliginosa","CHORDATA","AVES","PROCELLARIIFORMES","OCEANITIDAE",132649758,"2018-08-07","EN",3.1,"C2a(i)","C2a(i)","Extant","Native",14,"Decreasing","Yes","No","Yes","Yes","Yes","Unknown","No","500","32000000","250-999","6-10",2,0.714285714285714,2,6,17.1428571428571,286,8.57142857142857,NA
"Globular Vent Top Snail","Bruceiella globulus","MOLLUSCA","GASTROPODA","TROCHIDA","SKENEIDAE",157703240,"2019-10-14","VU",3.1,"D2","D2","Extant","Native",2,"Unknown",NA,"Unknown",NA,NA,NA,NA,"Yes","12","19926.645",NA,"2",1,5,0.5,5,12.5,287,25,NA
"Diamante Punk-rock Snail","Bathymodiolus brevior","MOLLUSCA","BIVALVIA","MYTILIDA","MYTILIDAE",2686572,"2019-09-24","VU",3.1,"D2","D2","Extant","Native",2,"Unknown",NA,"Unknown",NA,NA,NA,NA,"Yes","16","133842.222",NA,"3",1,5,0.5,4,10,288,20,NA
NA,"Pritchardia thurstonii","TRACHEOPHYTA","LILIOPSIDA","ARECALES","ARECACEAE",2881612,"2017-03-21","VU",3.1,"D2","D2","Extant","Native",2,"Unknown",NA,NA,NA,NA,NA,NA,"Yes","16","38160",NA,"4",1,5,0.5,4,10,288,20,NA
"Silvia","Turrillia ferruginea","TRACHEOPHYTA","MAGNOLIOPSIDA","PROTEALES","PROTEACEAE",113309940,"2020-09-10","VU",3.1,"B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"24-2000","8264",NA,"5-10",1,10,1,1,10,288,10,NA
"Cancellate Cinderella Snai","Desbruyeresia cancellata","MOLLUSCA","GASTROPODA","HYPSOGASTROPODA","PROVANNIDAE",157715739,"2019-10-14","VU",3.1,"D2","D2","Extant","Native",2,"Unknown",NA,"Unknown",NA,NA,NA,NA,"Yes","16","133842.222",NA,"3",1,5,0.5,4,10,288,20,NA
NA,"Calycosia lageniformis","TRACHEOPHYTA","MAGNOLIOPSIDA","GENTIANALES","RUBIACEAE",158499959,"2023-09-04","VU",3.1,"B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"500-2000","5000-20000",NA,"6-10",1,10,1,1,10,288,10,NA
NA,"Croton heterotrichus","TRACHEOPHYTA","MAGNOLIOPSIDA","MALPIGHIALES","EUPHORBIACEAE",241274646,"2023-09-04","VU",3.1,"B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"500-2000","5000-20000",NA,"6-10",1,10,1,1,10,288,10,NA
NA,"Ixora arestantha","TRACHEOPHYTA","MAGNOLIOPSIDA","GENTIANALES","RUBIACEAE",241275189,"2023-09-04","VU",3.1,"B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"500-2000","5000-20000",NA,"6-10",1,10,1,1,10,288,10,NA
NA,"Meiogyne amygdalina","TRACHEOPHYTA","MAGNOLIOPSIDA","MAGNOLIALES","ANNONACEAE",241275298,"2023-09-04","VU",3.1,"B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"500-2000","5000-20000",NA,"6-10",1,10,1,1,10,288,10,NA
NA,"Psychotria pittosporifolia","TRACHEOPHYTA","MAGNOLIOPSIDA","GENTIANALES","RUBIACEAE",241275818,"2023-09-04","VU",3.1,"B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"500-2000","5000-20000",NA,"6-10",1,10,1,1,10,288,10,NA
"Spiny Cinderella Snail","Desbruyeresia spinosa","MOLLUSCA","GASTROPODA","HYPSOGASTROPODA","PROVANNIDAE",157715764,"2019-12-08","VU",3.1,"D2","D2","Extant","Native",3,"Unknown",NA,"Unknown",NA,NA,NA,NA,"Yes","16","1088193.793",NA,"4",1,3.33333333333333,0.5,4,6.66666666666667,297,13.3333333333333,NA
NA,"Eumachia carnea","TRACHEOPHYTA","MAGNOLIOPSIDA","GENTIANALES","RUBIACEAE",197649176,"2021-07-19","VU",3.1,"B2ab(iii)","B2ab(iii)","Extant","Native",3,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"20-2000","81291",NA,"6",1,3.33333333333333,1,2,6.66666666666667,297,6.66666666666667,NA
NA,"Psychotria leiophylla","TRACHEOPHYTA","MAGNOLIOPSIDA","GENTIANALES","RUBIACEAE",197649246,"2021-07-16","VU",3.1,"B2ab(iii)","B2ab(iii)","Extant","Native",3,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"28-2000","407000",NA,"7",1,3.33333333333333,1,2,6.66666666666667,297,6.66666666666667,NA
"Collared Petrel","Pterodroma brevipes","CHORDATA","AVES","PROCELLARIIFORMES","PROCELLARIIDAE",132617265,"2018-08-07","VU",3.1,"C2a(i);D1","C2a(i);D1","Extant","Native",21,"Decreasing","Yes","Unknown","Yes","Yes","Yes","Yes","No","140","35100000","670-6700",NA,1,0.476190476190476,2,6,5.71428571428571,300,2.85714285714286,NA
"Smooth Giant Clam","Tridacna derasa","MOLLUSCA","BIVALVIA","CARDIIDA","CARDIIDAE",119167048,"2024-05-23","EN",3.1,"A2acd","A2acd","Extant","Native",22,"Decreasing","Yes","Yes",NA,"Yes","Yes","Yes","No","932","1951511",NA,NA,2,0.454545454545455,3,1,2.72727272727273,301,2.72727272727273,NA
NA,"Geniostoma clavigerum","TRACHEOPHYTA","MAGNOLIOPSIDA","GENTIANALES","LOGANIACEAE",9627888,"1998-01-01","CR",2.3,"D","D","Extant","Native",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,10,0,10,0,NA,400,1
"Long-legged Thicketbird","Cincloramphus rufus","CHORDATA","AVES","PASSERIFORMES","LOCUSTELLIDAE",178598253,"2020-07-08","EN",3.1,"D","D","Extant","Native",1,"Stable","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","No",NA,"11000","50-249",NA,2,10,0,8,0,NA,160,2
NA,"Nesobasis recava","ARTHROPODA","INSECTA","ODONATA","COENAGRIONIDAE",83376791,"2016-05-30","VU",3.1,"D2","D2","Extant","Native",1,"Stable",NA,NA,NA,NA,NA,NA,"Yes","12","12",NA,"4",1,10,0,9,0,NA,90,3
"Lau Banded Iguana","Brachylophus fasciatus","CHORDATA","REPTILIA","SQUAMATA","IGUANIDAE",2791124,"2012-06-21","EN",3.1,"A2abce+4abce","A2abce+4abce","Extant","Native",2,"Decreasing","Yes","Yes","Yes","Yes","Yes","Yes","No",NA,NA,"8000-22000,12000",NA,2,5,6,0,0,NA,60,4
"Yasi","Santalum yasi","TRACHEOPHYTA","MAGNOLIOPSIDA","SANTALALES","SANTALACEAE",99550705,"2019-01-31","EN",3.1,"A2cd+3d+4cd","A2cd+3d+4cd","Extant","Native",2,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,6,0,0,NA,60,4
"Kauvula ni Vanua Levu","Endospermum robbieanum","TRACHEOPHYTA","MAGNOLIOPSIDA","MALPIGHIALES","EUPHORBIACEAE",99550710,"2017-01-17","VU",3.1,"D1","D1","Extant","Native",1,"Stable",NA,NA,NA,NA,NA,NA,NA,NA,"2524","999",NA,1,10,0,6,0,NA,60,4
"Rotuma Myzomela","Myzomela chermesina","CHORDATA","AVES","PASSERIFORMES","MELIPHAGIDAE",182414813,"2020-08-27","VU",3.1,"D2","D2","Extant","Native",1,"Stable","No","Unknown","No","Unknown","No","Unknown","Yes","100","100","10000-19999","1",1,10,0,6,0,NA,60,4
NA,"Pocillopora fungiformis","CNIDARIA","ANTHOZOA","SCLERACTINIA","POCILLOPORIDAE",165945595,"2023-10-27","EN",3.1,"A3ce","A3ce","Extant","Native",8,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.25,6,0,0,NA,15,8
NA,"Acropora spathulata","CNIDARIA","ANTHOZOA","SCLERACTINIA","ACROPORIDAE",165639490,"2023-04-27","EN",3.1,"A3ce","A3ce","Extant","Native",9,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.11111111111111,6,0,0,NA,13.3333333333333,9
NA,"Pocillopora capitata","CNIDARIA","ANTHOZOA","SCLERACTINIA","POCILLOPORIDAE",165648805,"2023-10-27","EN",3.1,"A3ce","A3ce","Extant","Native",10,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,6,0,0,NA,12,10
NA,"Acropora plumosa","CNIDARIA","ANTHOZOA","SCLERACTINIA","ACROPORIDAE",165638309,"2023-04-27","EN",3.1,"A3ce","A3ce","Extant","Native",11,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.909090909090909,6,0,0,NA,10.9090909090909,11
NA,"Montipora palawanensis","CNIDARIA","ANTHOZOA","SCLERACTINIA","ACROPORIDAE",165812738,"2023-04-27","EN",3.1,"A3ce","A3ce","Extant","Native",11,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.909090909090909,6,0,0,NA,10.9090909090909,11
NA,"Alveopora gigas","CNIDARIA","ANTHOZOA","SCLERACTINIA","ACROPORIDAE",165922148,"2023-04-27","EN",3.1,"A3ce","A3ce","Extant","Native",11,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.909090909090909,6,0,0,NA,10.9090909090909,11
"logologo","Cycas seemannii","TRACHEOPHYTA","CYCADOPSIDA","CYCADALES","CYCADACEAE",243420061,"2020-10-15","VU",3.1,"A4cd","A4cd","Extant","Native",4,"Decreasing",NA,NA,NA,NA,NA,NA,NA,NA,"1333715","10000-12000",NA,1,2.5,4,0,0,NA,10,14
NA,"Montipora carinata","CNIDARIA","ANTHOZOA","SCLERACTINIA","ACROPORIDAE",219836783,"2023-04-25","EN",3.1,"A3ce","A3ce","Extant","Native",13,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.769230769230769,6,0,0,NA,9.23076923076923,15
"Giant Clam","Tridacna gigas","MOLLUSCA","BIVALVIA","CARDIIDA","CARDIIDAE",119167161,"2024-05-23","CR",3.1,"A2acd","A2acd","Extant","Reintroduced",23,"Decreasing","Yes","Yes",NA,"Yes","Yes","Yes","No","2028","8295968",NA,NA,4,0.434782608695652,5,0,0,NA,8.69565217391304,16
"Pacific Sheath-tailed Bat","Emballonura semicaudata","CHORDATA","MAMMALIA","CHIROPTERA","EMBALLONURIDAE",22135085,"2019-06-30","EN",3.1,"A2abce","A2abce","Extant","Native",7,"Decreasing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.42857142857143,3,0,0,NA,8.57142857142857,17
NA,"Acropora kimbeensis","CNIDARIA","ANTHOZOA","SCLERACTINIA","ACROPORIDAE",165785672,"2023-04-27","EN",3.1,"A3ce","A3ce","Extant","Native",14,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.714285714285714,6,0,0,NA,8.57142857142857,17
NA,"Pocillopora zelli","CNIDARIA","ANTHOZOA","SCLERACTINIA","POCILLOPORIDAE",165937264,"2023-10-27","EN",3.1,"A3ce","A3ce","Extant","Native",14,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.714285714285714,6,0,0,NA,8.57142857142857,17
NA,"Montipora confusa","CNIDARIA","ANTHOZOA","SCLERACTINIA","ACROPORIDAE",165853431,"2023-04-27","EN",3.1,"A3ce","A3ce","Extant","Native",15,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.666666666666667,6,0,0,NA,8,20
NA,"Pocillopora kelleheri","CNIDARIA","ANTHOZOA","SCLERACTINIA","POCILLOPORIDAE",165608701,"2023-10-27","EN",3.1,"A3ce","A3ce","Extant","Native",16,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.625,6,0,0,NA,7.5,21
NA,"Acropora lokani","CNIDARIA","ANTHOZOA","SCLERACTINIA","ACROPORIDAE",165817711,"2023-04-27","EN",3.1,"A3ce","A3ce","Extant","Native",16,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.625,6,0,0,NA,7.5,21
NA,"Anacropora reticulata","CNIDARIA","ANTHOZOA","SCLERACTINIA","ACROPORIDAE",166014493,"2023-04-27","EN",3.1,"A3ce","A3ce","Extant","Native",18,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.555555555555556,6,0,0,NA,6.66666666666667,23
NA,"Acropora abrolhosensis","CNIDARIA","ANTHOZOA","SCLERACTINIA","ACROPORIDAE",110517562,"2023-04-27","EN",3.1,"A3ce","A3ce","Extant","Native",19,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.526315789473684,6,0,0,NA,6.31578947368421,24
NA,"Montipora altasepta","CNIDARIA","ANTHOZOA","SCLERACTINIA","ACROPORIDAE",166017474,"2023-04-27","EN",3.1,"A3ce","A3ce","Extant","Native",20,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.5,6,0,0,NA,6,25
"Bentfin Devil Ray","Mobula thurstoni","CHORDATA","CHONDRICHTHYES","MYLIOBATIFORMES","MOBULIDAE",279078290,"2025-06-17","CR",3.1,"A2bd+3d","A2bd+3d","Extant","Native",68,"Decreasing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.147058823529412,10,0,0,NA,5.88235294117647,26
NA,"Acropora willisae","CNIDARIA","ANTHOZOA","SCLERACTINIA","ACROPORIDAE",165636494,"2023-04-27","EN",3.1,"A3ce","A3ce","Extant","Native",21,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.476190476190476,6,0,0,NA,5.71428571428571,27
NA,"Acropora kirstyae","CNIDARIA","ANTHOZOA","SCLERACTINIA","ACROPORIDAE",165710754,"2023-04-27","EN",3.1,"A3ce","A3ce","Extant","Native",21,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.476190476190476,6,0,0,NA,5.71428571428571,27
NA,"Alveopora ocellata","CNIDARIA","ANTHOZOA","SCLERACTINIA","ACROPORIDAE",165840219,"2023-04-27","EN",3.1,"A3ce","A3ce","Extant","Native",21,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.476190476190476,6,0,0,NA,5.71428571428571,27
NA,"Acropora chesterfieldensis","CNIDARIA","ANTHOZOA","SCLERACTINIA","ACROPORIDAE",165912070,"2023-04-27","EN",3.1,"A3ce","A3ce","Extant","Native",22,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.454545454545455,6,0,0,NA,5.45454545454545,30
NA,"Caulastraea echinulata","CNIDARIA","ANTHOZOA","SCLERACTINIA","MERULINIDAE",165920165,"2023-10-24","EN",3.1,"A3ce","A3ce","Extant","Native",22,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.454545454545455,6,0,0,NA,5.45454545454545,30
NA,"Seriatopora aculeata","CNIDARIA","ANTHOZOA","SCLERACTINIA","POCILLOPORIDAE",165933739,"2023-10-27","EN",3.1,"A3ce","A3ce","Extant","Native",22,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.454545454545455,6,0,0,NA,5.45454545454545,30
"Sicklefin Devil Ray","Mobula tarapacana","CHORDATA","CHONDRICHTHYES","MYLIOBATIFORMES","MOBULIDAE",279077133,"2025-06-18","CR",3.1,"A2bd+3d","A2bd+3d","Extant","Native",74,"Decreasing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.135135135135135,10,0,0,NA,5.40540540540541,33
NA,"Alveopora marionensis","CNIDARIA","ANTHOZOA","SCLERACTINIA","ACROPORIDAE",165619481,"2023-04-27","EN",3.1,"A3ce","A3ce","Extant","Native",23,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.434782608695652,6,0,0,NA,5.21739130434783,34
NA,"Pocillopora ligulata","CNIDARIA","ANTHOZOA","SCLERACTINIA","POCILLOPORIDAE",165692786,"2023-10-27","EN",3.1,"A3ce","A3ce","Extant","Native",23,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.434782608695652,6,0,0,NA,5.21739130434783,34
NA,"Ctenactis albitentaculata","CNIDARIA","ANTHOZOA","SCLERACTINIA","FUNGIIDAE",165712038,"2022-07-11","EN",3.1,"A3c","A3c","Extant","Native",23,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.434782608695652,6,0,0,NA,5.21739130434783,34
NA,"Montipora samarensis","CNIDARIA","ANTHOZOA","SCLERACTINIA","ACROPORIDAE",165871806,"2023-04-27","EN",3.1,"A3ce","A3ce","Extant","Native",23,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.434782608695652,6,0,0,NA,5.21739130434783,34
NA,"Montipora verrilli","CNIDARIA","ANTHOZOA","SCLERACTINIA","ACROPORIDAE",165822856,"2023-04-27","VU",3.1,"A3ce","A3ce","Extant","Native",8,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.25,4,0,0,NA,5,38
NA,"Montipora corbettensis","CNIDARIA","ANTHOZOA","SCLERACTINIA","ACROPORIDAE",165856842,"2023-04-27","EN",3.1,"A3ce","A3ce","Extant","Native",24,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.416666666666667,6,0,0,NA,5,38
NA,"Montipora capricornis","CNIDARIA","ANTHOZOA","SCLERACTINIA","ACROPORIDAE",165882264,"2023-04-27","EN",3.1,"A3ce","A3ce","Extant","Native",24,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.416666666666667,6,0,0,NA,5,38
NA,"Montipora cebuensis","CNIDARIA","ANTHOZOA","SCLERACTINIA","ACROPORIDAE",165979810,"2023-04-27","EN",3.1,"A3ce","A3ce","Extant","Native",24,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.416666666666667,6,0,0,NA,5,38
"Siberian Sandplover","Charadrius mongolus","CHORDATA","AVES","CHARADRIIFORMES","CHARADRIIDAE",234712764,"2023-08-01","EN",3.1,"A2bce+4bce","A2bce+4bce","Extant","Native",24,"Decreasing","Yes","Yes","Unknown","Unknown","Yes","No","No",NA,"3200000","18000-50000",NA,2,0.416666666666667,6,0,0,NA,5,38
NA,"Seriatopora stellata","CNIDARIA","ANTHOZOA","SCLERACTINIA","POCILLOPORIDAE",165670311,"2023-10-27","EN",3.1,"A3ce","A3ce","Extant","Native",25,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.4,6,0,0,NA,4.8,43
NA,"Isopora brueggemanni","CNIDARIA","ANTHOZOA","SCLERACTINIA","ACROPORIDAE",165759263,"2023-03-29","EN",3.1,"A3ce","A3ce","Extant","Native",25,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.4,6,0,0,NA,4.8,43
