"","CommonName_English","ScientificName","Phylum","Class","Order","Family","assessment_id","assessment_date","red_list_category_code","red_list_category_version","criteria_Listed","criteria_V3.1","NumberOfCountriesExtant","PopulationTrend","ContDec_Population","ContDec_Area","ContDec_Location","ContDec_EOO","ContDec_AOO","ContDec_Subpopulation","AreaRestricted","AOO","EOO","PopulationSize","LocationNumber","Risk","Endemic","Decline","Restriction","Priority1_PS","Priority1_Rank","Priority2_PS","Priority2_Rank"
"300","Black Ibis","Pseudibis davisoni","CHORDATA","AVES","PELECANIFORMES","THRESKIORNITHIDAE",134189710,2018-08-17,"CR","3.1","A3cd+4cd","A3cd+4cd",8,"Decreasing","Yes","Unknown","Unknown","Unknown","Unknown","Unknown","No",NA,"1010000","670","11-100",4,1.25,10,6,300,300,50,NA
"301",NA,"Quercus kouangsiensis","TRACHEOPHYTA","MAGNOLIOPSIDA","FAGALES","FAGACEAE",1985046,2019-12-01,"EN","3.1","B2ab(i,ii,iii,iv,v)","B2ab(i,ii,iii,iv,v)",1,"Decreasing","Yes","Yes","Yes","Yes","Yes",NA,"Yes","20-499","80652",NA,"1-5",2,10,2,7,280,301,140,NA
"302","Tiger Striped Paphiopedilum","Paphiopedilum tigrinum","TRACHEOPHYTA","LILIOPSIDA","ASPARAGALES","ORCHIDACEAE",3011579,2014-03-17,"EN","3.1","A2acd+3cd+4acd; B2ab(i,ii,iii,iv,v); C1+2a(i)","A2acd+3cd+4acd; B2ab(i,ii,iii,iv,v); C1+2a(i)",3,"Decreasing","Yes","Yes",NA,"Yes","Yes","Yes","Yes","40","21000","250-1000","3",2,3.33333333333333,6,7,280,301,46.6666666666667,NA
"303","Big White Fish","Anabarilius polylepis","CHORDATA","ACTINOPTERYGII","CYPRINIFORMES","XENOCYPRIDIDAE",3313525,2008-01-01,"EN","3.1","B1ab(ii,iii,v)+2ab(ii,iii,v)","B1ab(ii,iii,v)+2ab(ii,iii,v)",1,"Decreasing","Yes","Yes",NA,NA,"Yes",NA,"Yes","240","240",NA,"2",2,10,2,7,280,301,140,NA
"304","Silvery White Fish","Anabarilius alburnops","CHORDATA","ACTINOPTERYGII","CYPRINIFORMES","XENOCYPRIDIDAE",4069106,2008-01-01,"EN","3.1","B1ab(iii,v)+2ab(iii,v)","B1ab(iii,v)+2ab(iii,v)",1,"Decreasing","Yes","Yes",NA,NA,NA,NA,"Yes","240","240",NA,"2",2,10,2,7,280,301,140,NA
"305",NA,"Sinocyclocheilus tingi","CHORDATA","ACTINOPTERYGII","CYPRINIFORMES","CYPRINIDAE",6177364,2009-08-11,"EN","3.1","B1ab(iii,v)+2ab(iii,v)","B1ab(iii,v)+2ab(iii,v)",1,"Decreasing",NA,"Yes",NA,NA,NA,NA,"Yes","212","212",NA,"1",2,10,2,7,280,301,140,NA
"306",NA,"Margarya bicostata","MOLLUSCA","GASTROPODA","ARCHITAENIOGLOSSA","VIVIPARIDAE",6466503,2008-03-28,"EN","3.1","B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)","B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)",1,"Decreasing","Yes","Yes","Yes","Yes","Yes","Yes","Yes","212","212",NA,"2",2,10,2,7,280,301,140,NA
"307",NA,"Margarya melanoides","MOLLUSCA","GASTROPODA","ARCHITAENIOGLOSSA","VIVIPARIDAE",6466711,2008-03-28,"EN","3.1","B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)","B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)",1,"Decreasing","Yes","Yes","Yes","Yes","Yes","Yes","Yes","450","450",NA,"2",2,10,2,7,280,301,140,NA
"308",NA,"Folifer yunnanensis","CHORDATA","ACTINOPTERYGII","CYPRINIFORMES","CYPRINIDAE",9345434,2011-01-19,"EN","3.1","B1ab(iii,v)+2ab(iii,v)","B1ab(iii,v)+2ab(iii,v)",1,"Decreasing",NA,"Yes","No",NA,"No",NA,"Yes","212","212",NA,"1",2,10,2,7,280,301,140,NA
"309","Ziyuan Fir","Abies ziyuanensis","TRACHEOPHYTA","PINOPSIDA","PINALES","PINACEAE",9696874,2010-12-13,"EN","3.1","B1ab(iii); C2a(i)","B1ab(iii); C2a(i)",1,"Decreasing",NA,"Yes",NA,NA,NA,NA,"Yes",NA,"4999-5000","250-1970","4",2,10,2,7,280,301,140,NA
"310","Huangfu Treefrog","Zhangixalus hungfuensis","CHORDATA","AMPHIBIA","ANURA","RHACOPHORIDAE",63881872,2021-04-18,"EN","3.1","B1ab(iii)","B1ab(iii)",1,"Decreasing",NA,"Yes",NA,NA,NA,NA,"Yes",NA,"4768",NA,"1",2,10,2,7,280,301,140,NA
"311",NA,"Quercus utilis","TRACHEOPHYTA","MAGNOLIOPSIDA","FAGALES","FAGACEAE",78978723,2020-01-03,"EN","3.1","B2ab(i,ii,iii,iv,v)","B2ab(i,ii,iii,iv,v)",1,"Decreasing","Yes","Yes","Yes","Yes","Yes",NA,"Yes","24-499","20513",NA,"2-6",2,10,2,7,280,301,140,NA
"312","Damingshan Tree Bush-cricket","Xizicus laminatus","ARTHROPODA","INSECTA","ORTHOPTERA","TETTIGONIIDAE",109260757,2019-02-10,"EN","3.1","B1ab(iii,v)","B1ab(iii,v)",1,"Decreasing","Yes","Yes",NA,NA,NA,NA,"Yes",NA,"1215",NA,"2-5",2,10,2,7,280,301,140,NA
"313",NA,"Quercus obconicus","TRACHEOPHYTA","MAGNOLIOPSIDA","FAGALES","FAGACEAE",184346109,2020-05-01,"EN","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)",1,"Decreasing",NA,"Yes",NA,NA,NA,NA,"Yes","12","848",NA,"1-3",2,10,2,7,280,301,140,NA
"314",NA,"Quercus phanera","TRACHEOPHYTA","MAGNOLIOPSIDA","FAGALES","FAGACEAE",184346721,2020-05-01,"EN","3.1","B2ab(ii,iii)","B2ab(ii,iii)",1,"Decreasing",NA,"Yes",NA,NA,"Yes",NA,"Yes","40-250","88854",NA,"4-5",2,10,2,7,280,301,140,NA
"315",NA,"Quercus tiaoloshanica","TRACHEOPHYTA","MAGNOLIOPSIDA","FAGALES","FAGACEAE",184347324,2020-05-01,"EN","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)",1,"Decreasing",NA,"Yes",NA,NA,NA,NA,"Yes","12-200","1291",NA,"3",2,10,2,7,280,301,140,NA
"316",NA,"Sinocyclocheilus aquihornes","CHORDATA","ACTINOPTERYGII","CYPRINIFORMES","CYPRINIDAE",212784283,2024-01-16,"EN","3.1","B1ab(v)+2ab(v)","B1ab(v)+2ab(v)",1,"Decreasing","Yes","No",NA,NA,NA,NA,"Yes","12","198",NA,"3",2,10,2,7,280,301,140,NA
