"CommonName_English","ScientificName","Phylum","Class","Order","Family","assessment_id","assessment_date","red_list_category_code","red_list_category_version","criteria_Listed","criteria_V3.1","focalCountryPresence","focalCountryOrigin","NumberOfCountriesExtant","PopulationTrend","ContDec_Population","ContDec_Area","ContDec_Location","ContDec_EOO","ContDec_AOO","ContDec_Subpopulation","AreaRestricted","AOO","EOO","PopulationSize","LocationNumber","Risk","Endemic","Decline","Restriction","Priority1_PS","Priority1_Rank","Priority2_PS","Priority2_Rank"
NA,"Parantica kuekenthali","ARTHROPODA","INSECTA","LEPIDOPTERA","NYMPHALIDAE",5431475,"1996-08-01","EN",2.3,"B1+2c","B1ab(iii)","Extant","Native",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,10,1,3,60,1118,60,NA
NA,"Parantica marcia","ARTHROPODA","INSECTA","LEPIDOPTERA","NYMPHALIDAE",5433426,"1996-08-01","EN",2.3,"B1+2c","B1ab(iii)","Extant","Native",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,10,1,3,60,1118,60,NA
NA,"Parantica sulewattan","ARTHROPODA","INSECTA","LEPIDOPTERA","NYMPHALIDAE",5456410,"1996-08-01","EN",2.3,"B1+2c","B1ab(iii)","Extant","Native",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,10,1,3,60,1118,60,NA
NA,"Parantica timorica","ARTHROPODA","INSECTA","LEPIDOPTERA","NYMPHALIDAE",5470745,"1996-08-01","EN",2.3,"B1+2c","B1ab(iii)","Extant","Native",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,10,1,3,60,1118,60,NA
NA,"Aciagrion fasciculare","ARTHROPODA","INSECTA","ODONATA","COENAGRIONIDAE",5621943,"2007-03-01","EN",3.1,"B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown",NA,NA,NA,NA,NA,NA,"No","1-499","1-4999",NA,"1-4",2,10,1,3,60,1118,60,NA
NA,"Paragomphus tachyerges","ARTHROPODA","INSECTA","ODONATA","GOMPHIDAE",5660074,"2007-06-08","VU",3.1,"B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)","B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)","Extant","Native",1,"Decreasing",NA,NA,NA,NA,NA,NA,"No","1-499","1-11150",NA,NA,1,10,2,3,60,1118,30,NA
NA,"Heritiera globosa","TRACHEOPHYTA","MAGNOLIOPSIDA","MALVALES","MALVACEAE",7612712,"2008-03-07","EN",3.1,"B1ab(iii)","B1ab(iii)","Extant","Native",2,"Decreasing",NA,NA,NA,NA,NA,NA,NA,NA,"5000",NA,NA,2,5,2,3,60,1118,30,NA
NA,"Symplocos junghuhnii","TRACHEOPHYTA","MAGNOLIOPSIDA","ERICALES","SYMPLOCACEAE",9669293,"1998-01-01","EN",2.3,"B1+2c","B1ab(iii)","Extant","Native",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,10,1,3,60,1118,60,NA
NA,"Calophyllum insularum","TRACHEOPHYTA","MAGNOLIOPSIDA","MALPIGHIALES","CALOPHYLLACEAE",10059189,"1998-01-01","EN",2.3,"B1+2c","B1ab(iii)","Extant","Native",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,10,1,3,60,1118,60,NA
NA,"Euploea albicosta","ARTHROPODA","INSECTA","LEPIDOPTERA","NYMPHALIDAE",12905754,"1996-08-01","EN",2.3,"B1+2c","B1ab(iii)","Extant","Native",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,10,1,3,60,1118,60,NA
NA,"Euploea caespes","ARTHROPODA","INSECTA","LEPIDOPTERA","NYMPHALIDAE",12905951,"1996-08-01","EN",2.3,"B1+2ac","B1ab(i,iii)","Extant","Native",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,10,1,3,60,1118,60,NA
NA,"Euploea tripunctata","ARTHROPODA","INSECTA","LEPIDOPTERA","NYMPHALIDAE",12907432,"1996-08-01","EN",2.3,"B1+2c","B1ab(iii)","Extant","Native",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,10,1,3,60,1118,60,NA
"Natuna Island Surili","Presbytis natunae","CHORDATA","MAMMALIA","PRIMATES","CERCOPITHECIDAE",17955492,"2015-11-23","VU",3.1,"C1","C1","Extant","Native",1,"Decreasing","Yes","Yes",NA,NA,NA,"Unknown","No",NA,NA,"9000",NA,1,10,3,2,60,1118,30,NA
"Canut's Horseshoe Bat","Rhinolophus canuti","CHORDATA","MAMMALIA","CHIROPTERA","RHINOLOPHIDAE",21982962,"2021-02-28","VU",3.1,"C1","C1","Extant","Native",1,"Decreasing","Yes",NA,NA,NA,NA,"Unknown",NA,NA,"97603","7500-9999",NA,1,10,3,2,60,1118,30,NA
"Sorensen's Leaf-nosed Bat","Hipposideros sorenseni","CHORDATA","MAMMALIA","CHIROPTERA","HIPPOSIDERIDAE",22099115,"2021-01-01","EN",3.1,"B1ab(iii)","B1ab(iii)","Extant","Native",1,"Unknown","Unknown","Yes","No","No",NA,"No",NA,NA,"2242",NA,"2-5",2,10,1,3,60,1118,60,NA
NA,"Thrixspermum lombokense","TRACHEOPHYTA","LILIOPSIDA","ASPARAGALES","ORCHIDACEAE",22488182,"2016-09-02","EN",3.1,"B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"4-188","4-200",NA,"1-5,2-5",2,10,1,3,60,1118,60,NA
"Sulawesi Babirusa","Babyrousa celebensis","CHORDATA","MAMMALIA","ARTIODACTYLA","SUIDAE",44142964,"2016-02-26","VU",3.1,"A2cd; C1","A2cd; C1","Extant","Native",1,"Decreasing","Yes",NA,NA,NA,NA,NA,NA,NA,NA,"9999",NA,1,10,3,2,60,1118,30,NA
NA,"Mangifera lalijiwa","TRACHEOPHYTA","MAGNOLIOPSIDA","SAPINDALES","ANACARDIACEAE",61526392,"2020-02-17","VU",3.1,"A2cd","A2cd","Extant","Native",1,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,"24","35303",NA,NA,1,10,2,3,60,1118,30,NA
NA,"Mangifera dewildei","TRACHEOPHYTA","MAGNOLIOPSIDA","SAPINDALES","ANACARDIACEAE",61527210,"2023-02-01","EN",3.1,"B2ab(iii)","B2ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"12",NA,NA,"3-5",2,10,1,3,60,1118,60,NA
"Bacad","Prunus clementis","TRACHEOPHYTA","MAGNOLIOPSIDA","ROSALES","ROSACEAE",64116486,"2022-07-11","EN",3.1,"B2ab(i,ii,iii)","B2ab(i,ii,iii)","Extant","Native",2,"Decreasing",NA,"Yes",NA,"Yes","Yes",NA,"No","24","306223.027",NA,"6",2,5,2,3,60,1118,30,NA
"Napali","Manilkara kanosiensis","TRACHEOPHYTA","MAGNOLIOPSIDA","ERICALES","SAPOTACEAE",67810068,"2019-03-12","EN",3.1,"B2ab(i,ii,iii,iv,v)","B2ab(i,ii,iii,iv,v)","Extant","Native",2,"Decreasing","Yes","Yes","Yes","Yes","Yes",NA,NA,"24","807539",NA,"6",2,5,2,3,60,1118,30,NA
"Red Balau","Shorea balangeran","TRACHEOPHYTA","MAGNOLIOPSIDA","MALVALES","DIPTEROCARPACEAE",68072336,"2020-01-13","VU",3.1,"A2cd","A2cd","Extant","Native",1,"Decreasing",NA,NA,NA,"Yes","Yes",NA,NA,"116","383102",NA,NA,1,10,2,3,60,1118,30,NA
NA,"Artocarpus horridus","TRACHEOPHYTA","MAGNOLIOPSIDA","ROSALES","MORACEAE",86529014,"2020-01-24","VU",3.1,"A2cd; B1ab(iii)+2ab(iii)","A2cd; B1ab(iii)+2ab(iii)","Extant","Native",1,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,"44","13426",NA,"7-10",1,10,2,3,60,1118,30,NA
"Maumbi","Artocarpus reticulatus","TRACHEOPHYTA","MAGNOLIOPSIDA","ROSALES","MORACEAE",86530704,"2023-11-10","VU",3.1,"B2ab(ii,iii,iv)","B2ab(ii,iii,iv)","Extant","Native",1,"Unknown",NA,"Yes","Yes","Unknown","Yes",NA,NA,"32","588389",NA,"8",1,10,2,3,60,1118,30,NA
NA,"Nomorhamphus lanceolatus","CHORDATA","ACTINOPTERYGII","BELONIFORMES","ZENARCHOPTERIDAE",90981952,"2020-01-17","EN",3.1,"B1ab(iii)","B1ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,"Unknown",NA,"449",NA,"1-5",2,10,1,3,60,1118,60,NA
NA,"Barbodes bunau","CHORDATA","ACTINOPTERYGII","CYPRINIFORMES","CYPRINIDAE",90996299,"2019-01-01","VU",3.1,"B1ab(ii)+2ab(ii)","B1ab(ii)+2ab(ii)","Extant","Native",1,"Decreasing",NA,NA,NA,NA,"Yes",NA,NA,"564","661","1000-10000","6-10",1,10,2,3,60,1118,30,NA
NA,"Mystacoleucus padangensis","CHORDATA","ACTINOPTERYGII","CYPRINIFORMES","CYPRINIDAE",91059767,"2020-04-09","VU",3.1,"B1ab(iii,v)+2ab(iii,v)","B1ab(iii,v)+2ab(iii,v)","Extant","Native",1,"Decreasing","Yes","Yes",NA,NA,NA,NA,NA,"168","112.3-168,168","10000-20000","6-10",1,10,2,3,60,1118,30,NA
NA,"Rasbora leptosoma","CHORDATA","ACTINOPTERYGII","CYPRINIFORMES","DANIONIDAE",91073591,"2018-12-27","VU",3.1,"B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Decreasing",NA,"Yes",NA,"No","No",NA,NA,"788","983","9000-10000","6-10",1,10,2,3,60,1118,30,NA
NA,"Sundadanio axelrodi","CHORDATA","ACTINOPTERYGII","CYPRINIFORMES","SUNDADANIONIDAE",91075410,"2019-01-04","VU",3.1,"B1ab(i,ii,iii)+2ab(i,ii,iii)","B1ab(i,ii,iii)+2ab(i,ii,iii)","Extant","Native",1,"Decreasing",NA,"Yes",NA,"Yes","Yes",NA,NA,"428","1244","1000-10000","6-10",1,10,2,3,60,1118,30,NA
NA,"Sundadanio gargula","CHORDATA","ACTINOPTERYGII","CYPRINIFORMES","SUNDADANIONIDAE",91075543,"2019-01-04","VU",3.1,"B1ab(i,ii,iii)+2ab(i,ii,iii)","B1ab(i,ii,iii)+2ab(i,ii,iii)","Extant","Native",1,"Decreasing",NA,"Yes",NA,"Yes","Yes",NA,NA,"644","3053",NA,"6-10",1,10,2,3,60,1118,30,NA
NA,"Lepidocephalichthys lorentzi","CHORDATA","ACTINOPTERYGII","CYPRINIFORMES","COBITIDAE",91093441,"2019-12-02","EN",3.1,"B1ab(iii)","B1ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,"Unknown","3372","4754",NA,"1-5",2,10,1,3,60,1118,60,NA
NA,"Pangio alternans","CHORDATA","ACTINOPTERYGII","CYPRINIFORMES","COBITIDAE",91103222,"2019-12-06","EN",3.1,"B1ab(iii)","B1ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,"Unknown",NA,"958",NA,"1-5",2,10,1,3,60,1118,60,NA
NA,"Nemacheilus tebo","CHORDATA","ACTINOPTERYGII","CYPRINIFORMES","NEMACHEILIDAE",91175397,"2019-08-24","VU",3.1,"D2","D2","Extant","Native",1,"Unknown",NA,"Yes",NA,"Unknown",NA,NA,"Yes",NA,NA,NA,"1",1,10,1,6,60,1118,60,NA
NA,"Hemibagrus planiceps","CHORDATA","ACTINOPTERYGII","SILURIFORMES","BAGRIDAE",91180621,"2018-09-01","VU",3.1,"B1ab(iii,v)","B1ab(iii,v)","Extant","Native",1,"Decreasing","Yes","Yes","Unknown","Unknown","Unknown","Unknown",NA,NA,"1200",NA,"7",1,10,2,3,60,1118,30,NA
NA,"Clarias microspilus","CHORDATA","ACTINOPTERYGII","SILURIFORMES","CLARIIDAE",91226531,"2018-09-01","EN",3.1,"B1ab(iii)","B1ab(iii)","Extant","Native",1,"Unknown","Unknown","Yes","Unknown","Unknown","Unknown","Unknown","Unknown",NA,"1006-2500,1006",NA,"2-5,2",2,10,1,3,60,1118,60,NA
NA,"Gymnochanda verae","CHORDATA","ACTINOPTERYGII","NOT ASSIGNED","AMBASSIDAE",91305001,"2019-11-18","EN",3.1,"B1ab(iii)","B1ab(iii)","Extant","Native",1,"Unknown","Unknown","Yes",NA,NA,NA,"Unknown",NA,NA,"4800",NA,"1-5",2,10,1,3,60,1118,60,NA
NA,"Betta foerschi","CHORDATA","ACTINOPTERYGII","PERCIFORMES","OSPHRONEMIDAE",91309895,"2018-12-26","EN",3.1,"B1ab(iii)","B1ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,NA,"4100",NA,"4-10",2,10,1,3,60,1118,60,NA
"Seram Blind Skink","Dibamus seramensis","CHORDATA","REPTILIA","SQUAMATA","DIBAMIDAE",104718296,"2019-08-07","VU",3.1,"B1ab(iii)","B1ab(iii)","Extant","Native",1,"Unknown",NA,"Yes","No",NA,NA,NA,NA,NA,"10000",NA,"1",1,10,1,6,60,1118,60,NA
"Kerinci Camel Cricket","Rhaphidophora exigua","ARTHROPODA","INSECTA","ORTHOPTERA","RHAPHIDOPHORIDAE",107451580,"2018-06-20","VU",3.1,"B1ab(iii,v)+2ab(iii,v)","B1ab(iii,v)+2ab(iii,v)","Extant","Native",1,"Decreasing","Yes","Yes",NA,NA,NA,NA,NA,"137","137",NA,"1-10",1,10,2,3,60,1118,30,NA
"Ile-Ile Pygmy Devil","Hirrius scrobiculatus","ARTHROPODA","INSECTA","ORTHOPTERA","TETRIGIDAE",107451605,"2018-06-27","VU",3.1,"B1ab(iii,v)","B1ab(iii,v)","Extant","Native",1,"Decreasing","Yes","Yes",NA,NA,NA,NA,"Unknown",NA,"980",NA,"1-10,6-10",1,10,2,3,60,1118,30,NA
NA,"Dipterocarpus orbicularis","TRACHEOPHYTA","MAGNOLIOPSIDA","MALVALES","DIPTEROCARPACEAE",114505635,"2022-05-24","EN",3.1,"B2ab(iii)","B2ab(iii)","Extant","Native",2,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,"24","1547599.978",NA,NA,2,5,2,3,60,1118,30,NA
"Balem Kèdjèl","Payena dantung","TRACHEOPHYTA","MAGNOLIOPSIDA","ERICALES","SAPOTACEAE",116928524,"2018-03-15","VU",3.1,"A2c","A2c","Extant","Native",1,"Decreasing",NA,"Yes","Unknown","Unknown","Unknown",NA,NA,"24","50364",NA,"5-6",1,10,2,3,60,1118,30,NA
"Balam Terung","Payena endertii","TRACHEOPHYTA","MAGNOLIOPSIDA","ERICALES","SAPOTACEAE",116928534,"2018-03-15","VU",3.1,"A2c","A2c","Extant","Native",1,"Decreasing",NA,"Yes",NA,"Unknown","Unknown",NA,NA,"20","146588",NA,NA,1,10,2,3,60,1118,30,NA
NA,"Dendrobium taurulinum","TRACHEOPHYTA","LILIOPSIDA","ASPARAGALES","ORCHIDACEAE",119263233,"2019-02-08","EN",3.1,"B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"12","360-4600",NA,"3-10",2,10,1,3,60,1118,60,NA
NA,"Atrophaneura luchti","ARTHROPODA","INSECTA","LEPIDOPTERA","PAPILIONIDAE",122599164,"2019-01-11","EN",3.1,"B1ab(iii)","B1ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,NA,"1000-2000",NA,"1-10,5",2,10,1,3,60,1118,60,NA
NA,"Papilio lampsacus","ARTHROPODA","INSECTA","LEPIDOPTERA","PAPILIONIDAE",122603116,"2019-11-01","EN",3.1,"B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"220-488","500-750",NA,"1-5,2",2,10,1,3,60,1118,60,NA
"Anga","Alloxylon brachycarpum","TRACHEOPHYTA","MAGNOLIOPSIDA","PROTEALES","PROTEACEAE",123130850,"2022-02-27","VU",3.1,"A3cd; B2ab(i,ii,iii)","A3cd; B2ab(i,ii,iii)","Extant","Native",2,"Decreasing",NA,"Yes",NA,"Yes","Yes",NA,NA,"88-500","84365",NA,"10",1,5,4,3,60,1118,20,NA
NA,"Drepanosticta hamulifera","ARTHROPODA","INSECTA","ODONATA","PLATYSTICTIDAE",123525537,"2018-01-10","VU",3.1,"B2ab(iii)","B2ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"10-873",NA,NA,"1",1,10,1,6,60,1118,60,NA
NA,"Alpinia domatifera","TRACHEOPHYTA","LILIOPSIDA","ZINGIBERALES","ZINGIBERACEAE",124279703,"2024-04-04","EN",3.1,"B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"12-20","779-893",NA,"3-5",2,10,1,3,60,1118,60,NA
NA,"Conamomum citrinum","TRACHEOPHYTA","LILIOPSIDA","ZINGIBERALES","ZINGIBERACEAE",124280485,"2019-09-25","EN",3.1,"B2ab(iii)","B2ab(iii)","Extant","Native",2,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,"20","161542",NA,"4-5",2,5,2,3,60,1118,30,NA
NA,"Meistera ochrea","TRACHEOPHYTA","LILIOPSIDA","ZINGIBERALES","ZINGIBERACEAE",124280775,"2019-10-09","EN",3.1,"B2ab(iii)","B2ab(iii)","Extant","Native",2,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,"16","72639",NA,"3-4",2,5,2,3,60,1118,30,NA
"Koenih Rimbo","Curcuma sumatrana","TRACHEOPHYTA","LILIOPSIDA","ZINGIBERALES","ZINGIBERACEAE",124281750,"2018-07-30","VU",3.1,"B1ab(iii); D1","B1ab(iii); D1","Extant","Native",1,"Stable",NA,"Yes",NA,NA,NA,NA,NA,NA,"2217","100-1000","10",1,10,1,6,60,1118,60,NA
NA,"Etlingera heliconiifolia","TRACHEOPHYTA","LILIOPSIDA","ZINGIBERALES","ZINGIBERACEAE",124282142,"2018-03-29","VU",3.1,"B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,"44","14888",NA,"8-9",1,10,2,3,60,1118,30,NA
NA,"Etlingera loerzingii","TRACHEOPHYTA","LILIOPSIDA","ZINGIBERALES","ZINGIBERACEAE",124282197,"2019-07-24","VU",3.1,"B2ab(iii)","B2ab(iii)","Extant","Native",1,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,"24","50166",NA,"6",1,10,2,3,60,1118,30,NA
NA,"Etlingera solaris","TRACHEOPHYTA","LILIOPSIDA","ZINGIBERALES","ZINGIBERACEAE",124282372,"2019-07-05","VU",3.1,"B2ab(iii)","B2ab(iii)","Extant","Native",1,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,"32","66099",NA,"6-10",1,10,2,3,60,1118,30,NA
NA,"Hedychium muluense","TRACHEOPHYTA","LILIOPSIDA","ZINGIBERALES","ZINGIBERACEAE",124283197,"2019-03-27","EN",3.1,"B2ab(iii)","B2ab(iii)","Extant","Native",2,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,"24","35656",NA,"6-10",2,5,2,3,60,1118,30,NA
NA,"Hornstedtia reticosa","TRACHEOPHYTA","LILIOPSIDA","ZINGIBERALES","ZINGIBERACEAE",124283432,"2019-09-02","VU",3.1,"B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,"12","525",NA,"6-10",1,10,2,3,60,1118,30,NA
NA,"Hopea nigra","TRACHEOPHYTA","MAGNOLIOPSIDA","MALVALES","DIPTEROCARPACEAE",125628562,"2020-08-26","VU",3.1,"B2ab(i,ii,iii,iv)","B2ab(i,ii,iii,iv)","Extant","Native",1,"Decreasing","Unknown","Yes","Yes","Yes","Yes",NA,NA,"24","97240.366",NA,"6",1,10,2,3,60,1118,30,NA
NA,"Shorea conica","TRACHEOPHYTA","MAGNOLIOPSIDA","MALVALES","DIPTEROCARPACEAE",125628632,"2020-03-25","EN",3.1,"A2cd","A2cd","Extant","Native",1,"Stable","Yes","Yes","Unknown","Yes","Yes","No",NA,NA,"18801.589",NA,NA,2,10,3,1,60,1118,60,NA
NA,"Aetoxylon sympetalum","TRACHEOPHYTA","MAGNOLIOPSIDA","MALVALES","THYMELAEACEAE",125630400,"2022-06-16","VU",3.1,"A2cd+4cd","A2cd+4cd","Extant","Native",2,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,"60","60670",NA,"15",1,5,4,3,60,1118,20,NA
NA,"Myristica teysmannii","TRACHEOPHYTA","MAGNOLIOPSIDA","MAGNOLIALES","MYRISTICACEAE",125919196,"1998-01-01","EN",2.3,"B1+2c","B1ab(iii)","Extant","Native",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,10,1,3,60,1118,60,NA
NA,"Rhododendron bloembergenii","TRACHEOPHYTA","MAGNOLIOPSIDA","ERICALES","ERICACEAE",125957500,"2020-10-12","VU",3.1,"B2ab(i,ii,iii)","B2ab(i,ii,iii)","Extant","Native",1,"Decreasing",NA,"Yes","Unknown","Yes","Yes",NA,NA,"40","33142.197",NA,"7-10",1,10,2,3,60,1118,30,NA
"Speckle-faced Bent-toed Gecko","Cyrtodactylus psarops","CHORDATA","REPTILIA","SQUAMATA","GEKKONIDAE",126555495,"2019-08-06","EN",3.1,"B1ab(iii)","B1ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,NA,"4999",NA,"2-5",2,10,1,3,60,1118,60,NA
NA,"Etlingera sublimata","TRACHEOPHYTA","LILIOPSIDA","ZINGIBERALES","ZINGIBERACEAE",126984749,"2018-03-29","EN",3.1,"B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"16","593",NA,"2-4",2,10,1,3,60,1118,60,NA
"Bacan Myzomela","Myzomela batjanensis","CHORDATA","AVES","PASSERIFORMES","MELIPHAGIDAE",132048692,"2018-08-07","VU",3.1,"C2a(ii)","C2a(ii)","Extant","Native",1,"Decreasing","Yes","Unknown","Unknown","Unknown","Unknown","Unknown","No","90","100","2500-9999",NA,1,10,2,3,60,1118,30,NA
NA,"Sundamomum pseudofoetens","TRACHEOPHYTA","LILIOPSIDA","ZINGIBERALES","ZINGIBERACEAE",132206375,"2019-07-01","EN",3.1,"B2ab(iii)","B2ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"16","41986",NA,"4-5",2,10,1,3,60,1118,60,NA
NA,"Madhuca brochidodroma","TRACHEOPHYTA","MAGNOLIOPSIDA","ERICALES","SAPOTACEAE",136470706,"2018-10-26","EN",3.1,"A2c","A2c","Extant","Native",3,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,"24","175974",NA,"6",2,3.33333333333333,3,3,60,1118,20,NA
NA,"Madhuca engleri","TRACHEOPHYTA","MAGNOLIOPSIDA","ERICALES","SAPOTACEAE",136470761,"2018-11-23","EN",3.1,"B2ab(iii)","B2ab(iii)","Extant","Native",2,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,"16","250271",NA,"6",2,5,2,3,60,1118,30,NA
NA,"Madhuca erythrophylla","TRACHEOPHYTA","MAGNOLIOPSIDA","ERICALES","SAPOTACEAE",136470766,"2018-10-30","EN",3.1,"A2c","A2c","Extant","Native",3,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,"40","617683",NA,NA,2,3.33333333333333,3,3,60,1118,20,NA
NA,"Madhuca spectabilis","TRACHEOPHYTA","MAGNOLIOPSIDA","ERICALES","SAPOTACEAE",136470888,"2018-11-14","EN",3.1,"B2ab(iii)","B2ab(iii)","Extant","Native",2,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,"32","430408",NA,"8",2,5,2,3,60,1118,30,NA
"Paren","Cryptocarya palawanensis","TRACHEOPHYTA","MAGNOLIOPSIDA","LAURALES","LAURACEAE",138502646,"2022-03-05","EN",3.1,"B2ab(i,ii,iii)","B2ab(i,ii,iii)","Extant","Native",2,"Decreasing",NA,"Yes",NA,"Yes","Yes",NA,"No","40","1277562.198",NA,"6-10",2,5,2,3,60,1118,30,NA
NA,"Beilschmiedia podagrica","TRACHEOPHYTA","MAGNOLIOPSIDA","LAURALES","LAURACEAE",143271565,"2019-11-17","EN",3.1,"B2ab(i,ii,iii,iv)","B2ab(i,ii,iii,iv)","Extant","Native",2,"Unknown",NA,"Yes","Yes","Yes","Yes",NA,NA,"16-500","142136",NA,"4-5",2,5,2,3,60,1118,30,NA
NA,"Beilschmiedia morobensis","TRACHEOPHYTA","MAGNOLIOPSIDA","LAURALES","LAURACEAE",145297713,"2020-04-28","EN",3.1,"B2ab(i,ii,iii,iv)","B2ab(i,ii,iii,iv)","Extant","Native",2,"Unknown",NA,"Yes","Yes","Yes","Yes",NA,NA,"20-500","15912",NA,"3-5",2,5,2,3,60,1118,30,NA
NA,"Beilschmiedia oblonga","TRACHEOPHYTA","MAGNOLIOPSIDA","LAURALES","LAURACEAE",145297758,"2019-03-20","EN",3.1,"B1ab(i,ii,iii)+2ab(i,ii,iii)","B1ab(i,ii,iii)+2ab(i,ii,iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,"Yes","Yes",NA,NA,"4-500","4-5000",NA,"3-4",2,10,1,3,60,1118,60,NA
NA,"Glossogobius hoesei","CHORDATA","ACTINOPTERYGII","GOBIIFORMES","GOBIIDAE",147527204,"2020-05-07","EN",3.1,"B1ab(iii)","B1ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,NA,"521",NA,"2-5",2,10,1,3,60,1118,60,NA
NA,"Hopea megacarpa","TRACHEOPHYTA","MAGNOLIOPSIDA","MALVALES","DIPTEROCARPACEAE",149069823,"2019-06-30","EN",3.1,"B2ab(i,ii,iii)","B2ab(i,ii,iii)","Extant","Native",2,"Decreasing","Unknown","Yes",NA,"Yes","Yes",NA,NA,"88-500","144842",NA,NA,2,5,2,3,60,1118,30,NA
"Pam's Dwarfgoby","Eviota pamae","CHORDATA","ACTINOPTERYGII","GOBIIFORMES","GOBIIDAE",149859101,"2018-06-29","VU",3.1,"B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,"Yes","Yes",NA,NA,"1532","10436",NA,"1",1,10,1,6,60,1118,60,NA
"Bulok","Agathis orbicula","TRACHEOPHYTA","PINOPSIDA","PINALES","ARAUCARIACEAE",150295879,"2021-12-01","EN",3.1,"B2ab(i,ii,iii,v)","B2ab(i,ii,iii,v)","Extant","Native",2,"Decreasing","Yes","Yes","Unknown","Yes","Yes",NA,NA,"32","89573",NA,"5-9",2,5,2,3,60,1118,30,NA
NA,"Koompassia grandiflora","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE",151584366,"2021-03-06","VU",3.1,"A2cd+3cd+4cd","A2cd+3cd+4cd","Extant","Native",2,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"32","164490.681",NA,NA,1,5,4,3,60,1118,20,NA
