"CommonName_English","ScientificName","Phylum","Class","Order","Family","assessment_id","assessment_date","red_list_category_code","red_list_category_version","criteria_Listed","criteria_V3.1","focalCountryPresence","focalCountryOrigin","NumberOfCountriesExtant","PopulationTrend","ContDec_Population","ContDec_Area","ContDec_Location","ContDec_EOO","ContDec_AOO","ContDec_Subpopulation","AreaRestricted","AOO","EOO","PopulationSize","LocationNumber","Risk","Endemic","Decline","Restriction","Priority1_PS","Priority1_Rank","Priority2_PS","Priority2_Rank"
"Kalimantan Mango","Mangifera casturi","TRACHEOPHYTA","MAGNOLIOPSIDA","SAPINDALES","ANACARDIACEAE",61526819,"2014-01-01","EW",3.1,NA,NA,"Extinct Post-1500","Native",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,10,10,NA,NA,NA,NA
NA,"Amomum sumatranum","TRACHEOPHYTA","LILIOPSIDA","ZINGIBERALES","ZINGIBERACEAE",154696297,"2019-07-22","EW",3.1,NA,NA,"Extinct Post-1500","Native",1,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,"1",8,1,10,10,NA,NA,NA,NA
"Sumatran Rhinoceros","Dicerorhinus sumatrensis","CHORDATA","MAMMALIA","PERISSODACTYLA","RHINOCEROTIDAE",18493355,"2019-05-29","CR",3.1,"A2cd+3cd+4cd; C2a(i); D","A2cd+3cd+4cd; C2a(i); D","Extant","Native",1,"Decreasing","Yes","Yes","Yes","Yes","Yes","Yes","Yes","3000","12796","30","4",4,10,10,10,4000,1,400,NA
"Kolopaking's Paphiopedilum","Paphiopedilum kolopakingii","TRACHEOPHYTA","LILIOPSIDA","ASPARAGALES","ORCHIDACEAE",43327899,"2014-11-20","CR",3.1,"A2acd+3cd+4acd; B1ab(ii,iii,v)+2ab(ii,iii,v); C1+2a(i,ii); D","A2acd+3cd+4acd; B1ab(ii,iii,v)+2ab(ii,iii,v); C1+2a(i,ii); D","Extant","Native",1,"Decreasing","Yes","Yes",NA,NA,NA,NA,NA,"4","4","0-50","1",4,10,10,10,4000,1,400,NA
"Liem's Paphiopedilum","Paphiopedilum liemianum","TRACHEOPHYTA","LILIOPSIDA","ASPARAGALES","ORCHIDACEAE",43327909,"2014-11-17","CR",3.1,"A2acd+3cd+4acd; B1ab(ii,iii,v)+2ab(ii,iii,v); C1+2a(i); D","A2acd+3cd+4acd; B1ab(ii,iii,v)+2ab(ii,iii,v); C1+2a(i); D","Extant","Native",1,"Decreasing","Yes","Yes",NA,NA,NA,NA,NA,"4","4","0-50","1",4,10,10,10,4000,1,400,NA
"Primrose Yellow Paphiopedilum","Paphiopedilum primulinum","TRACHEOPHYTA","LILIOPSIDA","ASPARAGALES","ORCHIDACEAE",43327954,"2014-04-05","CR",3.1,"A2acd+3cd+4acd; B1ab(i,ii,iii,v)+2ab(i,ii,iii,v); C1+2a(i); D","A2acd+3cd+4acd; B1ab(i,ii,iii,v)+2ab(i,ii,iii,v); C1+2a(i); D","Extant","Native",1,"Decreasing","Yes","Yes",NA,NA,NA,NA,"Yes","8","8","49","1",4,10,10,10,4000,1,400,NA
NA,"Nepenthes rigidifolia","TRACHEOPHYTA","MAGNOLIOPSIDA","CARYOPHYLLALES","NEPENTHACEAE",49009927,"2013-12-06","CR",3.1,"A2ad+3d; B1ab(iv,v)+2ab(iv,v); C2a(i,ii); D","A2ad+3d; B1ab(iv,v)+2ab(iv,v); C2a(i,ii); D","Extant","Native",1,"Decreasing","Yes","No",NA,NA,NA,"Yes","Yes","0.01","0.01","10","1",4,10,10,10,4000,1,400,NA
"Lagan Bras","Dipterocarpus cinereus","TRACHEOPHYTA","MAGNOLIOPSIDA","MALVALES","DIPTEROCARPACEAE",125628179,"2019-10-24","CR",3.1,"A2cd+3cd; B1ab(i,ii,v); C2a(i,ii); D","A2cd+3cd; B1ab(i,ii,v); C2a(i,ii); D","Extant","Native",1,"Decreasing","Yes",NA,NA,"Yes","Yes",NA,NA,"28","42.015","30","1",4,10,10,10,4000,1,400,NA
NA,"Hopea bancana","TRACHEOPHYTA","MAGNOLIOPSIDA","MALVALES","DIPTEROCARPACEAE",125628426,"2019-02-14","CR",3.1,"A2cd+3cd; B1ab(i,ii,v); C2a(i,ii); D","A2cd+3cd; B1ab(i,ii,v); C2a(i,ii); D","Extant","Native",1,"Decreasing","Yes",NA,NA,"Yes","Yes",NA,NA,"16","16","9","1",4,10,10,10,4000,1,400,NA
"Siau Island Tarsier","Tarsius tumpara","CHORDATA","MAMMALIA","PRIMATES","TARSIIDAE",17977202,"2015-11-23","CR",3.1,"A2acd+4acd; B1ab(iii,v)","A2acd+4acd; B1ab(iii,v)","Extant","Native",1,"Decreasing","Yes","Yes",NA,NA,NA,NA,"Yes",NA,"156",NA,"1",4,10,10,9,3600,8,400,NA
NA,"Nepenthes sumatrana","TRACHEOPHYTA","MAGNOLIOPSIDA","CARYOPHYLLALES","NEPENTHACEAE",21845285,"2013-12-08","CR",3.1,"A3c; B1ab(i,ii,iii,v)","A3c; B1ab(i,ii,iii,v)","Extant","Native",1,"Decreasing","Yes","Yes",NA,"Yes","Yes",NA,"No","56","56","5000","14",4,10,10,9,3600,8,400,NA
NA,"Caridina spongicola","ARTHROPODA","MALACOSTRACA","DECAPODA","ATYIDAE",109685164,"2018-02-19","CR",3.1,"A3cde; B1ab(iii,v)+2ab(iii,v)","A3cde; B1ab(iii,v)+2ab(iii,v)","Extant","Native",1,"Unknown",NA,NA,NA,NA,NA,NA,"Yes","8","8",NA,"1",4,10,10,9,3600,8,400,NA
NA,"Tylomelania hannelorae","MOLLUSCA","GASTROPODA","SORBEOCONCHA","PACHYCHILIDAE",109686403,"2018-07-03","CR",3.1,"A3e; B1ab(iii)+2ab(iii)","A3e; B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,"Yes","4","4",NA,"1",4,10,10,9,3600,8,400,NA
NA,"Tylomelania inconspicua","MOLLUSCA","GASTROPODA","SORBEOCONCHA","PACHYCHILIDAE",109686504,"2018-07-10","CR",3.1,"A3e; B1ab(iii)","A3e; B1ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"16","13.8-16",NA,"1",4,10,10,9,3600,8,400,NA
NA,"Sulawesidrobia perempuan","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","TATEIDAE",109725473,"2018-07-09","CR",3.1,"A3e; B1ab(iii)+2ab(iii)","A3e; B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown",NA,NA,NA,NA,NA,NA,NA,"4","4",NA,"1",4,10,10,9,3600,8,400,NA
NA,"Sulawesidrobia soedjatmokoi","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","TATEIDAE",109725498,"2018-07-09","CR",3.1,"A3e; B1ab(iii)+2ab(iii)","A3e; B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown",NA,NA,NA,NA,NA,NA,"Yes","4","4",NA,"1",4,10,10,9,3600,8,400,NA
NA,"Sulawesidrobia bicolor","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","TATEIDAE",109725522,"2018-07-09","CR",3.1,"A3e; B1ab(iii)+2ab(iii)","A3e; B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown",NA,NA,NA,NA,NA,NA,NA,"4","52",NA,"1",4,10,10,9,3600,8,400,NA
NA,"Sulawesidrobia abreui","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","TATEIDAE",109725541,"2018-07-09","CR",3.1,"A3e; B1ab(iii)+2ab(iii)","A3e; B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown",NA,NA,NA,NA,NA,NA,NA,"4","4",NA,"1",4,10,10,9,3600,8,400,NA
NA,"Sulawesidrobia megalodon","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","TATEIDAE",109725558,"2018-08-22","CR",3.1,"A3e; B2ab(iii,v)","A3e; B2ab(iii,v)","Extant","Native",1,"Decreasing","Yes","Yes",NA,NA,NA,NA,"Yes","4",NA,NA,"1",4,10,10,9,3600,8,400,NA
NA,"Sulawesidrobia towutiensis","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","TATEIDAE",109725575,"2018-07-09","CR",3.1,"A3e; B1ab(iii)+2ab(iii)","A3e; B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown",NA,NA,NA,NA,NA,NA,"Yes","4","4",NA,"1",4,10,10,9,3600,8,400,NA
NA,"Sulawesidrobia mahalonaensis","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","TATEIDAE",109725628,"2018-07-09","CR",3.1,"A3e; B1ab(iii)+2ab(iii)","A3e; B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,"Yes","4","27",NA,"1",4,10,10,9,3600,8,400,NA
NA,"Vatica cauliflora","TRACHEOPHYTA","MAGNOLIOPSIDA","MALVALES","DIPTEROCARPACEAE",125628807,"2019-06-30","CR",3.1,"A4cd","A4cd","Extant","Native",1,"Decreasing",NA,NA,NA,NA,NA,NA,NA,"16","26",NA,NA,4,10,10,9,3600,8,400,NA
"Sun Stripe Shrimp","Caridina profundicola","ARTHROPODA","MALACOSTRACA","DECAPODA","ATYIDAE",139141151,"2018-12-06","CR",3.1,"A3e; B1ab(iii,v)","A3e; B1ab(iii,v)","Extant","Native",1,"Unknown",NA,NA,NA,NA,NA,NA,NA,"28","99",NA,"1",4,10,10,9,3600,8,400,NA
"Intani Paphiopedilum ","Paphiopedilum intaniae","TRACHEOPHYTA","LILIOPSIDA","ASPARAGALES","ORCHIDACEAE",43327889,"2014-11-27","CR",3.1,"B1ab(ii,iii,v)+2ab(ii,iii,v); C1+2a(i,ii); D","B1ab(ii,iii,v)+2ab(ii,iii,v); C1+2a(i,ii); D","Extant","Native",1,"Decreasing","Yes","Yes",NA,NA,NA,NA,NA,"4","4","10-20","1",4,10,8,10,3200,22,400,NA
"Sang's Paphiopedilum","Paphiopedilum sangii","TRACHEOPHYTA","LILIOPSIDA","ASPARAGALES","ORCHIDACEAE",43327979,"2014-11-19","CR",3.1,"A2acd; B1ab(ii,iii,v)+2ab(ii,iii,v); C1+2a(i,ii); D","A2acd; B1ab(ii,iii,v)+2ab(ii,iii,v); C1+2a(i,ii); D","Extant","Native",1,"Decreasing","Yes","Yes",NA,NA,NA,NA,NA,"8","8","0-50","1",4,10,8,10,3200,22,400,NA
"Schoser's Paphiopedilum","Paphiopedilum schoseri","TRACHEOPHYTA","LILIOPSIDA","ASPARAGALES","ORCHIDACEAE",43327984,"2014-11-19","CR",3.1,"A2acd; B1ab(ii,iii,v)+2ab(ii,iii,v); C1+2a(i,ii); D","A2acd; B1ab(ii,iii,v)+2ab(ii,iii,v); C1+2a(i,ii); D","Extant","Native",1,"Decreasing","Yes","Yes",NA,NA,NA,NA,NA,"4","4","0-50","1",4,10,8,10,3200,22,400,NA
"Virgin Mary Paphiopedilum","Paphiopedilum victoria-mariae","TRACHEOPHYTA","LILIOPSIDA","ASPARAGALES","ORCHIDACEAE",43328019,"2014-11-18","CR",3.1,"A2acd; B1ab(ii,iii,v)+2ab(ii,iii,v); C1+2a(i,ii); D","A2acd; B1ab(ii,iii,v)+2ab(ii,iii,v); C1+2a(i,ii); D","Extant","Native",1,"Decreasing","Yes","Yes",NA,NA,NA,NA,NA,"4","4","0-50","1",4,10,8,10,3200,22,400,NA
"Queen Victoria Paphiopedilum","Paphiopedilum victoria-regina","TRACHEOPHYTA","LILIOPSIDA","ASPARAGALES","ORCHIDACEAE",43328024,"2014-11-18","CR",3.1,"A2acd; B1ab(ii,iii,v)+2ab(ii,iii,v); C1+2a(i,ii); D","A2acd; B1ab(ii,iii,v)+2ab(ii,iii,v); C1+2a(i,ii); D","Extant","Native",1,"Decreasing","Yes","Yes",NA,NA,NA,NA,NA,"4","4",NA,"1",4,10,8,10,3200,22,400,NA
NA,"Dipterocarpus littoralis","TRACHEOPHYTA","MAGNOLIOPSIDA","MALVALES","DIPTEROCARPACEAE",125628315,"2018-03-02","CR",3.1,"B1ab(i,ii,iii,v); C1+2a(i); D","B1ab(i,ii,iii,v); C1+2a(i); D","Extant","Native",1,"Decreasing","Yes","Yes","Unknown","Yes","Yes","No","Yes","20","7.245","47","1",4,10,8,10,3200,22,400,NA
"Nias Hill Myna","Gracula robusta","CHORDATA","AVES","PASSERIFORMES","STURNIDAE",182272272,"2020-08-18","CR",3.1,"A2bd+3d+4bd; C2a(ii)","A2bd+3d+4bd; C2a(ii)","Extant","Native",1,"Decreasing","Yes","Yes","Yes","Yes","Yes","Unknown","No","190","12100","160-265","3",4,10,10,8,3200,22,400,NA
NA,"Cycas javana","TRACHEOPHYTA","CYCADOPSIDA","CYCADALES","CYCADACEAE",68903080,"2020-08-10","CR",3.1,"A2ace+4ace","A2ace+4ace","Extant","Native",1,"Decreasing","Yes","Yes",NA,NA,NA,NA,NA,NA,"119000","200-500",NA,4,10,10,7,2800,29,400,NA
NA,"Sulawesidrobia anceps","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","TATEIDAE",109725511,"2018-07-09","CR",3.1,"A3e","A3e","Extant","Native",1,"Unknown",NA,NA,NA,NA,NA,NA,NA,"20","287",NA,"1",4,10,10,6,2400,30,400,NA
"Red Orchid Bee","Caridina glaubrechti","ARTHROPODA","MALACOSTRACA","DECAPODA","ATYIDAE",139139922,"2018-12-05","CR",3.1,"A3e","A3e","Extant","Native",1,"Unknown",NA,NA,NA,NA,NA,NA,NA,"32","355",NA,"1",4,10,10,6,2400,30,400,NA
NA,"Caridina lingkonae","ARTHROPODA","MALACOSTRACA","DECAPODA","ATYIDAE",139140472,"2018-12-05","CR",3.1,"A3d","A3d","Extant","Native",1,"Unknown",NA,NA,NA,NA,NA,NA,NA,"48","668",NA,"1",4,10,10,6,2400,30,400,NA
NA,"Caridina parvula","ARTHROPODA","MALACOSTRACA","DECAPODA","ATYIDAE",139140973,"2018-12-05","CR",3.1,"A3e","A3e","Extant","Native",1,"Decreasing",NA,NA,NA,NA,NA,NA,NA,"60","580",NA,"1",4,10,10,6,2400,30,400,NA
"Yellow Goldflake","Caridina spinata","ARTHROPODA","MALACOSTRACA","DECAPODA","ATYIDAE",139141338,"2018-12-06","CR",3.1,"A3e","A3e","Extant","Native",1,"Decreasing",NA,NA,NA,NA,NA,NA,NA,"40","540",NA,"1",4,10,10,6,2400,30,400,NA
"Red Line Shrimp","Caridina striata","ARTHROPODA","MALACOSTRACA","DECAPODA","ATYIDAE",139141499,"2018-12-06","CR",3.1,"A3e","A3e","Extant","Native",1,"Unknown",NA,NA,NA,NA,NA,NA,NA,"68","682",NA,"1",4,10,10,6,2400,30,400,NA
NA,"Caridina tenuirostris","ARTHROPODA","MALACOSTRACA","DECAPODA","ATYIDAE",139141655,"2018-12-06","CR",3.1,"A3e","A3e","Extant","Native",1,"Unknown",NA,NA,NA,NA,NA,NA,NA,"68","725",NA,"1",4,10,10,6,2400,30,400,NA
"Harlequin Shrimp Sulawesi","Caridina woltereckae","ARTHROPODA","MALACOSTRACA","DECAPODA","ATYIDAE",139141832,"2018-12-06","CR",3.1,"A3e","A3e","Extant","Native",1,"Unknown",NA,NA,NA,NA,NA,NA,NA,"60","468",NA,"1",4,10,10,6,2400,30,400,NA
NA,"Vatica soepadmoi","TRACHEOPHYTA","MAGNOLIOPSIDA","MALVALES","DIPTEROCARPACEAE",125628953,"2020-03-18","CR",3.1,"A2c; B1ab(i,ii,iii); D","A2c; B1ab(i,ii,iii); D","Extant","Native",1,"Decreasing",NA,"Yes",NA,"Yes","Yes",NA,NA,"16","16","5-30","1",4,10,5,10,2000,38,400,NA
NA,"Caridina lanceolata","ARTHROPODA","MALACOSTRACA","DECAPODA","ATYIDAE",139140294,"2018-12-05","CR",3.1,"A3e","A3e","Extant","Native",1,"Decreasing",NA,NA,NA,NA,NA,NA,NA,"108","828",NA,"2",4,10,10,5,2000,38,400,NA
"Mini Blue Bee Shrimp","Caridina loehae","ARTHROPODA","MALACOSTRACA","DECAPODA","ATYIDAE",139140634,"2018-12-05","CR",3.1,"A3e","A3e","Extant","Native",1,"Decreasing",NA,NA,NA,NA,NA,NA,NA,"12","128",NA,"2",4,10,10,5,2000,38,400,NA
NA,"Saurauia bogoriensis","TRACHEOPHYTA","MAGNOLIOPSIDA","ERICALES","ACTINIDIACEAE",164372711,"2019-10-24","CR",3.1,"A2c; D","A2c; D","Extant","Native",1,"Decreasing",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","1",4,10,5,10,2000,38,400,NA
"Citron-crested Cockatoo","Cacatua citrinocristata","CHORDATA","AVES","PSITTACIFORMES","CACATUIDAE",201545199,"2021-08-16","CR",3.1,"A2bcd+4bcd","A2bcd+4bcd","Extant","Native",1,"Decreasing","Yes","Yes","No","Unknown",NA,NA,"No",NA,"13100","800-1320,1320","17",4,10,10,5,2000,38,400,NA
NA,"Nepenthes aristolochioides","TRACHEOPHYTA","MAGNOLIOPSIDA","CARYOPHYLLALES","NEPENTHACEAE",19630981,"2013-06-10","CR",3.1,"A2a; B1ab(v); C2a(i)","A2a; B1ab(v); C2a(i)","Extant","Native",1,"Decreasing","Yes","No","No","No","No","No","Yes","20.00","46.86","60","6",4,10,5,9,1800,43,360,NA
NA,"Nepenthes clipeata","TRACHEOPHYTA","MAGNOLIOPSIDA","CARYOPHYLLALES","NEPENTHACEAE",19631488,"2013-12-10","CR",3.1,"A2ad","A2ad","Extant","Native",1,"Stable","No","No","No","No","No",NA,"Yes","12","12","100","1",4,10,5,9,1800,43,360,NA
NA,"Cassine koordersii","TRACHEOPHYTA","MAGNOLIOPSIDA","CELASTRALES","CELASTRACEAE",177980941,"2020-10-26","CR",3.1,"A2c; B1ab(iii)+2ab(iii)","A2c; B1ab(iii)+2ab(iii)","Possibly Extinct","Native",1,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,"8","8",NA,"1",4,10,5,9,1800,43,360,NA
NA,"Madhuca ovata","TRACHEOPHYTA","MAGNOLIOPSIDA","ERICALES","SAPOTACEAE",224974370,"2023-02-28","CR",3.1,"A2c","A2c","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"4","4",NA,NA,4,10,5,9,1800,43,360,NA
"Pagai Island Macaque","Macaca pagensis","CHORDATA","MAMMALIA","PRIMATES","CERCOPITHECIDAE",17949995,"2015-11-23","CR",3.1,"A2acd+4acd","A2acd+4acd","Extant","Native",1,"Decreasing","Yes","Yes",NA,NA,NA,NA,"No",NA,NA,"2100-3700",NA,4,10,10,4,1600,47,400,NA
"Lun Putih","Shorea induplicata","TRACHEOPHYTA","MAGNOLIOPSIDA","MALVALES","DIPTEROCARPACEAE",125628669,"2019-06-30","CR",3.1,"A4cd; C2a(i)","A4cd; C2a(i)","Extant","Native",2,"Decreasing","Yes","Yes",NA,"Yes","Yes","Yes",NA,"20","16137","249",NA,4,5,10,8,1600,47,200,NA
NA,"Caridina masapi","ARTHROPODA","MALACOSTRACA","DECAPODA","ATYIDAE",139140805,"2018-12-05","CR",3.1,"A3d","A3d","Extant","Native",1,"Decreasing",NA,NA,NA,NA,NA,NA,NA,"76","824",NA,"3",4,10,10,4,1600,47,400,NA
"Kepong hantu","Shorea macrantha","TRACHEOPHYTA","MAGNOLIOPSIDA","MALVALES","DIPTEROCARPACEAE",68074304,"2019-02-22","CR",3.1,"A4cd","A4cd","Extant","Native",2,"Decreasing","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,"250",NA,4,5,10,7,1400,50,200,NA
"Golden-bellied Mentawai Island Langur","Presbytis potenziani","CHORDATA","MAMMALIA","PRIMATES","CERCOPITHECIDAE",17954456,"2015-11-23","CR",3.1,"A2cd+4cd","A2cd+4cd","Extant","Native",1,"Decreasing","Yes","Yes",NA,NA,NA,NA,"No",NA,"4150",NA,NA,4,10,10,3,1200,51,400,NA
NA,"Tylomelania insulaesacrae","MOLLUSCA","GASTROPODA","SORBEOCONCHA","PACHYCHILIDAE",109689248,"2018-07-09","CR",3.1,"A3e","A3e","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"108","486",NA,NA,4,10,10,3,1200,51,400,NA
"Javan Blue Flycatcher","Cyornis banyumas","CHORDATA","AVES","PASSERIFORMES","MUSCICAPIDAE",183119806,"2020-08-09","CR",3.1,"A2bcd","A2bcd","Extant","Native",1,"Decreasing","Yes","No","Yes","Yes","Yes","Yes","No","120-480,240","59000","100-1000","5-15,8",4,10,5,6,1200,51,240,NA
"Walea Soft Coral Pygmy Seahorse","Hippocampus waleananus","CHORDATA","ACTINOPTERYGII","SYNGNATHIFORMES","SYNGNATHIDAE",250593119,"2023-12-13","CR",3.1,"A2b+3b","A2b+3b","Extant","Native",1,"Decreasing","Unknown","No",NA,NA,NA,"Unknown",NA,NA,"2388",NA,NA,4,10,10,3,1200,51,400,NA
"Outstanding Paphiopedilum","Paphiopedilum superbiens","TRACHEOPHYTA","LILIOPSIDA","ASPARAGALES","ORCHIDACEAE",43328004,"2014-11-17","EN",3.1,"A2acd+3cd+4acd; B1ab(ii,iii,v)+2ab(ii,iii,v); C1+2a(i); D","A2acd+3cd+4acd; B1ab(ii,iii,v)+2ab(ii,iii,v); C1+2a(i); D","Extant","Native",1,"Decreasing","Yes","Yes",NA,NA,NA,NA,NA,"100","1000","100","2",2,10,6,8,960,55,160,NA
NA,"Nepenthes dubia","TRACHEOPHYTA","MAGNOLIOPSIDA","CARYOPHYLLALES","NEPENTHACEAE",10254648,"2000-06-30","CR",2.3,"B1+2e, D","B1ab(v);D","Extant","Native",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,10,2,10,800,56,400,NA
NA,"Cycas glauca","TRACHEOPHYTA","CYCADOPSIDA","CYCADALES","CYCADACEAE",68901750,"2020-10-09","CR",3.1,"A2ac+4ace","A2ac+4ace","Extant","Native",2,"Decreasing","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,"2500-3000",NA,4,5,10,4,800,56,200,NA
NA,"Lobocheilos lehat","CHORDATA","ACTINOPTERYGII","CYPRINIFORMES","CYPRINIDAE",91006012,"2020-04-07","CR",3.1,"D","D","Possibly Extinct","Native",1,"Decreasing",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0-50",NA,4,10,2,10,800,56,400,NA
NA,"Sulawesidrobia yunusi","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","TATEIDAE",109725612,"2018-08-22","CR",3.1,"A2ce","A2ce","Possibly Extinct","Native",1,"Decreasing",NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,4,10,5,4,800,56,200,NA
"Jacobson's Bubble-nest Frog","Philautus jacobsoni","CHORDATA","AMPHIBIA","ANURA","RHACOPHORIDAE",114924999,"2017-05-16","CR",3.1,"D","D","Possibly Extinct","Native",1,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,"211.93","219.06","0-49","1",4,10,2,10,800,56,400,NA
NA,"Sulettaria multiflora","TRACHEOPHYTA","LILIOPSIDA","ZINGIBERALES","ZINGIBERACEAE",124281840,"2018-07-31","CR",3.1,"B2ab(ii,iii,v); D","B2ab(ii,iii,v); D","Extant","Native",1,"Decreasing","Yes","Yes",NA,NA,"Yes",NA,"Yes","4",NA,"1-10","1",4,10,2,10,800,56,400,NA
NA,"Etlingera chlorodonta","TRACHEOPHYTA","LILIOPSIDA","ZINGIBERALES","ZINGIBERACEAE",126984614,"2018-03-29","CR",3.1,"B2ab(iii); D","B2ab(iii); D","Extant","Native",1,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,"4",NA,"10-49","1",4,10,2,10,800,56,400,NA
"Sangihe Dwarf-kingfisher","Ceyx sangirensis","CHORDATA","AVES","CORACIIFORMES","ALCEDINIDAE",134198542,"2018-08-18","CR",3.1,"C2a(i,ii); D","C2a(i,ii); D","Extant","Native",1,"Decreasing","Yes","Yes","Unknown","Yes","Yes","Unknown","No",NA,"700","1-249",NA,4,10,2,10,800,56,400,NA
"Cerulean Flycatcher","Eutrichomyias rowleyi","CHORDATA","AVES","PASSERIFORMES","LAMPROLIIDAE",134416536,"2018-08-22","CR",3.1,"B1ab(i,ii,iii,v); C2a(i,ii); D","B1ab(i,ii,iii,v); C2a(i,ii); D","Extant","Native",1,"Decreasing","Yes","Yes","Unknown","Yes","Yes","Unknown","Yes","12","16","21-100","1",4,10,2,10,800,56,400,NA
"Sangihe Golden Bulbul","Hypsipetes platenae","CHORDATA","AVES","PASSERIFORMES","PYCNONOTIDAE",134465614,"2018-08-22","CR",3.1,"B1ab(ii,iii,v); C2a(i,ii); D","B1ab(ii,iii,v); C2a(i,ii); D","Extant","Native",1,"Decreasing","Yes","Yes","Unknown","Unknown","Yes","No","No","12","12","30-150","1",4,10,2,10,800,56,400,NA
"Sangihe White-eye","Zosterops nehrkorni","CHORDATA","AVES","PASSERIFORMES","ZOSTEROPIDAE",134475330,"2018-08-22","CR",3.1,"B1ab(ii,iii,v);C2a(i,ii);D","B1ab(ii,iii,v);C2a(i,ii);D","Extant","Native",1,"Decreasing","Yes","Yes","Unknown","Unknown","Yes","Unknown","Yes",NA,"18","1-49","1",4,10,2,10,800,56,400,NA
"Javan Lapwing","Vanellus macropterus","CHORDATA","AVES","CHARADRIIFORMES","CHARADRIIDAE",156373575,"2019-08-09","CR",3.1,"D","D","Possibly Extinct","Native",1,"Decreasing","Unknown","Yes","Unknown","Unknown","Unknown","Unknown","Yes",NA,"1","0-49",NA,4,10,2,10,800,56,400,NA
"Bali Myna","Leucopsar rothschildi","CHORDATA","AVES","PASSERIFORMES","STURNIDAE",183006359,"2020-08-24","CR",3.1,"B1ab(v); C2a(i,ii); D","B1ab(v); C2a(i,ii); D","Extant","Native",1,"Decreasing","Yes","Unknown","Unknown","Unknown","Unknown","Unknown","Yes",NA,"38","1-49","1",4,10,2,10,800,56,400,NA
"Moi's Orchid","Dendrobium moiorum","TRACHEOPHYTA","LILIOPSIDA","ASPARAGALES","ORCHIDACEAE",192087657,"2021-02-08","CR",3.1,"D","D","Extant","Native",1,"Decreasing",NA,"Yes",NA,NA,NA,NA,"Yes","4","4","26","2",4,10,2,10,800,56,400,NA
NA,"Magnolia banghamii","TRACHEOPHYTA","MAGNOLIOPSIDA","MAGNOLIALES","MAGNOLIACEAE",228538268,"2023-02-11","CR",3.1,"C2a(i,ii); D","C2a(i,ii); D","Extant","Native",1,"Decreasing","Yes","Yes","Yes","Yes","Yes",NA,NA,"12","12","1","2",4,10,2,10,800,56,400,NA
"Depik","Rasbora tawarensis","CHORDATA","ACTINOPTERYGII","CYPRINIFORMES","DANIONIDAE",2204120,"2019-01-28","CR",3.1,"B1ab(iii)","B1ab(iii)","Extant","Native",1,"Decreasing",NA,"Yes",NA,NA,NA,NA,"Yes",NA,"62-70",NA,"1",4,10,2,9,720,71,360,NA
NA,"Macrobrachium purpureamanus","ARTHROPODA","MALACOSTRACA","DECAPODA","PALAEMONIDAE",2508983,"2012-06-22","CR",3.1,"B1ab(ii,iii,v)+2ab(ii,iii,v)","B1ab(ii,iii,v)+2ab(ii,iii,v)","Extant","Native",1,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,10,2,9,720,71,360,NA
NA,"Protosticta rozendalorum","ARTHROPODA","INSECTA","ODONATA","PLATYSTICTIDAE",5664672,"2007-04-01","CR",3.1,"B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)","B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)","Extant","Native",1,"Decreasing",NA,NA,NA,NA,NA,NA,"Yes",NA,"1-99",NA,"2",4,10,2,9,720,71,360,NA
