"","CommonName_English","ScientificName","Phylum","Class","Order","Family","assessment_id","assessment_date","red_list_category_code","red_list_category_version","criteria_Listed","criteria_V3.1","NumberOfCountriesExtant","PopulationTrend","ContDec_Population","ContDec_Area","ContDec_Location","ContDec_EOO","ContDec_AOO","ContDec_Subpopulation","AreaRestricted","AOO","EOO","PopulationSize","LocationNumber","Risk","Endemic","Decline","Restriction","Priority1_PS","Priority1_Rank","Priority2_PS","Priority2_Rank"
"72",NA,"Guarea casimiriana","TRACHEOPHYTA","MAGNOLIOPSIDA","SAPINDALES","MELIACEAE",219559847,2023-05-09,"CR","3.1","B2ab(iii)","B2ab(iii)",1,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,"4",NA,NA,"1",4,10,2,9,720,22,360,NA
"73",NA,"Oreopanax candamoanus","TRACHEOPHYTA","MAGNOLIOPSIDA","APIALES","ARALIACEAE",219559914,2022-07-08,"CR","3.1","B2ab(iii)","B2ab(iii)",1,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,"8",NA,NA,"1",4,10,2,9,720,22,360,NA
"74",NA,"Oreopanax jelskii","TRACHEOPHYTA","MAGNOLIOPSIDA","APIALES","ARALIACEAE",219560016,2022-07-10,"CR","3.1","B2ab(iii)","B2ab(iii)",1,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,"8",NA,NA,"1",4,10,2,9,720,22,360,NA
"75",NA,"Sarcaulus wurdackii","TRACHEOPHYTA","MAGNOLIOPSIDA","ERICALES","SAPOTACEAE",219560298,2023-05-09,"CR","3.1","B2ab(iii)","B2ab(iii)",1,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,"4",NA,NA,"1",4,10,2,9,720,22,360,NA
"76",NA,"Mauria trichothyrsa","TRACHEOPHYTA","MAGNOLIOPSIDA","SAPINDALES","ANACARDIACEAE",219564882,2022-05-19,"CR","3.1","B2ab(iii)","B2ab(iii)",1,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,"4",NA,NA,"1",4,10,2,9,720,22,360,NA
"77",NA,"Freziera spathulifolia","TRACHEOPHYTA","MAGNOLIOPSIDA","ERICALES","PENTAPHYLACACEAE",219671460,2023-05-09,"CR","3.1","B2ab(iii)","B2ab(iii)",1,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,"4",NA,NA,"1",4,10,2,9,720,22,360,NA
"78",NA,"Picramnia bullata","TRACHEOPHYTA","MAGNOLIOPSIDA","PICRAMNIALES","PICRAMNIACEAE",219671492,2023-05-09,"CR","3.1","B2ab(iii)","B2ab(iii)",1,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,"8",NA,NA,"1",4,10,2,9,720,22,360,NA
"79",NA,"Zanthoxylum albuquerquei","TRACHEOPHYTA","MAGNOLIOPSIDA","SAPINDALES","RUTACEAE",219671526,2023-05-09,"CR","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)",1,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,"4","4",NA,"1",4,10,2,9,720,22,360,NA
"80",NA,"Qualea impexa","TRACHEOPHYTA","MAGNOLIOPSIDA","MYRTALES","VOCHYSIACEAE",219671590,2023-05-09,"CR","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)",1,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,"4","4",NA,"1",4,10,2,9,720,22,360,NA
"81",NA,"Freziera monzonensis","TRACHEOPHYTA","MAGNOLIOPSIDA","ERICALES","PENTAPHYLACACEAE",219671622,2023-05-09,"CR","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)",1,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,"4","4",NA,"1",4,10,2,9,720,22,360,NA
"82",NA,"Oreopanax aquifolius","TRACHEOPHYTA","MAGNOLIOPSIDA","APIALES","ARALIACEAE",219814159,2022-07-04,"CR","3.1","B2ab(iii)","B2ab(iii)",1,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,"4",NA,NA,"1",4,10,2,9,720,22,360,NA
"83",NA,"Oreopanax gnaphalocephalus","TRACHEOPHYTA","MAGNOLIOPSIDA","APIALES","ARALIACEAE",219814174,2022-07-11,"CR","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)",1,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,"4","4",NA,"1",4,10,2,9,720,22,360,NA
"84",NA,"Calycorectes wurdackii","TRACHEOPHYTA","MAGNOLIOPSIDA","MYRTALES","MYRTACEAE",220373702,2022-10-13,"CR","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)",1,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,"4","4",NA,"1",4,10,2,9,720,22,360,NA
"85",NA,"Eugenia discors","TRACHEOPHYTA","MAGNOLIOPSIDA","MYRTALES","MYRTACEAE",220373797,2023-01-10,"CR","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)",1,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,"4","4",NA,"1",4,10,2,9,720,22,360,NA
"86",NA,"Eugenia micranthoides","TRACHEOPHYTA","MAGNOLIOPSIDA","MYRTALES","MYRTACEAE",220373895,2022-07-29,"CR","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)",1,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,"4","4",NA,"1",4,10,2,9,720,22,360,NA
"87",NA,"Clusia cajamarcensis","TRACHEOPHYTA","MAGNOLIOPSIDA","MALPIGHIALES","CLUSIACEAE",223167006,2022-08-03,"CR","3.1","B2ab(iii)","B2ab(iii)",1,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,"8",NA,NA,"2",4,10,2,9,720,22,360,NA
"88",NA,"Chrysophyllum contumacense","TRACHEOPHYTA","MAGNOLIOPSIDA","ERICALES","SAPOTACEAE",223167153,2023-05-09,"CR","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)",1,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,"4","4","100","1",4,10,2,9,720,22,360,NA
"89",NA,"Myrsine dilloniana","TRACHEOPHYTA","MAGNOLIOPSIDA","ERICALES","PRIMULACEAE",223167183,2022-07-29,"CR","3.1","B2ab(iii)","B2ab(iii)",1,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,"4",NA,NA,"1",4,10,2,9,720,22,360,NA
"90",NA,"Mouriri exadenia","TRACHEOPHYTA","MAGNOLIOPSIDA","MYRTALES","MELASTOMATACEAE",223167275,2022-08-04,"CR","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)",1,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,"4","4",NA,"1",4,10,2,9,720,22,360,NA
"91",NA,"Miconia subulipetala","TRACHEOPHYTA","MAGNOLIOPSIDA","MYRTALES","MELASTOMATACEAE",223167305,2022-08-04,"CR","3.1","B2ab(iii)","B2ab(iii)",1,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,"4",NA,NA,"1",4,10,2,9,720,22,360,NA
"92",NA,"Pentagonia rubriflora","TRACHEOPHYTA","MAGNOLIOPSIDA","GENTIANALES","RUBIACEAE",223585771,2022-08-25,"CR","3.1","B2ab(iii)","B2ab(iii)",1,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,"4",NA,NA,"1",4,10,2,9,720,22,360,NA
