"CommonName_English","ScientificName","Phylum","Class","Order","Family","assessment_id","assessment_date","red_list_category_code","red_list_category_version","criteria_Listed","criteria_V3.1","focalCountryPresence","focalCountryOrigin","NumberOfCountriesExtant","PopulationTrend","ContDec_Population","ContDec_Area","ContDec_Location","ContDec_EOO","ContDec_AOO","ContDec_Subpopulation","AreaRestricted","AOO","EOO","PopulationSize","LocationNumber","Risk","Endemic","Decline","Restriction","Priority1_PS","Priority1_Rank","Priority2_PS","Priority2_Rank"
NA,"Lepanthes ligiae","TRACHEOPHYTA","LILIOPSIDA","ASPARAGALES","ORCHIDACEAE",195521639,2019-11-21,"EN","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"20","232",NA,"5",2,10,1,4,80,835,80,NA
NA,"Epidendrum pazii","TRACHEOPHYTA","LILIOPSIDA","ASPARAGALES","ORCHIDACEAE",195524072,2019-11-22,"EN","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,"Unknown",NA,"32","3129",NA,"5",2,10,1,4,80,835,80,NA
NA,"Restrepia chocoensis","TRACHEOPHYTA","LILIOPSIDA","ASPARAGALES","ORCHIDACEAE",195525395,2019-11-22,"EN","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,"Unknown",NA,"12","112",NA,"3",2,10,1,4,80,835,80,NA
NA,"Lepanthes quandi","TRACHEOPHYTA","LILIOPSIDA","ASPARAGALES","ORCHIDACEAE",195525517,2019-11-21,"VU","3.1","B1ab(iii,v)","B1ab(iii,v)","Extant","Native",1,"Decreasing","Yes","Yes",NA,NA,NA,NA,NA,NA,"18694",NA,"4",1,10,2,4,80,835,40,NA
"Sanchez's Giant Glass Frog","Centrolene sanchezi","CHORDATA","AMPHIBIA","ANURA","CENTROLENIDAE",195940041,2021-01-20,"EN","3.1","B2ab(iii)","B2ab(iii)","Extant","Native",2,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,"20-500","47507",NA,"5",2,5,2,4,80,835,40,NA
NA,"Sphagnum sonsonense","BRYOPHYTA","SPHAGNOPSIDA","SPHAGNALES","SPHAGNACEAE",201220155,2019-11-20,"EN","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,"No","12","2600",NA,"3",2,10,1,4,80,835,80,NA
NA,"Prionolejeunea magnistipula","MARCHANTIOPHYTA","JUNGERMANNIOPSIDA","PORELLALES","LEJEUNEACEAE",201221192,2019-11-19,"EN","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,"No","12","3069",NA,"3",2,10,1,4,80,835,80,NA
NA,"Pleuridium lindigianum","BRYOPHYTA","BRYOPSIDA","DICRANALES","DITRICHACEAE",201223800,2019-11-19,"EN","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,"No","12","4434",NA,"3",2,10,1,4,80,835,80,NA
NA,"Rauvolfia steyermarkii","TRACHEOPHYTA","MAGNOLIOPSIDA","GENTIANALES","APOCYNACEAE",204735096,2021-10-04,"EN","3.1","B2ab(iii)","B2ab(iii)","Extant","Native",2,"Decreasing",NA,"Yes","Unknown","Unknown","Unknown",NA,"No","28","281219.5",NA,"5",2,5,2,4,80,835,40,NA
NA,"Spongiosperma riparium","TRACHEOPHYTA","MAGNOLIOPSIDA","GENTIANALES","APOCYNACEAE",204735101,2021-10-04,"EN","3.1","B2ab(iii)","B2ab(iii)","Extant","Native",2,"Decreasing",NA,"Yes","Unknown","Unknown","Unknown",NA,"No","24","10415.61",NA,"4",2,5,2,4,80,835,40,NA
NA,"Stephanopodium cuspidatum","TRACHEOPHYTA","MAGNOLIOPSIDA","MALPIGHIALES","DICHAPETALACEAE",205778586,2021-10-05,"EN","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",2,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,"12-500","4918",NA,"4",2,5,2,4,80,835,40,NA
"Mamita de Caballo","Calanthea pulcherrima","TRACHEOPHYTA","MAGNOLIOPSIDA","BRASSICALES","CAPPARACEAE",206226050,2021-11-24,"EN","3.1","B2ab(iii,v)","B2ab(iii,v)","Extant","Native",2,"Decreasing","Yes","Yes","Unknown","Unknown","Unknown","Unknown","Yes","24","28583",NA,"3",2,5,2,4,80,835,40,NA
NA,"Erythroxylum guanchezii","TRACHEOPHYTA","MAGNOLIOPSIDA","MALPIGHIALES","ERYTHROXYLACEAE",206226190,2021-11-03,"EN","3.1","B2ab(iii)","B2ab(iii)","Extant","Native",2,"Decreasing",NA,"Yes","Unknown","Unknown","Unknown",NA,"Yes","20","17303.15",NA,"3-5",2,5,2,4,80,835,40,NA
"Malambo","Croton malambo","TRACHEOPHYTA","MAGNOLIOPSIDA","MALPIGHIALES","EUPHORBIACEAE",206226230,2021-11-04,"EN","3.1","B2ab(iii)","B2ab(iii)","Extant","Native",2,"Decreasing",NA,"Yes","Unknown","Unknown","Unknown",NA,"No","24","22700",NA,"5",2,5,2,4,80,835,40,NA
NA,"Rhodothyrsus hirsutus","TRACHEOPHYTA","MAGNOLIOPSIDA","MALPIGHIALES","EUPHORBIACEAE",206226255,2021-11-11,"EN","3.1","B2ab(i,ii,iii,iv)","B2ab(i,ii,iii,iv)","Extant","Native",2,"Decreasing",NA,"Yes","Yes","Yes","Yes",NA,"No","12","14328",NA,"3",2,5,2,4,80,835,40,NA
NA,"Senna wurdackii","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE",206226360,2021-10-05,"EN","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",2,"Decreasing",NA,"Yes","Unknown","Unknown","Unknown",NA,"No","16","4185",NA,"4",2,5,2,4,80,835,40,NA
NA,"Pachira orinocensis","TRACHEOPHYTA","MAGNOLIOPSIDA","MALVALES","MALVACEAE",206226575,2021-11-09,"EN","3.1","B2ab(iii)","B2ab(iii)","Extant","Native",2,"Decreasing","Unknown","Yes","Unknown","Unknown","Unknown","Unknown","Yes","16","65219",NA,"4",2,5,2,4,80,835,40,NA
NA,"Pachira pseudofaroensis","TRACHEOPHYTA","MAGNOLIOPSIDA","MALVALES","MALVACEAE",206226580,2021-11-09,"EN","3.1","B2ab(iii)","B2ab(iii)","Extant","Native",2,"Decreasing","Unknown","Yes","Unknown","Unknown","Unknown","Unknown","Yes","20",NA,NA,"5",2,5,2,4,80,835,40,NA
NA,"Miconia elvirae","TRACHEOPHYTA","MAGNOLIOPSIDA","MYRTALES","MELASTOMATACEAE",206226685,2021-11-25,"EN","3.1","B2ab(iii)","B2ab(iii)","Extant","Native",2,"Decreasing",NA,"Yes","Unknown","Unknown","Unknown",NA,NA,"48","7217",NA,"4",2,5,2,4,80,835,40,NA
NA,"Miconia limitaris","TRACHEOPHYTA","MAGNOLIOPSIDA","MYRTALES","MELASTOMATACEAE",206226700,2021-11-26,"EN","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",2,"Decreasing",NA,"Yes","Unknown","Unknown","Unknown",NA,"Yes","24","172",NA,"4",2,5,2,4,80,835,40,NA
"Arrayán","Myrcianthes borealis","TRACHEOPHYTA","MAGNOLIOPSIDA","MYRTALES","MYRTACEAE",206226790,2022-04-04,"EN","3.1","B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)","B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)","Extant","Native",2,"Unknown",NA,"Yes","Yes","Yes","Yes",NA,"Yes","20","2197",NA,"4-10",2,5,2,4,80,835,40,NA
NA,"Croizatia naiguatensis","TRACHEOPHYTA","MAGNOLIOPSIDA","MALPIGHIALES","PHYLLANTHACEAE",206226905,2022-02-07,"EN","3.1","B2ab(ii,iii)","B2ab(ii,iii)","Extant","Native",2,"Decreasing",NA,"Yes","Unknown","Unknown","Yes",NA,"Yes","16","35685",NA,"4",2,5,2,4,80,835,40,NA
NA,"Piper san-vicentense","TRACHEOPHYTA","MAGNOLIOPSIDA","PIPERALES","PIPERACEAE",206226925,2022-02-08,"EN","3.1","B2ab(iii)","B2ab(iii)","Extant","Native",2,"Decreasing","Unknown","Yes","Unknown","Unknown","Unknown","Unknown","Yes","16","28716",NA,"4",2,5,2,4,80,835,40,NA
"Volador","Ruprechtia carina","TRACHEOPHYTA","MAGNOLIOPSIDA","CARYOPHYLLALES","POLYGONACEAE",206226955,2022-03-11,"EN","3.1","B2ab(iii)","B2ab(iii)","Extant","Native",2,"Decreasing","Unknown","Yes","Unknown","Unknown",NA,"Unknown","Unknown","16","5125",NA,"5",2,5,2,4,80,835,40,NA
NA,"Arachnothryx calycophylla","TRACHEOPHYTA","MAGNOLIOPSIDA","GENTIANALES","RUBIACEAE",206227045,2022-04-15,"EN","3.1","B2ab(i,ii,iv)","B2ab(i,ii,iv)","Extant","Native",2,"Decreasing",NA,NA,"Yes","Yes","Yes",NA,"Yes","16","51654",NA,"4",2,5,2,4,80,835,40,NA
"Macurutú","Muellera broadwayi","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE",206388074,2022-02-06,"EN","3.1","B2ab(i,ii,iii,iv)","B2ab(i,ii,iii,iv)","Extant","Native",2,"Unknown",NA,"Yes","Yes","Yes","Yes",NA,"No","24","47583",NA,"5",2,5,2,4,80,835,40,NA
NA,"Cremastosperma chococola","TRACHEOPHYTA","MAGNOLIOPSIDA","MAGNOLIALES","ANNONACEAE",207751731,2018-08-14,"EN","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"12-500","705",NA,"3",2,10,1,4,80,835,80,NA
NA,"Cremastosperma antioquense","TRACHEOPHYTA","MAGNOLIOPSIDA","MAGNOLIALES","ANNONACEAE",207752967,2018-08-14,"EN","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"12-500","125",NA,"3",2,10,1,4,80,835,80,NA
NA,"Cremastosperma dolichocarpum","TRACHEOPHYTA","MAGNOLIOPSIDA","MAGNOLIALES","ANNONACEAE",207754268,2018-08-14,"EN","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"20","1444",NA,"4",2,10,1,4,80,835,80,NA
NA,"Cremastosperma pacificum","TRACHEOPHYTA","MAGNOLIOPSIDA","MAGNOLIALES","ANNONACEAE",207754456,2018-08-14,"EN","3.1","B2ab(iii)","B2ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"24-500","7065",NA,"4",2,10,1,4,80,835,80,NA
"Antioquia Wren","Thryophilus sernai","CHORDATA","AVES","PASSERIFORMES","TROGLODYTIDAE",209060851,2021-10-13,"VU","3.1","A3c+4c; B1ab(i,ii,iii,iv)","A3c+4c; B1ab(i,ii,iii,iv)","Extant","Native",1,"Decreasing","Unknown","Yes","Yes","Yes","Yes","Unknown","Unknown","3640","6360","2500-9999","6-10",1,10,4,2,80,835,40,NA
NA,"Miconia ortiziae","TRACHEOPHYTA","MAGNOLIOPSIDA","MYRTALES","MELASTOMATACEAE",211832512,2023-09-12,"EN","3.1","B2ab(iii)","B2ab(iii)","Extant","Native",2,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,"16","9682",NA,"4",2,5,2,4,80,835,40,NA
NA,"Solanum triplinervium","TRACHEOPHYTA","MAGNOLIOPSIDA","SOLANALES","SOLANACEAE",212629348,2022-02-01,"EN","3.1","B2ab(i,ii,iii,iv)","B2ab(i,ii,iii,iv)","Extant","Native",2,"Unknown",NA,"Yes","Yes","Yes","Yes",NA,NA,"24","8348",NA,"5",2,5,2,4,80,835,40,NA
NA,"Lepidoblepharis williamsi","CHORDATA","REPTILIA","SQUAMATA","SPHAERODACTYLIDAE",217804394,2013-10-23,"EN","3.1","B1ab(iii)","B1ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,NA,"700",NA,"4",2,10,1,4,80,835,80,NA
"Palo Margarito","Sciodaphyllum elachistocephalum","TRACHEOPHYTA","MAGNOLIOPSIDA","APIALES","ARALIACEAE",218171724,2022-05-26,"EN","3.1","B2ab(iii)","B2ab(iii)","Extant","Native",2,"Decreasing",NA,"Yes",NA,NA,NA,"No",NA,"24","13520-55000",NA,"5",2,5,2,4,80,835,40,NA
NA,"Ayenia stipularis","TRACHEOPHYTA","MAGNOLIOPSIDA","MALVALES","MALVACEAE",218171867,2022-05-26,"VU","3.1","B1ab(iii)","B1ab(iii)","Extant","Native",1,"Decreasing",NA,"Yes",NA,NA,NA,"No",NA,NA,"11539",NA,"5",1,10,2,4,80,835,40,NA
NA,"Arawakia macrocarpa","TRACHEOPHYTA","MAGNOLIOPSIDA","MALPIGHIALES","CLUSIACEAE",218172518,2022-05-23,"VU","3.1","B1ab(iii)","B1ab(iii)","Extant","Native",1,"Decreasing",NA,"Yes",NA,NA,NA,"No",NA,NA,"6127",NA,"4",1,10,2,4,80,835,40,NA
"Yellow-headed Manakin","Chloropipo flavicapilla","CHORDATA","AVES","PASSERIFORMES","PIPRIDAE",221216502,2022-09-16,"VU","3.1","C2a(i)","C2a(i)","Extant","Native",1,"Decreasing","Yes","Yes","Unknown","Unknown","Yes","Unknown","No","18400","71400","3500-4000",NA,1,10,2,4,80,835,40,NA
NA,"Miconia rheophytica","TRACHEOPHYTA","MAGNOLIOPSIDA","MYRTALES","MELASTOMATACEAE",226176988,2022-12-19,"EN","3.1","B1ab(iii)","B1ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"24","3141",NA,"4",2,10,1,4,80,835,80,NA
NA,"Amyris pacis","TRACHEOPHYTA","MAGNOLIOPSIDA","SAPINDALES","RUTACEAE",226178244,2022-12-19,"EN","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"12","119",NA,"3",2,10,1,4,80,835,80,NA
"Murciélago","Rustia alba","TRACHEOPHYTA","MAGNOLIOPSIDA","GENTIANALES","RUBIACEAE",228551746,2024-03-17,"EN","3.1","B2ab(iii)","B2ab(iii)","Extant","Native",2,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,"28","23297",NA,"5",2,5,2,4,80,835,40,NA
NA,"Telebasis blasi","ARTHROPODA","INSECTA","ODONATA","COENAGRIONIDAE",237975698,2023-06-19,"EN","3.1","B1ab(iii)","B1ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,NA,"398",NA,"3",2,10,1,4,80,835,80,NA
NA,"Telebasis noveloi","ARTHROPODA","INSECTA","ODONATA","COENAGRIONIDAE",237975703,2023-06-19,"EN","3.1","B1ab(iii)","B1ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,NA,"3509",NA,"3",2,10,1,4,80,835,80,NA
NA,"Pentagonia subsessilis","TRACHEOPHYTA","MAGNOLIOPSIDA","GENTIANALES","RUBIACEAE",240611175,2024-02-10,"EN","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",2,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,"12","1187",NA,"3",2,5,2,4,80,835,40,NA
NA,"Joseanthus chimborazensis","TRACHEOPHYTA","MAGNOLIOPSIDA","ASTERALES","ASTERACEAE",240866031,2023-06-23,"EN","3.1","B2ab(iii)","B2ab(iii)","Extant","Native",2,"Decreasing",NA,"Yes",NA,NA,NA,"No",NA,"16","26093",NA,"4",2,5,2,4,80,835,40,NA
NA,"Bunchosia deflexa","TRACHEOPHYTA","MAGNOLIOPSIDA","MALPIGHIALES","MALPIGHIACEAE",240869454,2023-06-23,"EN","3.1","B2ab(iii)","B2ab(iii)","Extant","Native",2,"Decreasing",NA,"Yes",NA,NA,NA,"No",NA,"16","38559",NA,"4",2,5,2,4,80,835,40,NA
NA,"Cupania riopalenquensis","TRACHEOPHYTA","MAGNOLIOPSIDA","SAPINDALES","SAPINDACEAE",240870796,2023-06-23,"EN","3.1","B2ab(iii)","B2ab(iii)","Extant","Native",2,"Decreasing",NA,"Yes",NA,NA,NA,"No",NA,"12","32828",NA,"3",2,5,2,4,80,835,40,NA
NA,"Sommera purdiei","TRACHEOPHYTA","MAGNOLIOPSIDA","GENTIANALES","RUBIACEAE",240873688,2023-06-23,"EN","3.1","B2ab(iii)","B2ab(iii)","Extant","Native",2,"Decreasing",NA,"Yes",NA,NA,NA,"No",NA,"28","91957",NA,"5",2,5,2,4,80,835,40,NA
"Candelero","Oreopanax argentatus","TRACHEOPHYTA","MAGNOLIOPSIDA","APIALES","ARALIACEAE",240875612,2023-06-23,"EN","3.1","B2ab(iii)","B2ab(iii)","Extant","Native",2,"Decreasing",NA,"Yes",NA,NA,NA,"No",NA,"16","5880",NA,"5",2,5,2,4,80,835,40,NA
"Cincodedos","Oreopanax trianae","TRACHEOPHYTA","MAGNOLIOPSIDA","APIALES","ARALIACEAE",247638064,2020-03-01,"VU","3.1","B1ab(iii,iv)","B1ab(iii,iv)","Extant","Native",1,"Decreasing",NA,"Yes",NA,NA,NA,"Yes",NA,NA,"13711",NA,"4",1,10,2,4,80,835,40,NA
NA,"Dracula venosa","TRACHEOPHYTA","LILIOPSIDA","ASPARAGALES","ORCHIDACEAE",253767119,2023-09-11,"EN","3.1","B1ab(v)+2ab(v)","B1ab(v)+2ab(v)","Extant","Native",2,"Decreasing","Yes","No",NA,NA,NA,"No",NA,"12","370",NA,"3",2,5,2,4,80,835,40,NA
NA,"Dracula sibundoyensis","TRACHEOPHYTA","LILIOPSIDA","ASPARAGALES","ORCHIDACEAE",253767448,2023-09-08,"EN","3.1","B1ab(iii,v)+2ab(iii,v)","B1ab(iii,v)+2ab(iii,v)","Extant","Native",2,"Decreasing","Yes","Yes",NA,NA,NA,"No",NA,"20","275",NA,"3",2,5,2,4,80,835,40,NA
NA,"Dracula mantissa","TRACHEOPHYTA","LILIOPSIDA","ASPARAGALES","ORCHIDACEAE",253767829,2023-09-08,"EN","3.1","B1ab(iii,v)+2ab(iii,v)","B1ab(iii,v)+2ab(iii,v)","Extant","Native",2,"Decreasing","Yes","Yes",NA,NA,NA,"No",NA,"20","3553",NA,"5",2,5,2,4,80,835,40,NA
NA,"Dracula levii","TRACHEOPHYTA","LILIOPSIDA","ASPARAGALES","ORCHIDACEAE",253768009,2023-09-08,"EN","3.1","B1ab(iii,v)+2ab(iii,v)","B1ab(iii,v)+2ab(iii,v)","Extant","Native",2,"Decreasing","Yes","Yes",NA,NA,NA,"No",NA,"20","386",NA,"4",2,5,2,4,80,835,40,NA
NA,"Dracula gigas","TRACHEOPHYTA","LILIOPSIDA","ASPARAGALES","ORCHIDACEAE",253768363,2023-09-08,"EN","3.1","B1ab(iii,v)+2ab(iii,v)","B1ab(iii,v)+2ab(iii,v)","Extant","Native",2,"Decreasing","Yes","Yes",NA,NA,NA,"No",NA,"40","4012",NA,"3",2,5,2,4,80,835,40,NA
NA,"Dracula chiroptera","TRACHEOPHYTA","LILIOPSIDA","ASPARAGALES","ORCHIDACEAE",253768757,2023-09-08,"EN","3.1","B1ab(iii,v)+2ab(iii,v)","B1ab(iii,v)+2ab(iii,v)","Extant","Native",2,"Decreasing","Yes","Yes",NA,NA,NA,"No",NA,"24","959",NA,"5",2,5,2,4,80,835,40,NA
NA,"Dracula alcithoe","TRACHEOPHYTA","LILIOPSIDA","ASPARAGALES","ORCHIDACEAE",253769392,2023-09-07,"EN","3.1","B1ab(iii,v)+2ab(iii,v)","B1ab(iii,v)+2ab(iii,v)","Extant","Native",2,"Decreasing","Yes","Yes",NA,NA,NA,"No",NA,"16","2479",NA,"4",2,5,2,4,80,835,40,NA
"Galapagos Petrel","Pterodroma phaeopygia","CHORDATA","AVES","PROCELLARIIFORMES","PROCELLARIIDAE",132619647,2018-08-07,"CR","3.1","A2bce","A2bce","Extant","Native",11,"Decreasing","Yes","Yes","No","Unknown","Yes","No","Yes","220","16800000","6000-15000","5",4,0.909090909090909,5,4,72.7272727272727,1035,18.1818181818182,NA
"Dunn's Mud Turtle","Kinosternon dunni","CHORDATA","REPTILIA","TESTUDINES","KINOSTERNIDAE",500413,2023-10-23,"EN","3.1","B2ab(ii,iii)","B2ab(ii,iii)","Extant","Native",1,"Unknown","Unknown","Yes","Yes","Yes","Yes","Unknown","No","500","52194",NA,NA,2,10,1,3,60,1036,60,NA
NA,"Cryptocanthon altus","ARTHROPODA","INSECTA","COLEOPTERA","SCARABAEIDAE",537213,2013-08-08,"EN","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown",NA,NA,NA,NA,NA,NA,NA,"100-400","650",NA,"1-4",2,10,1,3,60,1036,60,NA
NA,"Melocactus andinus","TRACHEOPHYTA","MAGNOLIOPSIDA","CARYOPHYLLALES","CACTACEAE",556540,2011-07-26,"EN","3.1","B2ab(iii,v)","B2ab(iii,v)","Extant","Native",2,"Decreasing",NA,NA,NA,NA,NA,NA,NA,"300-400",NA,NA,"3-4",2,5,2,3,60,1036,30,NA
NA,"Magnolia neillii","TRACHEOPHYTA","MAGNOLIOPSIDA","MAGNOLIALES","MAGNOLIACEAE",2293173,2007-04-02,"EN","3.1","B2ab(iii)","B2ab(iii)","Extant","Native",2,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,"44-500","71068",NA,NA,2,5,2,3,60,1036,30,NA
NA,"Leptolejeunea tridentata","MARCHANTIOPHYTA","JUNGERMANNIOPSIDA","PORELLALES","LEJEUNEACEAE",2894107,2010-10-19,"EN","3.1","B2ab(ii,iii,iv)","B2ab(ii,iii,iv)","Extant","Native",2,"Unknown",NA,"Yes","Yes",NA,"Yes",NA,"No","16-20",NA,NA,"4-5",2,5,2,3,60,1036,30,NA
"Galeras Robber Frog","Pristimantis repens","CHORDATA","AMPHIBIA","ANURA","STRABOMANTIDAE",3052643,2016-08-03,"EN","3.1","B1ab(iii)","B1ab(iii)","Extant","Native",1,"Stable",NA,"Yes",NA,NA,NA,NA,"No",NA,"1127.43",NA,"1-5",2,10,1,3,60,1036,60,NA
NA,"Brunellia almaguerensis","TRACHEOPHYTA","MAGNOLIOPSIDA","OXALIDALES","BRUNELLIACEAE",9678521,1998-01-01,"EN","2.3","B1+2c","B1ab(iii)","Extant","Native",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,10,1,3,60,1036,60,NA
NA,"Acidocroton gentryi","TRACHEOPHYTA","MAGNOLIOPSIDA","MALPIGHIALES","EUPHORBIACEAE",10115251,1998-01-01,"EN","2.3","B1+2c","B1ab(iii)","Extant","Native",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,10,1,3,60,1036,60,NA
NA,"Prunus villegasiana","TRACHEOPHYTA","MAGNOLIOPSIDA","ROSALES","ROSACEAE",10154440,1998-01-01,"EN","2.3","B1+2c","B1ab(iii)","Extant","Native",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,10,1,3,60,1036,60,NA
"Mararay de San Carlos","Aiphanes leiostachys","TRACHEOPHYTA","LILIOPSIDA","ARECALES","ARECACEAE",10158301,1998-01-01,"EN","2.3","B1+2c","B1ab(iii)","Extant","Native",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,10,1,3,60,1036,60,NA
"Darien Small Eared Shrew","Cryptotis merus","CHORDATA","MAMMALIA","EULIPOTYPHLA","SORICIDAE",22283802,2016-07-11,"EN","3.1","B1ab(iii)","B1ab(iii)","Extant","Native",2,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,"2515.536",NA,NA,2,5,2,3,60,1036,30,NA
"Ecuadoran Ichthyomyine","Anotomys leander","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE",22391789,2017-01-15,"EN","3.1","B2ab(i,ii,iii,iv)","B2ab(i,ii,iii,iv)","Extant","Native",2,"Decreasing",NA,"Yes",NA,"Yes","Yes","Yes",NA,"40","75068.11",NA,NA,2,5,2,3,60,1036,30,NA
NA,"Gongora pseudoatropurpurea","TRACHEOPHYTA","LILIOPSIDA","ASPARAGALES","ORCHIDACEAE",22487482,2016-06-13,"EN","3.1","B1ab(iii)","B1ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,NA,"2500-20000",NA,"1-16",2,10,1,3,60,1036,60,NA
NA,"Dendrophorbium balsapampae","TRACHEOPHYTA","MAGNOLIOPSIDA","ASTERALES","ASTERACEAE",42280908,2014-12-12,"EN","3.1","B2ab(iii)","B2ab(iii)","Extant","Native",2,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,"36","26035",NA,"1-5",2,5,2,3,60,1036,30,NA
"Mate","Clusia volubilis","TRACHEOPHYTA","MAGNOLIOPSIDA","MALPIGHIALES","CLUSIACEAE",42533683,2020-07-15,"VU","3.1","B2ab(iii)","B2ab(iii)","Extant","Native",1,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,"56","36241",NA,"10",1,10,2,3,60,1036,30,NA
NA,"Mesamphiagrion demarmelsi","ARTHROPODA","INSECTA","ODONATA","COENAGRIONIDAE",49255341,2014-10-07,"EN","3.1","B1ab(iii)","B1ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,NA,"4300",NA,"3-5",2,10,1,3,60,1036,60,NA
"Huila Glass Frog","Centrolene huilensis","CHORDATA","AMPHIBIA","ANURA","CENTROLENIDAE",49363441,2018-12-14,"EN","3.1","B1ab(iii)","B1ab(iii)","Extant","Native",2,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,"3774.8",NA,"2-5",2,5,2,3,60,1036,30,NA
"Cerro Mali Beaked Toad","Rhinella acrolopha","CHORDATA","AMPHIBIA","ANURA","BUFONIDAE",54342343,2019-08-14,"EN","3.1","B1ab(iii)","B1ab(iii)","Extant","Native",2,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,"905",NA,"2-3",2,5,2,3,60,1036,30,NA
"lamprea","Gymnotus ardilai","CHORDATA","ACTINOPTERYGII","GYMNOTIFORMES","GYMNOTIDAE",61473663,2014-10-10,"EN","3.1","B1ab(iii)","B1ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,NA,"705",NA,"2-3",2,10,1,3,60,1036,60,NA
NA,"Austrofundulus myersi","CHORDATA","ACTINOPTERYGII","CYPRINODONTIFORMES","RIVULIDAE",64890400,2014-10-07,"EN","3.1","B1ab(iii)","B1ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,NA,"4100",NA,"2-5",2,10,1,3,60,1036,60,NA
NA,"Ancistrus vericaucanus","CHORDATA","ACTINOPTERYGII","SILURIFORMES","LORICARIIDAE",64890565,2014-10-07,"EN","3.1","B1ab(iii)","B1ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,NA,"1540",NA,"2-3",2,10,1,3,60,1036,60,NA
