"","CommonName_English","ScientificName","Phylum","Class","Order","Family","assessment_id","assessment_date","red_list_category_code","red_list_category_version","criteria_Listed","criteria_V3.1","focalCountryPresence","focalCountryOrigin","NumberOfCountriesExtant","PopulationTrend","ContDec_Population","ContDec_Area","ContDec_Location","ContDec_EOO","ContDec_AOO","ContDec_Subpopulation","AreaRestricted","AOO","EOO","PopulationSize","LocationNumber","Risk","Endemic","Decline","Restriction","Priority1_PS","Priority1_Rank","Priority2_PS","Priority2_Rank"
"1","Bougainville Paphiopedilum","Paphiopedilum bougainvilleanum","TRACHEOPHYTA","LILIOPSIDA","ASPARAGALES","ORCHIDACEAE",43327799,2014-11-20,"CR","3.1","A2acd+3cd+4acd; B1ab(ii,iii,v)+2ab(ii,iii,v); C1+2a(i,ii); D","A2acd+3cd+4acd; B1ab(ii,iii,v)+2ab(ii,iii,v); C1+2a(i,ii); D","Extant","Native",1,"Decreasing","Yes",NA,NA,NA,NA,NA,NA,"8","80","0-50","1",4,10,10,10,4000,1,400,NA
"2","Wentworth's Paphiopedilum","Paphiopedilum wentworthianum","TRACHEOPHYTA","LILIOPSIDA","ASPARAGALES","ORCHIDACEAE",43328039,2014-11-24,"CR","3.1","A2acd+3cd+4acd; C1+2a(i)","A2acd+3cd+4acd; C1+2a(i)","Extant","Native",1,"Decreasing","Yes","Yes",NA,NA,NA,NA,NA,"100","25000","100-200",NA,4,10,10,8,3200,2,400,NA
"3","Tenkile","Dendrolagus scottae","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE",21956375,2015-09-30,"CR","3.1","A2d","A2d","Extant","Native",1,"Stable",NA,NA,NA,"Unknown",NA,"No",NA,NA,"150","200","2",4,10,5,8,1600,3,320,NA
"4","Papua Paphiopedilum","Paphiopedilum papuanum","TRACHEOPHYTA","LILIOPSIDA","ASPARAGALES","ORCHIDACEAE",43327934,2014-11-24,"EN","3.1","A2acd+3cd+4acd; B2ab(ii,iii,v); C1+2a(i); D","A2acd+3cd+4acd; B2ab(ii,iii,v); C1+2a(i); D","Extant","Native",1,"Decreasing","Yes","Yes",NA,NA,NA,NA,NA,"50","85000","0-50","3",2,10,6,10,1200,4,200,NA
"5",NA,"Santalum macgregorii","TRACHEOPHYTA","MAGNOLIOPSIDA","SANTALALES","SANTALACEAE",185829280,2020-10-13,"CR","3.1","A2cd+3cd+4cd","A2cd+3cd+4cd","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"176.000","19841.775",NA,"20",4,10,10,3,1200,4,400,NA
"6","Gland-Bearing Paphiopedilum","Paphiopedilum glanduliferum","TRACHEOPHYTA","LILIOPSIDA","ASPARAGALES","ORCHIDACEAE",43327839,2014-11-11,"EN","3.1","A2acd+3cd+4acd; B2ab(ii,iii,v); C1+2a(i); D","A2acd+3cd+4acd; B2ab(ii,iii,v); C1+2a(i); D","Extant","Native",1,"Decreasing","Yes","Yes",NA,NA,NA,NA,NA,"200","150000","0-200","4",2,10,6,8,960,6,160,NA
"7","Black Dorcopsis","Dorcopsis atrata","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE",21952571,2015-06-15,"CR","3.1","B1ab(i,iii)","B1ab(i,iii)","Extant","Native",1,"Decreasing",NA,"Yes",NA,"Yes",NA,NA,NA,NA,"80",NA,"1",4,10,2,9,720,7,360,NA
"8","Northern Glider","Petaurus abidi","CHORDATA","MAMMALIA","DIPROTODONTIA","PETAURIDAE",21959298,2016-06-30,"CR","3.1","B1ab(iii,v)","B1ab(iii,v)","Extant","Native",1,"Decreasing","Yes","Yes",NA,NA,NA,NA,NA,NA,"93",NA,"1",4,10,2,9,720,7,360,NA
"9",NA,"Choerophryne siegfriedi","CHORDATA","AMPHIBIA","ANURA","MICROHYLIDAE",71675028,2019-07-26,"CR","3.1","B1ab(iii)","B1ab(iii)","Extant","Native",1,"Decreasing",NA,"Yes",NA,NA,NA,NA,"Yes",NA,"10",NA,"1",4,10,2,9,720,7,360,NA
"10",NA,"Paedophryne kathismaphlox","CHORDATA","AMPHIBIA","ANURA","MICROHYLIDAE",76317840,2019-08-03,"CR","3.1","B1ab(iii)","B1ab(iii)","Extant","Native",1,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,"10",NA,"1",4,10,2,9,720,7,360,NA
"11",NA,"Oreophryne matawan","CHORDATA","AMPHIBIA","ANURA","MICROHYLIDAE",112682183,2019-08-03,"CR","3.1","B1ab(iii)","B1ab(iii)","Extant","Native",1,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,"10",NA,"1",4,10,2,9,720,7,360,NA
"12",NA,"Oreophryne penelopeia","CHORDATA","AMPHIBIA","ANURA","MICROHYLIDAE",112683372,2019-08-03,"CR","3.1","B1ab(iii)","B1ab(iii)","Extant","Native",1,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,"10",NA,"1",4,10,2,9,720,7,360,NA
"13",NA,"Beilschmiedia dielsiana","TRACHEOPHYTA","MAGNOLIOPSIDA","LAURALES","LAURACEAE",143271545,2020-04-03,"CR","3.1","B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)","B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)","Possibly Extinct","Native",1,"Unknown",NA,"Yes","Yes","Yes","Yes",NA,NA,"4","4-100",NA,"1",4,10,2,9,720,7,360,NA
"14",NA,"Beilschmiedia longifolia","TRACHEOPHYTA","MAGNOLIOPSIDA","LAURALES","LAURACEAE",143271550,2020-04-07,"CR","3.1","B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)","B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)","Possibly Extinct","Native",1,"Unknown",NA,"Yes","Yes","Yes","Yes",NA,NA,"4","4-100",NA,"1",4,10,2,9,720,7,360,NA
"15",NA,"Beilschmiedia pubescens","TRACHEOPHYTA","MAGNOLIOPSIDA","LAURALES","LAURACEAE",143271570,2020-04-07,"CR","3.1","B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)","B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)","Possibly Extinct","Native",1,"Unknown",NA,"Yes","Yes","Yes","Yes",NA,NA,"8","8-100",NA,"1",4,10,2,9,720,7,360,NA
"16",NA,"Beilschmiedia pullenii","TRACHEOPHYTA","MAGNOLIOPSIDA","LAURALES","LAURACEAE",143271575,2019-11-16,"CR","3.1","B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)","B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)","Extant","Native",1,"Unknown",NA,"Yes","Yes","Yes","Yes",NA,NA,"4","4-100",NA,"1",4,10,2,9,720,7,360,NA
"17",NA,"Beilschmiedia rosseliana","TRACHEOPHYTA","MAGNOLIOPSIDA","LAURALES","LAURACEAE",143271580,2020-04-07,"CR","3.1","B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)","B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)","Possibly Extinct","Native",1,"Unknown",NA,"Yes","Yes","Yes","Yes",NA,NA,"4","4-100",NA,"1",4,10,2,9,720,7,360,NA
"18",NA,"Beilschmiedia sericea","TRACHEOPHYTA","MAGNOLIOPSIDA","LAURALES","LAURACEAE",143271585,2020-04-06,"CR","3.1","B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)","B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)","Possibly Extinct","Native",1,"Unknown",NA,"Yes","Yes","Yes","Yes",NA,NA,"4","4-100",NA,"1",4,10,2,9,720,7,360,NA
"19",NA,"Beilschmiedia triplinervis","TRACHEOPHYTA","MAGNOLIOPSIDA","LAURALES","LAURACEAE",143271590,2020-04-06,"CR","3.1","B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)","B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)","Possibly Extinct","Native",1,"Unknown",NA,"Yes","Yes","Yes","Yes",NA,NA,"4","4-100",NA,"1",4,10,2,9,720,7,360,NA
"20",NA,"Actinodaphne caesia","TRACHEOPHYTA","MAGNOLIOPSIDA","LAURALES","LAURACEAE",143761314,2020-03-16,"CR","3.1","B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)","B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)","Extant","Native",1,"Unknown",NA,"Yes","Yes","Yes","Yes",NA,NA,"4","4-100",NA,"1",4,10,2,9,720,7,360,NA
"21",NA,"Actinodaphne engleriana","TRACHEOPHYTA","MAGNOLIOPSIDA","LAURALES","LAURACEAE",143761319,2020-03-16,"CR","3.1","B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)","B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)","Extant","Native",1,"Unknown",NA,"Yes","Yes","Yes","Yes",NA,NA,"8","8-100",NA,"1",4,10,2,9,720,7,360,NA
"22",NA,"Actinodaphne latifolia","TRACHEOPHYTA","MAGNOLIOPSIDA","LAURALES","LAURACEAE",143761324,2020-03-16,"CR","3.1","B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)","B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)","Extant","Native",1,"Unknown",NA,"Yes","Yes","Yes","Yes",NA,NA,"4","4-100",NA,"1",4,10,2,9,720,7,360,NA
"23",NA,"Actinodaphne ledermannii","TRACHEOPHYTA","MAGNOLIOPSIDA","LAURALES","LAURACEAE",143761329,2020-03-18,"CR","3.1","B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)","B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)","Extant","Native",1,"Unknown",NA,"Yes","Yes","Yes","Yes",NA,NA,"4","4-100",NA,"1",4,10,2,9,720,7,360,NA
"24",NA,"Actinodaphne novoguineensis","TRACHEOPHYTA","MAGNOLIOPSIDA","LAURALES","LAURACEAE",143761339,2020-03-20,"CR","3.1","B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)","B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)","Extant","Native",1,"Unknown",NA,"Yes","Yes","Yes","Yes",NA,NA,"4","4-100",NA,"1",4,10,2,9,720,7,360,NA
"25",NA,"Actinodaphne obtusa","TRACHEOPHYTA","MAGNOLIOPSIDA","LAURALES","LAURACEAE",143761344,2020-03-21,"CR","3.1","B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)","B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)","Extant","Native",1,"Unknown",NA,"Yes","Yes","Yes","Yes",NA,NA,"4","4-100",NA,"1",4,10,2,9,720,7,360,NA
"26",NA,"Actinodaphne pulchra","TRACHEOPHYTA","MAGNOLIOPSIDA","LAURALES","LAURACEAE",143761349,2020-03-23,"CR","3.1","B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)","B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)","Extant","Native",1,"Unknown",NA,"Yes","Yes","Yes","Yes",NA,NA,"4","4-100",NA,"1",4,10,2,9,720,7,360,NA
"27",NA,"Actinodaphne solomonensis","TRACHEOPHYTA","MAGNOLIOPSIDA","LAURALES","LAURACEAE",143761354,2020-03-24,"CR","3.1","B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)","B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)","Extant","Native",1,"Unknown",NA,"Yes","Yes","Yes","Yes",NA,NA,"4","4-100",NA,"1",4,10,2,9,720,7,360,NA
"28",NA,"Antiaropsis uniflora","TRACHEOPHYTA","MAGNOLIOPSIDA","ROSALES","MORACEAE",143761444,2020-06-15,"CR","3.1","B1ab(iii)","B1ab(iii)","Extant","Native",1,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,"12","12",NA,"1",4,10,2,9,720,7,360,NA
"29",NA,"Arytera morobeana","TRACHEOPHYTA","MAGNOLIOPSIDA","SAPINDALES","SAPINDACEAE",143761649,2020-09-01,"CR","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,"4-50","4-100",NA,"1",4,10,2,9,720,7,360,NA
"30",NA,"Barringtonia serenae","TRACHEOPHYTA","MAGNOLIOPSIDA","ERICALES","LECYTHIDACEAE",143761714,2020-04-29,"CR","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,"4","8",NA,"1",4,10,2,9,720,7,360,NA
"31",NA,"Bridelia triplocarya","TRACHEOPHYTA","MAGNOLIOPSIDA","MALPIGHIALES","PHYLLANTHACEAE",143761759,2020-05-17,"CR","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,"4","4",NA,"1",4,10,2,9,720,7,360,NA
"32",NA,"Casearia brassii","TRACHEOPHYTA","MAGNOLIOPSIDA","MALPIGHIALES","SALICACEAE",143761829,2020-03-16,"CR","3.1","B1ab(i,iii)+2ab(i,iii)","B1ab(i,iii)+2ab(i,iii)","Extant","Native",1,"Decreasing",NA,"Yes",NA,"Yes",NA,NA,"Yes","8","8",NA,"1",4,10,2,9,720,7,360,NA
"33",NA,"Croton griseus","TRACHEOPHYTA","MAGNOLIOPSIDA","MALPIGHIALES","EUPHORBIACEAE",143762049,2020-01-21,"CR","3.1","B1ab(i,iii)+2ab(i,iii)","B1ab(i,iii)+2ab(i,iii)","Extant","Native",1,"Decreasing",NA,"Yes",NA,"Yes","Unknown",NA,NA,"8","8-50",NA,"1",4,10,2,9,720,7,360,NA
"34",NA,"Cryptocarya alticola","TRACHEOPHYTA","MAGNOLIOPSIDA","LAURALES","LAURACEAE",143762104,2020-02-09,"CR","3.1","B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)","B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)","Extant","Native",1,"Unknown",NA,"Yes","Yes","Yes","Yes",NA,NA,"4","4-100",NA,"1",4,10,2,9,720,7,360,NA
"35",NA,"Cryptocarya carrii","TRACHEOPHYTA","MAGNOLIOPSIDA","LAURALES","LAURACEAE",143762159,2020-02-12,"CR","3.1","B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)","B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)","Extant","Native",1,"Unknown",NA,"Yes","Yes","Yes","Yes",NA,NA,"4","4-100",NA,"1",4,10,2,9,720,7,360,NA
"36",NA,"Cryptocarya darusensis","TRACHEOPHYTA","MAGNOLIOPSIDA","LAURALES","LAURACEAE",143762174,2020-03-25,"CR","3.1","B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)","B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)","Possibly Extinct","Native",1,"Unknown",NA,"Yes","Yes","Yes","Yes",NA,NA,"4","4-100",NA,"1",4,10,2,9,720,7,360,NA
"37",NA,"Cryptocarya dipterocarpifolia","TRACHEOPHYTA","MAGNOLIOPSIDA","LAURALES","LAURACEAE",143762179,2020-05-12,"CR","3.1","B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)","B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)","Possibly Extinct","Native",1,"Unknown",NA,"Yes","Yes","Yes","Yes",NA,NA,"4","4-100",NA,"1",4,10,2,9,720,7,360,NA
"38",NA,"Cryptocarya durifolia","TRACHEOPHYTA","MAGNOLIOPSIDA","LAURALES","LAURACEAE",143762184,2020-06-01,"CR","3.1","B1ab(i,ii,iii,iv)","B1ab(i,ii,iii,iv)","Possibly Extinct","Native",1,"Unknown",NA,"Yes","Yes","Yes","Yes",NA,NA,"12","12-100",NA,"1",4,10,2,9,720,7,360,NA
"39",NA,"Cryptocarya flavisperma","TRACHEOPHYTA","MAGNOLIOPSIDA","LAURALES","LAURACEAE",143762209,2020-05-11,"CR","3.1","B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)","B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)","Possibly Extinct","Native",1,"Unknown",NA,"Yes","Yes","Yes","Yes",NA,NA,"4","4-100",NA,"1",4,10,2,9,720,7,360,NA
"40",NA,"Cryptocarya graehneriana","TRACHEOPHYTA","MAGNOLIOPSIDA","LAURALES","LAURACEAE",143762244,2020-03-02,"CR","3.1","B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)","B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)","Extant","Native",1,"Unknown",NA,"Yes","Yes","Yes","Yes",NA,NA,"4","4",NA,"1",4,10,2,9,720,7,360,NA
"41",NA,"Cryptocarya ovata","TRACHEOPHYTA","MAGNOLIOPSIDA","LAURALES","LAURACEAE",143762314,2020-03-11,"CR","3.1","B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)","B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)","Extant","Native",1,"Unknown",NA,"Yes","Yes","Yes","Yes",NA,NA,"4","4-100",NA,"1",4,10,2,9,720,7,360,NA
"42",NA,"Cryptocarya pergamentacea","TRACHEOPHYTA","MAGNOLIOPSIDA","LAURALES","LAURACEAE",143762339,2020-02-16,"CR","3.1","B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)","B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)","Extant","Native",1,"Unknown",NA,"Yes","Yes","Yes","Yes",NA,NA,"4","4-100",NA,"1",4,10,2,9,720,7,360,NA
"43",NA,"Cryptocarya pusilla","TRACHEOPHYTA","MAGNOLIOPSIDA","LAURALES","LAURACEAE",143762364,2020-03-03,"CR","3.1","B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)","B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)","Extant","Native",1,"Unknown",NA,"Yes","Yes","Yes","Yes",NA,NA,"4","4-100",NA,"1",4,10,2,9,720,7,360,NA
"44",NA,"Cryptocarya rarinervia","TRACHEOPHYTA","MAGNOLIOPSIDA","LAURALES","LAURACEAE",143762369,2020-05-09,"CR","3.1","B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)","B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)","Possibly Extinct","Native",1,"Unknown",NA,"Yes","Yes","Yes","Yes",NA,NA,"4","4-100",NA,"1",4,10,2,9,720,7,360,NA
"45",NA,"Cryptocarya rhizophoretum","TRACHEOPHYTA","MAGNOLIOPSIDA","LAURALES","LAURACEAE",143762379,2020-03-03,"CR","3.1","B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)","B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)","Extant","Native",1,"Unknown",NA,"Yes","Yes","Yes","Yes",NA,NA,"4","4-100",NA,"1",4,10,2,9,720,7,360,NA
"46",NA,"Cryptocarya schlechteri","TRACHEOPHYTA","MAGNOLIOPSIDA","LAURALES","LAURACEAE",143762384,2020-03-03,"CR","3.1","B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)","B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)","Extant","Native",1,"Unknown",NA,"Yes","Yes","Yes","Yes",NA,NA,"4","4-100",NA,"1",4,10,2,9,720,7,360,NA
"47",NA,"Cryptocarya tetragona","TRACHEOPHYTA","MAGNOLIOPSIDA","LAURALES","LAURACEAE",143762434,2020-02-19,"CR","3.1","B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)","B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)","Extant","Native",1,"Unknown",NA,"Yes","Yes","Yes","Yes",NA,NA,"4","4-100",NA,"1",4,10,2,9,720,7,360,NA
"48",NA,"Cryptocarya whiteana","TRACHEOPHYTA","MAGNOLIOPSIDA","LAURALES","LAURACEAE",143762449,2020-02-15,"CR","3.1","B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)","B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)","Extant","Native",1,"Unknown",NA,"Yes","Yes","Yes","Yes",NA,NA,"4","4-100",NA,"1",4,10,2,9,720,7,360,NA
"49",NA,"Cryptocarya womersleyi","TRACHEOPHYTA","MAGNOLIOPSIDA","LAURALES","LAURACEAE",143762454,2020-02-20,"CR","3.1","B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)","B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)","Extant","Native",1,"Unknown",NA,"Yes","Yes","Yes","Yes",NA,NA,"4","4-100",NA,"1",4,10,2,9,720,7,360,NA
"50",NA,"Dolicholobium longifructum","TRACHEOPHYTA","MAGNOLIOPSIDA","GENTIANALES","RUBIACEAE",143762684,2020-08-31,"CR","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,"4","4",NA,"1",4,10,2,9,720,7,360,NA
"51",NA,"Endiandra archboldiana","TRACHEOPHYTA","MAGNOLIOPSIDA","LAURALES","LAURACEAE",143763044,2020-01-18,"CR","3.1","B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)","B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)","Extant","Native",1,"Unknown",NA,"Yes","Yes","Yes","Yes",NA,NA,"4","4-100",NA,"1",4,10,2,9,720,7,360,NA
"52",NA,"Endiandra asymmerrica","TRACHEOPHYTA","MAGNOLIOPSIDA","LAURALES","LAURACEAE",143763054,2020-03-11,"CR","3.1","B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)","B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)","Extant","Native",1,"Unknown",NA,"Yes","Yes","Yes","Yes",NA,NA,"4","4-100",NA,"1",4,10,2,9,720,7,360,NA
"53",NA,"Endiandra djamuensis","TRACHEOPHYTA","MAGNOLIOPSIDA","LAURALES","LAURACEAE",143763079,2020-01-21,"CR","3.1","B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)","B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)","Extant","Native",1,"Unknown",NA,"Yes","Yes","Yes","Yes",NA,NA,"4","4-100",NA,"1",4,10,2,9,720,7,360,NA
"54",NA,"Endiandra faceta","TRACHEOPHYTA","MAGNOLIOPSIDA","LAURALES","LAURACEAE",143763094,2020-01-24,"CR","3.1","B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)","B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)","Extant","Native",1,"Unknown",NA,"Yes","Yes","Yes","Yes",NA,NA,"4","4-100",NA,"1",4,10,2,9,720,7,360,NA
"55",NA,"Endiandra ferruginea","TRACHEOPHYTA","MAGNOLIOPSIDA","LAURALES","LAURACEAE",143763099,2020-01-24,"CR","3.1","B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)","B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)","Extant","Native",1,"Unknown",NA,"Yes","Yes","Yes","Yes",NA,NA,"4","4-100",NA,"1",4,10,2,9,720,7,360,NA
"56",NA,"Endiandra havelii","TRACHEOPHYTA","MAGNOLIOPSIDA","LAURALES","LAURACEAE",143763134,2020-01-25,"CR","3.1","B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)","B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)","Extant","Native",1,"Unknown",NA,"Yes","Yes","Yes","Yes",NA,NA,"4","4-100",NA,"1",4,10,2,9,720,7,360,NA
"57",NA,"Endiandra macrostemon","TRACHEOPHYTA","MAGNOLIOPSIDA","LAURALES","LAURACEAE",143763154,2020-01-26,"CR","3.1","B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)","B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)","Extant","Native",1,"Unknown",NA,"Yes","Yes","Yes","Yes",NA,NA,"4","4-100",NA,"1",4,10,2,9,720,7,360,NA
"58",NA,"Endiandra minutiflora","TRACHEOPHYTA","MAGNOLIOPSIDA","LAURALES","LAURACEAE",143763169,2019-11-27,"CR","3.1","B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)","B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)","Extant","Native",1,"Unknown",NA,"Yes","Yes","Yes","Yes",NA,NA,"4","4-100",NA,"1",4,10,2,9,720,7,360,NA
"59",NA,"Endiandra oviformis","TRACHEOPHYTA","MAGNOLIOPSIDA","LAURALES","LAURACEAE",143763184,2020-01-29,"CR","3.1","B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)","B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)","Extant","Native",1,"Unknown",NA,"Yes","Yes","Yes","Yes",NA,NA,"4","4-100",NA,"1",4,10,2,9,720,7,360,NA
"60",NA,"Endiandra sphaerica","TRACHEOPHYTA","MAGNOLIOPSIDA","LAURALES","LAURACEAE",143763224,2020-02-01,"CR","3.1","B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)","B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)","Extant","Native",1,"Unknown",NA,"Yes","Yes","Yes","Yes",NA,NA,"4","4-100",NA,"1",4,10,2,9,720,7,360,NA
"61",NA,"Endiandra teschneriana","TRACHEOPHYTA","MAGNOLIOPSIDA","LAURALES","LAURACEAE",143763234,2020-02-01,"CR","3.1","B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)","B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)","Extant","Native",1,"Unknown",NA,"Yes","Yes","Yes","Yes",NA,NA,"4","4-100",NA,"1",4,10,2,9,720,7,360,NA
"62","Malaha","Eucalyptopsis alauda","TRACHEOPHYTA","MAGNOLIOPSIDA","MYRTALES","MYRTACEAE",143763254,2019-02-08,"CR","3.1","B1ab(i,ii,v)+2ab(i,ii,v)","B1ab(i,ii,v)+2ab(i,ii,v)","Extant","Native",1,"Decreasing","Yes",NA,NA,"Yes","Yes",NA,"Yes","4","4",NA,"1",4,10,2,9,720,7,360,NA
"63",NA,"Fontainea subpapuana","TRACHEOPHYTA","MAGNOLIOPSIDA","MALPIGHIALES","EUPHORBIACEAE",143763684,2020-01-21,"CR","3.1","B1ab(i,ii,iii)+2ab(i,ii,iii)","B1ab(i,ii,iii)+2ab(i,ii,iii)","Possibly Extinct","Native",1,"Decreasing",NA,"Yes",NA,"Yes","Yes",NA,NA,"0-8","0-8",NA,"1",4,10,2,9,720,7,360,NA
"64",NA,"Geniostoma trichostylum","TRACHEOPHYTA","MAGNOLIOPSIDA","GENTIANALES","LOGANIACEAE",143763884,2020-04-29,"CR","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,"4","4",NA,"1",4,10,2,9,720,7,360,NA
"65",NA,"Glochidion conostylum","TRACHEOPHYTA","MAGNOLIOPSIDA","MALPIGHIALES","PHYLLANTHACEAE",143763929,2020-09-02,"CR","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,"4","4",NA,"1",4,10,2,9,720,7,360,NA
"66",NA,"Litsea buinensis","TRACHEOPHYTA","MAGNOLIOPSIDA","LAURALES","LAURACEAE",143764229,2019-11-16,"CR","3.1","B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)","B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)","Extant","Native",1,"Unknown",NA,"Yes","Yes","Yes","Yes",NA,NA,"4","4-100",NA,"1",4,10,2,9,720,7,360,NA
"67",NA,"Metrosideros ovata","TRACHEOPHYTA","MAGNOLIOPSIDA","MYRTALES","MYRTACEAE",143764524,2020-09-02,"CR","3.1","B1ab(iii)","B1ab(iii)","Extant","Native",1,"Decreasing",NA,"Yes",NA,NA,"Yes",NA,NA,"8-100","8-100",NA,"1",4,10,2,9,720,7,360,NA
