"","CommonName_English","ScientificName","Phylum","Class","Order","Family","assessment_id","assessment_date","red_list_category_code","red_list_category_version","criteria_Listed","criteria_V3.1","NumberOfCountriesExtant","PopulationTrend","ContDec_Population","ContDec_Area","ContDec_Location","ContDec_EOO","ContDec_AOO","ContDec_Subpopulation","AreaRestricted","AOO","EOO","PopulationSize","LocationNumber","Risk","Endemic","Decline","Restriction","Priority1_PS","Priority1_Rank","Priority2_PS","Priority2_Rank"
"2421",NA,"Cryptocarya anamalayana","TRACHEOPHYTA","MAGNOLIOPSIDA","LAURALES","LAURACEAE",138508350,2019-10-26,"EN","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"24-500","4026",NA,"5",2,10,1,4,80,2360,80,NA
"2422",NA,"Pleurothyrium giganthum","TRACHEOPHYTA","MAGNOLIOPSIDA","LAURALES","LAURACEAE",138508795,2021-04-15,"EN","3.1","B2ab(iii)","B2ab(iii)",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"28-2000","13961",NA,"5",2,10,1,4,80,2360,80,NA
"2423",NA,"Myrsine paramensis","TRACHEOPHYTA","MAGNOLIOPSIDA","ERICALES","PRIMULACEAE",139353897,2019-02-09,"EN","3.1","B2ab(iii)","B2ab(iii)",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"20",NA,NA,"5",2,10,1,4,80,2360,80,NA
"2424",NA,"Xylopia densiflora","TRACHEOPHYTA","MAGNOLIOPSIDA","MAGNOLIALES","ANNONACEAE",140933712,2018-12-17,"EN","3.1","B2ab(iii)","B2ab(iii)",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"16","246208",NA,"4",2,10,1,4,80,2360,80,NA
"2425",NA,"Syzygium pyrocarpum","TRACHEOPHYTA","MAGNOLIOPSIDA","MYRTALES","MYRTACEAE",143758446,2023-01-17,"EN","3.1","B2ab(iii)","B2ab(iii)",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"28","6936.133",NA,"5",2,10,1,4,80,2360,80,NA
"2426",NA,"Cryptocarya elongata","TRACHEOPHYTA","MAGNOLIOPSIDA","LAURALES","LAURACEAE",143762189,2020-05-11,"EN","3.1","B2ab(i,ii,iii,iv)","B2ab(i,ii,iii,iv)",2,"Unknown",NA,"Yes","Yes","Yes","Yes",NA,NA,"12-500","39170",NA,"3",2,5,2,4,80,2360,40,NA
"2427",NA,"Cryptocarya filicifolia","TRACHEOPHYTA","MAGNOLIOPSIDA","LAURALES","LAURACEAE",143762204,2020-03-02,"EN","3.1","B2ab(i,ii,iii,iv)","B2ab(i,ii,iii,iv)",2,"Unknown",NA,"Yes","Yes","Yes","Yes",NA,NA,"20-500","18527",NA,"4",2,5,2,4,80,2360,40,NA
"2428",NA,"Cryptocarya forbesii","TRACHEOPHYTA","MAGNOLIOPSIDA","LAURALES","LAURACEAE",143762219,2020-05-11,"EN","3.1","B2ab(i,ii,iii,iv)","B2ab(i,ii,iii,iv)",2,"Unknown",NA,"Yes","Yes","Yes","Yes",NA,NA,"12-500","283935",NA,"3",2,5,2,4,80,2360,40,NA
"2429",NA,"Elaeocarpus buderi","TRACHEOPHYTA","MAGNOLIOPSIDA","OXALIDALES","ELAEOCARPACEAE",143762814,2020-03-17,"EN","3.1","B2ab(iii)","B2ab(iii)",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"24","6709.88",NA,"5",2,10,1,4,80,2360,80,NA
"2430",NA,"Eleutherostylis renistipulata","TRACHEOPHYTA","MAGNOLIOPSIDA","MALVALES","MALVACEAE",143763024,2020-04-29,"EN","3.1","B2ab(iii)","B2ab(iii)",2,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,"36-500","366215",NA,"5",2,5,2,4,80,2360,40,NA
"2431",NA,"Endiandra engleriana","TRACHEOPHYTA","MAGNOLIOPSIDA","LAURALES","LAURACEAE",143763084,2020-01-21,"EN","3.1","B2ab(i,ii,iii,iv)","B2ab(i,ii,iii,iv)",2,"Decreasing",NA,"Yes","Yes","Yes","Yes",NA,NA,"24-500","57394",NA,"5",2,5,2,4,80,2360,40,NA
"2432",NA,"Endiandra sleumeri","TRACHEOPHYTA","MAGNOLIOPSIDA","LAURALES","LAURACEAE",143763209,2020-01-31,"EN","3.1","B2ab(i,ii,iii,iv)","B2ab(i,ii,iii,iv)",2,"Unknown",NA,"Yes","Yes","Yes","Yes",NA,NA,"12-500","365252",NA,"3",2,5,2,4,80,2360,40,NA
"2433",NA,"Endiandra spathulata","TRACHEOPHYTA","MAGNOLIOPSIDA","LAURALES","LAURACEAE",143763219,2020-02-01,"EN","3.1","B2ab(i,ii,iii,iv)","B2ab(i,ii,iii,iv)",2,"Decreasing",NA,"Yes","Yes","Yes","Yes",NA,NA,"12-500","67182",NA,"3",2,5,2,4,80,2360,40,NA
"2434",NA,"Glochidion katikii","TRACHEOPHYTA","MAGNOLIOPSIDA","MALPIGHIALES","PHYLLANTHACEAE",143763989,2020-05-26,"EN","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"12-500","711",NA,"3",2,10,1,4,80,2360,80,NA
"2435",NA,"Pandanus archboldianus","TRACHEOPHYTA","LILIOPSIDA","PANDANALES","PANDANACEAE",143764604,2021-03-27,"EN","3.1","B2ab(iii)","B2ab(iii)",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"24","66112.231",NA,"4",2,10,1,4,80,2360,80,NA
"2436",NA,"Litsea trichophylla","TRACHEOPHYTA","MAGNOLIOPSIDA","LAURALES","LAURACEAE",143765624,2019-11-16,"EN","3.1","B2ab(i,ii,iii,iv)","B2ab(i,ii,iii,iv)",2,"Unknown",NA,"Yes","Yes","Yes","Yes",NA,NA,"20-500","99237",NA,"5",2,5,2,4,80,2360,40,NA
"2437",NA,"Aniba heterotepala","TRACHEOPHYTA","MAGNOLIOPSIDA","LAURALES","LAURACEAE",143953096,2020-07-21,"EN","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"16","460",NA,"4",2,10,1,4,80,2360,80,NA
"2438",NA,"Humiriastrum subcrenatum","TRACHEOPHYTA","MAGNOLIOPSIDA","MALPIGHIALES","HUMIRIACEAE",145025939,2019-03-14,"VU","3.1","B1ab(iii,v)","B1ab(iii,v)",1,"Decreasing","Yes","Yes",NA,NA,NA,NA,NA,NA,"8657",NA,"4",1,10,2,4,80,2360,40,NA
"2439",NA,"Beilschmiedia bangkae","TRACHEOPHYTA","MAGNOLIOPSIDA","LAURALES","LAURACEAE",145297243,2020-04-02,"EN","3.1","B2ab(i,ii,iii,iv)","B2ab(i,ii,iii,iv)",2,"Unknown",NA,"Yes","Yes","Yes","Yes",NA,NA,"28-500","109349",NA,"4",2,5,2,4,80,2360,40,NA
"2440",NA,"Beilschmiedia elegantissima","TRACHEOPHYTA","MAGNOLIOPSIDA","LAURALES","LAURACEAE",145297408,2019-03-07,"EN","3.1","B2ab(ii,iii)","B2ab(ii,iii)",2,"Decreasing",NA,"Yes",NA,"Unknown","Yes",NA,NA,"20","86100",NA,"3",2,5,2,4,80,2360,40,NA
"2441",NA,"Beilschmiedia fasciata","TRACHEOPHYTA","MAGNOLIOPSIDA","LAURALES","LAURACEAE",145297423,2023-01-01,"EN","3.1","B2ab(i,ii,iii,iv)","B2ab(i,ii,iii,iv)",2,"Unknown",NA,"Yes","Yes","Yes","Yes",NA,NA,"20","51640",NA,"5",2,5,2,4,80,2360,40,NA
"2442",NA,"Beilschmiedia glomerata","TRACHEOPHYTA","MAGNOLIOPSIDA","LAURALES","LAURACEAE",145297503,2021-05-25,"EN","3.1","B2ab(iii)","B2ab(iii)",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"16","70269",NA,"4",2,10,1,4,80,2360,80,NA
"2443",NA,"Beilschmiedia grandibracteata","TRACHEOPHYTA","MAGNOLIOPSIDA","LAURALES","LAURACEAE",145297508,2020-07-03,"EN","3.1","B2ab(i,ii,iii,iv)","B2ab(i,ii,iii,iv)",2,"Unknown",NA,"Yes","Yes","Yes","Yes",NA,NA,"12-500","7596",NA,"3",2,5,2,4,80,2360,40,NA
"2444",NA,"Beilschmiedia steyermarkii","TRACHEOPHYTA","MAGNOLIOPSIDA","LAURALES","LAURACEAE",145297973,2020-04-28,"EN","3.1","B2ab(i,ii,iii,iv)","B2ab(i,ii,iii,iv)",2,"Decreasing",NA,"Yes","Yes","Yes","Yes",NA,NA,"12-500,12","5221",NA,"3",2,5,2,4,80,2360,40,NA
"2445",NA,"Cinnamomum chartophyllum","TRACHEOPHYTA","MAGNOLIOPSIDA","LAURALES","LAURACEAE",145415913,2020-10-23,"EN","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"12-500","586",NA,"3",2,10,1,4,80,2360,80,NA
"2446",NA,"Cinnamomum loureiroi","TRACHEOPHYTA","MAGNOLIOPSIDA","LAURALES","LAURACEAE",145416181,2020-05-08,"EN","3.1","B2ab(iii)","B2ab(iii)",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"36-500","79344",NA,"5",2,10,1,4,80,2360,80,NA
"2447",NA,"Cinnamomum puberulum","TRACHEOPHYTA","MAGNOLIOPSIDA","LAURALES","LAURACEAE",145416396,2019-04-28,"EN","3.1","B1ab(i,ii,iii)+2ab(i,ii,iii)","B1ab(i,ii,iii)+2ab(i,ii,iii)",1,"Unknown",NA,"Yes",NA,"Yes","Yes",NA,NA,"20","3701",NA,"5",2,10,1,4,80,2360,80,NA
"2448",NA,"Cinnamomum sulavesianum","TRACHEOPHYTA","MAGNOLIOPSIDA","LAURALES","LAURACEAE",145416566,2019-05-20,"EN","3.1","B2ab(i,ii,iii)","B2ab(i,ii,iii)",1,"Unknown",NA,"Yes",NA,"Yes","Yes",NA,NA,"32","89553",NA,"4",2,10,1,4,80,2360,80,NA
"2449",NA,"Tetrameranthus pachycarpus","TRACHEOPHYTA","MAGNOLIOPSIDA","MAGNOLIALES","ANNONACEAE",146101148,2018-12-09,"EN","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"24","2023",NA,"5",2,10,1,4,80,2360,80,NA
"2450",NA,"Ormosia larecajana","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE",146871198,2023-08-17,"EN","3.1","B2ab(iii)","B2ab(iii)",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"20","302355",NA,"5",2,10,1,4,80,2360,80,NA
"2451",NA,"Ocotea micrantha","TRACHEOPHYTA","MAGNOLIOPSIDA","LAURALES","LAURACEAE",146871324,2023-11-24,"EN","3.1","B2ab(ii,iii)","B2ab(ii,iii)",1,"Unknown",NA,"Yes",NA,NA,"Yes",NA,NA,"36","11445.1",NA,"5",2,10,1,4,80,2360,80,NA
"2452",NA,"Ocotea stenophylla","TRACHEOPHYTA","MAGNOLIOPSIDA","LAURALES","LAURACEAE",146871334,2023-11-24,"EN","3.1","B2ab(ii,iii)","B2ab(ii,iii)",1,"Unknown",NA,"Yes",NA,NA,"Yes",NA,NA,"20","9467.01",NA,"5",2,10,1,4,80,2360,80,NA
