"","CommonName_English","ScientificName","Phylum","Class","Order","Family","assessment_id","assessment_date","red_list_category_code","red_list_category_version","criteria_Listed","criteria_V3.1","NumberOfCountriesExtant","PopulationTrend","ContDec_Population","ContDec_Area","ContDec_Location","ContDec_EOO","ContDec_AOO","ContDec_Subpopulation","AreaRestricted","AOO","EOO","PopulationSize","LocationNumber","Risk","Endemic","Decline","Restriction","Priority1_PS","Priority1_Rank","Priority2_PS","Priority2_Rank"
"50",NA,"Encephalartos equatorialis","TRACHEOPHYTA","CYCADOPSIDA","CYCADALES","ZAMIACEAE",50906141,2021-05-19,"CR","3.1","B1ab(iii,v)+2ab(iii,v)","B1ab(iii,v)+2ab(iii,v)",1,"Decreasing","Yes","Yes",NA,NA,NA,NA,"Yes","4","4","79-400","1",4,10,2,9,720,49,360,NA
"51","Sclavo's Cycad","Encephalartos sclavoi","TRACHEOPHYTA","CYCADOPSIDA","CYCADALES","ZAMIACEAE",51044974,2020-03-13,"CR","3.1","B1ab(iii,v)+2ab(iii,v); C2a(i)","B1ab(iii,v)+2ab(iii,v); C2a(i)",1,"Decreasing","Yes","Yes",NA,NA,NA,NA,"Yes","4","4.4","146","1",4,10,2,9,720,49,360,NA
"52",NA,"Encephalartos whitelockii","TRACHEOPHYTA","CYCADOPSIDA","CYCADALES","ZAMIACEAE",51045938,2020-03-06,"CR","3.1","B1ab(iii,v)+2ab(iii,v)","B1ab(iii,v)+2ab(iii,v)",1,"Decreasing","Yes","Yes",NA,"Unknown",NA,NA,"Yes","4","4","8000","1",4,10,2,9,720,49,360,NA
"53",NA,"Encephalartos macrostrobilus","TRACHEOPHYTA","CYCADOPSIDA","CYCADALES","ZAMIACEAE",51050953,2020-03-05,"CR","3.1","B1ab(ii,iii,v); C2a(ii)","B1ab(ii,iii,v); C2a(ii)",1,"Decreasing","Yes","Yes",NA,NA,"Yes",NA,"Yes","12","13.3","181","1",4,10,2,9,720,49,360,NA
"54","Munch's Cycad","Encephalartos munchii","TRACHEOPHYTA","CYCADOPSIDA","CYCADALES","ZAMIACEAE",51053656,2020-04-09,"CR","3.1","B1ab(iii,v)+2ab(iii,v)","B1ab(iii,v)+2ab(iii,v)",1,"Decreasing","Yes","Yes",NA,NA,NA,NA,"Yes","4","4","250-296","1",4,10,2,9,720,49,360,NA
"55","Toothed-cone Cycad","Encephalartos pterogonus","TRACHEOPHYTA","CYCADOPSIDA","CYCADALES","ZAMIACEAE",51053908,2020-04-09,"CR","3.1","B1ab(ii,iii,v)","B1ab(ii,iii,v)",1,"Decreasing","Yes","Yes",NA,NA,"Yes",NA,"Yes",NA,"38",NA,"1",4,10,2,9,720,49,360,NA
"56",NA,"Cycas sancti-lasallei","TRACHEOPHYTA","CYCADOPSIDA","CYCADALES","CYCADACEAE",66910021,2020-11-19,"CR","3.1","B1ab(i,iii,v); C2a(ii)","B1ab(i,iii,v); C2a(ii)",1,"Decreasing","Yes","Yes","No","Yes",NA,NA,"Yes",NA,"10","100","1",4,10,2,9,720,49,360,NA
"57",NA,"Zamia grijalvensis","TRACHEOPHYTA","CYCADOPSIDA","CYCADALES","ZAMIACEAE",66910238,2020-12-18,"CR","3.1","B1ab(iii,v)","B1ab(iii,v)",1,"Decreasing","Yes","Yes",NA,NA,NA,"No","Yes",NA,"80-100","300","1",4,10,2,9,720,49,360,NA
"58",NA,"Cycas annaikalensis","TRACHEOPHYTA","CYCADOPSIDA","CYCADALES","CYCADACEAE",67334745,2020-01-27,"CR","3.1","B2ab(iii,v); C2a(ii)","B2ab(iii,v); C2a(ii)",1,"Decreasing","Yes","Yes",NA,NA,NA,NA,"Yes","8",NA,"65-100","2",4,10,2,9,720,49,360,NA
"59",NA,"Cycas pranburiensis","TRACHEOPHYTA","CYCADOPSIDA","CYCADALES","CYCADACEAE",69155175,2020-11-12,"CR","3.1","B1ab(v)","B1ab(v)",1,"Decreasing","Yes",NA,"No",NA,NA,NA,"Yes",NA,"57","2500-10000","1",4,10,2,9,720,49,360,NA
"60",NA,"Zamia oligodonta","TRACHEOPHYTA","CYCADOPSIDA","CYCADALES","ZAMIACEAE",69832832,2020-06-01,"CR","3.1","B1ab(iii)","B1ab(iii)",1,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,"24","42",NA,"6",4,10,2,9,720,49,360,NA
"61",NA,"Zamia katzeriana","TRACHEOPHYTA","CYCADOPSIDA","CYCADALES","ZAMIACEAE",69833888,2020-02-13,"CR","3.1","B1ab(iii,v)","B1ab(iii,v)",1,"Decreasing","Yes","Yes",NA,NA,NA,NA,"Yes",NA,"30",NA,"1-2",4,10,2,9,720,49,360,NA
